,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,1.0,0.0,0.4,0.4,1.0,0.4,0.4,0.4,1.0,1.0,1.0,0.8,0.0,1.0
Cali,0.4,0.4,0.4,0.4,0.3464049594433153,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.04738942038041631,0.2
Climate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.0,1.0
Concre,0.019482303948894424,0.06188616002947047,0.06188616002947047,0.06188616002947047,0.37036903298455637,0.06188616002947047,0.06188616002947047,0.06188616002947047,0.15248299114876934,0.1032491264230809,0.1032491264230809,0.02505887873881823,0.02088823108259589,0.0
Qsar,0.0,0.5423022848660367,0.5663948348532131,0.5663948348532131,0.5528494571404903,0.5663948348532131,0.5663948348532131,0.5663948348532131,0.12732178061312124,0.5663948348532131,0.48585828503208484,0.21023763430740222,0.27330025795779894,0.0
Red,0.13836518899499223,0.18807408317184807,0.2377945388220347,0.2377945388220347,0.4325766928353024,0.2377945388220347,0.2377945388220347,0.2377945388220347,0.5015203946505873,0.1861004866285251,0.1861004866285251,0.0,0.12090890694153511,0.0
Sonar,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.0,0.8,0.8,1.0,1.0,1.0
White,0.10436361359946142,0.187101758713552,0.43325092067989085,0.43325092067989085,0.7166254603399455,0.43325092067989085,0.43325092067989085,0.43325092067989085,0.5164209613624622,0.5166254603399454,0.5166254603399454,0.31662546033994543,0.016207511202061486,0.2
Yacht,0.07321640184976544,0.2820586818164765,0.2814423269188827,0.2814423269188827,0.28293959704816596,0.2814423269188827,0.2814423269188827,0.2814423269188827,0.28399518525531786,0.2878171054060727,0.19947848214942626,0.0,0.22356718167596862,0.0
Yeast,0.36339052540208866,0.3594704845663094,0.47988988585762177,0.47988988585762177,0.47988988585762177,0.47988988585762177,0.47988988585762177,0.47988988585762177,0.47988988585762177,0.47988988585762177,0.47988988585762177,0.2873447535338808,0.2928500041910917,0.0
