,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,0.014635027,-0.000378841,0,0.018325649,-0.035603159,0.018325649,0.018325649,0.018325649,-0.019162861,0,0,-0.092715256,-0.050007382,0.024932011
Cali,-0.002579379,-0.004747158,0,0.007924578,-0.109502224,0.007924578,0.007924578,0.007924578,0.002185361,0,0,-0.04234722,0.031348356,0.055784221
Climate,0.014691743,0.001441375,0,0.046830558,0.006868967,0.046830558,0.046830558,0.046830558,0.006207454,0,0,-0.002199915,-0.003084497,0.017153186
Concre,-0.007235187,-0.005606057,0,0.039356625,-0.213034101,0.039356625,0.039356625,0.039356625,-0.002278577,0,0,-0.000893149,0.145450851,0.074351728
Qsar,0.00764697,0.010182135,0,0.027848558,0.200254434,0.027848558,0.027848558,0.027848558,0.003701213,0,0,-0.05024477,-0.16262886,0.04868997
Red,-0.000345039,0.00384006,0,0.023913259,0.094222326,0.023913259,0.023913259,0.023913259,-0.001712063,0,0,-0.022757922,-0.060428222,0.019264851
Sonar,0.012906895,-0.006962522,0,0.067291818,0.183936018,0.067291818,0.067291818,0.067291818,0.0010454,0,0,0.03067082,-0.100231025,0.013551513
White,0.0032811,0.008944742,0,0.01037185,-0.005342624,0.01037185,0.01037185,0.01037185,0.001453777,0,0,-0.04785917,0.049370614,0.114561028
Yacht,-0.011294425,-0.00327088,0,0.056762632,0.104933728,0.056762632,0.056762632,0.056762632,-0.002842357,0,-0.000217907,-0.05805747,0.042649704,0.046457928
Yeast,-0.010770075,-0.002318858,0,0.0087127,0.039742875,0.0087127,0.0087127,0.0087127,0.009587875,0,0,-0.001516627,0.007257286,-0.014431215
