,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,0.90745 ± 0.016,0.96387 ± 0.013,0.94624 ± 0.019,0.96242 ± 0.014,0.94990 ± 0.017,0.95359 ± 0.014,0.95727 ± 0.011,0.95505 ± 0.014,0.95800 ± 0.012,0.95510 ± 0.019,0.94397 ± 0.023,0.94544 ± 0.021,0.40560 ± 0.071,0.94549 ± 0.020
0.2,0.86792 ± 0.018,0.95983 ± 0.010,0.87785 ± 0.019,0.88899 ± 0.020,0.90088 ± 0.020,0.91120 ± 0.018,0.88089 ± 0.020,0.87717 ± 0.018,0.89550 ± 0.025,0.89112 ± 0.023,0.84973 ± 0.026,0.89732 ± 0.010,0.39846 ± 0.059,0.87638 ± 0.019
0.3,0.86535 ± 0.019,0.95995 ± 0.009,0.91997 ± 0.026,0.94555 ± 0.019,0.92040 ± 0.023,0.93522 ± 0.023,0.95146 ± 0.013,0.92510 ± 0.026,0.94993 ± 0.015,0.92428 ± 0.028,0.90818 ± 0.020,0.92651 ± 0.011,0.41255 ± 0.065,0.91262 ± 0.023
0.4,0.88951 ± 0.018,0.97934 ± 0.009,0.85913 ± 0.026,0.93910 ± 0.023,0.94722 ± 0.018,0.94942 ± 0.015,0.91152 ± 0.023,0.84663 ± 0.022,0.93037 ± 0.024,0.89694 ± 0.040,0.86980 ± 0.034,0.90463 ± 0.014,0.39490 ± 0.057,0.86057 ± 0.027
0.5,0.92545 ± 0.007,0.98004 ± 0.009,0.89931 ± 0.010,0.93927 ± 0.012,0.92840 ± 0.016,0.91894 ± 0.010,0.91386 ± 0.011,0.90658 ± 0.012,0.93782 ± 0.015,0.92835 ± 0.024,0.84024 ± 0.042,0.85408 ± 0.039,0.37572 ± 0.035,0.91093 ± 0.007
0.6,0.86488 ± 0.026,0.77375 ± 0.034,0.83656 ± 0.019,0.83530 ± 0.020,0.77533 ± 0.030,0.82394 ± 0.023,0.83834 ± 0.036,0.82623 ± 0.011,0.82039 ± 0.018,0.82796 ± 0.044,0.80618 ± 0.047,0.79665 ± 0.019,0.44960 ± 0.085,0.84399 ± 0.028
0.7,0.90479 ± 0.019,0.88444 ± 0.013,0.88218 ± 0.016,0.88894 ± 0.031,0.88215 ± 0.013,0.88438 ± 0.015,0.88799 ± 0.014,0.86561 ± 0.011,0.88753 ± 0.034,0.89081 ± 0.022,0.85072 ± 0.036,0.85667 ± 0.035,0.40383 ± 0.066,0.88800 ± 0.025
0.8,0.87803 ± 0.010,0.48510 ± 0.012,0.81362 ± 0.018,0.69838 ± 0.039,0.45385 ± 0.015,0.74873 ± 0.026,0.58092 ± 0.047,0.83229 ± 0.009,0.76642 ± 0.013,0.80578 ± 0.025,0.52337 ± 0.158,0.68112 ± 0.131,0.35689 ± 0.006,0.80792 ± 0.037
