,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.18224534,0.014183016,0.12472556,0.008951468,0.16622372,0.0084666135,0.11837202,0.008226347
Q1_Q3_0.25,0.1568346,0.011453532,0.113370076,0.0076303356,0.16580036,0.004619096,0.12552646,0.0045966255
Q1_Q4_0.25,0.19616202,0.007907763,0.14205945,0.0069718272,0.22608542,0.010174991,0.17019406,0.007080268
Q2_Q3_0.25,0.14175414,0.0066959243,0.10584053,0.0033802174,0.1421463,0.0056742774,0.10967159,0.004157373
Q2_Q4_0.25,0.17869812,0.0046273833,0.12964037,0.0047825784,0.2027309,0.014936161,0.15189439,0.013363825
Q3_Q4_0.25,0.2022407,0.014069983,0.15414594,0.011997092,0.20452268,0.012663573,0.15726934,0.012875332
Q1_0.25,0.15547073,0.012979677,0.11044349,0.008878148,0.12565318,0.013584338,0.09364829,0.008430389
Q2_0.25,0.108338356,0.012343771,0.078299835,0.007281596,0.10013269,0.008676264,0.07507835,0.0055953916
Q3_0.25,0.1346932,0.0072162794,0.10441641,0.003452637,0.13220003,0.010228136,0.10370722,0.007105217
Q4_0.25,0.25963658,0.013242153,0.20288023,0.011399601,0.2547206,0.014454142,0.20489573,0.010812025
Q1_Q2_0.5,0.28193444,0.023067173,0.2048594,0.020419957,0.24534039,0.022068506,0.18182354,0.017715795
Q1_Q3_0.5,0.22831722,0.017650807,0.16485786,0.011103952,0.21414784,0.01204154,0.16019034,0.009463902
Q1_Q4_0.5,0.26579848,0.008234867,0.19221634,0.005831853,0.2701146,0.012831089,0.20396356,0.01132511
Q2_Q3_0.5,0.22170854,0.0087323105,0.16697285,0.006203368,0.19888589,0.0056690928,0.14990821,0.004587899
Q2_Q4_0.5,0.26961547,0.005875502,0.1999603,0.0055839554,0.26547223,0.011540432,0.20161656,0.009933018
Q3_Q4_0.5,0.32370216,0.0083226,0.2599629,0.00759945,0.30463785,0.023068814,0.2433587,0.018717747
Q1_0.5,0.26839298,0.029465938,0.19438589,0.026172822,0.2034043,0.01357942,0.1540654,0.010581301
Q2_0.5,0.14544925,0.011313304,0.10325436,0.007222763,0.13845824,0.0067376313,0.10183374,0.0059581124
Q3_0.5,0.16182585,0.0065688603,0.12406753,0.0039809854,0.1604344,0.007769142,0.12489869,0.003665893
Q4_0.5,0.3401289,0.01684085,0.27663058,0.016973872,0.31638375,0.017256528,0.2616372,0.014452737
Q1_Q2_0.75,0.35764128,0.02214755,0.26770383,0.017420148,0.3440416,0.020223383,0.2581079,0.0178681
Q1_Q3_0.75,0.28761014,0.011803538,0.21493082,0.008931532,0.2634005,0.020522596,0.19858502,0.017074537
Q1_Q4_0.75,0.3195661,0.0050536287,0.23909469,0.0045505096,0.32523328,0.01683525,0.249451,0.012196256
Q2_Q3_0.75,0.30038387,0.016933216,0.23323357,0.01279751,0.27901807,0.010315975,0.2111868,0.00717838
Q2_Q4_0.75,0.36857176,0.0031686758,0.28947756,0.0027128411,0.3565361,0.021838171,0.27697983,0.017151728
Q3_Q4_0.75,0.4509531,0.009310958,0.38660923,0.00907209,0.44124117,0.012185797,0.37937608,0.008887793
Q1_0.75,0.34762412,0.016276738,0.26116714,0.015072563,0.29208145,0.027979953,0.22505541,0.020647619
Q2_0.75,0.19603413,0.022663116,0.14267322,0.01620238,0.16763261,0.011000874,0.12360289,0.0059256293
Q3_0.75,0.20584705,0.012427234,0.15945837,0.00965711,0.19401267,0.011198698,0.15078984,0.007711621
Q4_0.75,0.44212627,0.009460648,0.38373524,0.011663204,0.4299553,0.025429917,0.37509984,0.025151202
Q1_Q2_1.0,0.39379707,0.014863296,0.30832046,0.0099552,0.43888903,0.011319584,0.33626652,0.01825753
Q1_Q3_1.0,0.324925,0.015407644,0.24026844,0.011674637,0.3681126,0.015536782,0.27353853,0.014552942
Q1_Q4_1.0,0.29980788,0.0022461559,0.24016555,0.0018708778,0.36602372,0.03818639,0.28255457,0.028080072
Q2_Q3_1.0,0.33288413,0.01708387,0.2690919,0.0124301715,0.37029877,0.02491843,0.30001703,0.024234492
Q2_Q4_1.0,0.38141343,0.014200307,0.30064023,0.011462399,0.41628367,0.029652026,0.3365349,0.02816208
Q3_Q4_1.0,0.4156199,0.005894548,0.3511691,0.0055283126,0.46258974,0.03275872,0.3991931,0.032117628
Q1_1.0,0.39622012,0.011996541,0.30663505,0.009991529,0.35631174,0.031056894,0.28160325,0.024166752
Q2_1.0,0.23185773,0.01820727,0.1707829,0.012765815,0.19771355,0.012800994,0.14799434,0.00903848
Q3_1.0,0.2571587,0.017428668,0.20125148,0.01236375,0.23561117,0.007426293,0.18368794,0.0069854525
Q4_1.0,0.4747755,0.011762624,0.41385978,0.011964575,0.46172896,0.025912724,0.40669832,0.025244385
