,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.82514894,0.0014124081,0.79836446,0.0018638081,0.82236826,0.0038841723,0.79545826,0.0050016674
Q1_Q3_0.25,0.8138711,0.0007498348,0.78564024,0.00078627863,0.8158609,0.004745993,0.7881157,0.006056724
Q1_Q4_0.25,0.78652,0.0018284454,0.74336994,0.0022354703,0.78783196,0.0051339096,0.74453497,0.0068848482
Q2_Q3_0.25,0.59964526,0.001375298,0.5791638,0.0011633944,0.59839857,0.004922322,0.57788265,0.0040892516
Q2_Q4_0.25,0.53594196,0.0031164023,0.5042575,0.003245755,0.5314363,0.0124184415,0.4998599,0.01284015
Q3_Q4_0.25,0.5224607,0.0034156211,0.4944889,0.003820001,0.52318126,0.012996261,0.49496335,0.0144505
Q1_0.25,0.87730044,0.0013429336,0.85963345,0.0015000637,0.8781187,0.0049904305,0.860501,0.0052292175
Q2_0.25,0.6102592,0.0013338393,0.5882875,0.0014086182,0.6090683,0.005974726,0.5870267,0.0060515306
Q3_0.25,0.5901724,0.0033021788,0.571723,0.0033556053,0.5872949,0.012809678,0.56837445,0.012881112
Q4_0.25,0.45582432,0.0026080806,0.42611146,0.0032143788,0.45904404,0.010518214,0.4298791,0.013103486
Q1_Q2_0.5,0.8212632,0.00137052,0.7944021,0.0015420981,0.822477,0.0039734417,0.7956612,0.0048238565
Q1_Q3_0.5,0.81591815,0.00094649364,0.7879224,0.00085868686,0.8157018,0.003800841,0.7878771,0.0036196515
Q1_Q4_0.5,0.78885937,0.0012935493,0.7457942,0.0017765152,0.78866327,0.004673892,0.74560297,0.006505923
Q2_Q3_0.5,0.6000336,0.0016457431,0.5798951,0.0019790055,0.5982596,0.008372974,0.57794714,0.009652225
Q2_Q4_0.5,0.53391355,0.0026657789,0.5027456,0.0027928506,0.53356844,0.009753829,0.5030031,0.010438773
Q3_Q4_0.5,0.52233064,0.002547829,0.49398255,0.002432272,0.5233019,0.009717847,0.49506816,0.010575161
Q1_0.5,0.87821305,0.0014830822,0.86026525,0.0017145672,0.8787483,0.0063380003,0.8609977,0.0073093036
Q2_0.5,0.6098536,0.0019476399,0.58780384,0.002195409,0.6091912,0.008701358,0.58720493,0.009211116
Q3_0.5,0.5873976,0.0034096525,0.5689472,0.0038177958,0.58702594,0.013537309,0.5682956,0.015074563
Q4_0.5,0.45954472,0.0020414316,0.4323593,0.0021264332,0.4595081,0.0051255818,0.43240112,0.004891931
Q1_Q2_0.75,0.8221611,0.00028706284,0.7953268,0.00026559312,0.822157,0.001315821,0.7952796,0.0014221472
Q1_Q3_0.75,0.81526554,0.00076862355,0.78737336,0.00092924753,0.8152367,0.0028198347,0.78739816,0.0033494018
Q1_Q4_0.75,0.7880944,0.001366199,0.7450013,0.0018544482,0.7885473,0.0049167704,0.74573624,0.0068866685
Q2_Q3_0.75,0.5988029,0.0013504927,0.57840765,0.0014705091,0.5981014,0.004363842,0.57763135,0.0047228257
Q2_Q4_0.75,0.5339259,0.00042047864,0.50277436,0.00046416867,0.53354025,0.0013860118,0.5026624,0.002619892
Q3_Q4_0.75,0.5225049,0.0019234035,0.49464402,0.001911325,0.52426386,0.0075212806,0.49644145,0.007809019
Q1_0.75,0.87939036,0.0008493978,0.8618042,0.00091606827,0.8794575,0.0031662637,0.8619417,0.0035186552
Q2_0.75,0.6110021,0.0020645559,0.5891075,0.002512278,0.6088246,0.008481988,0.5869246,0.009822199
Q3_0.75,0.58782303,0.0025090375,0.56924284,0.0026440523,0.5876034,0.009035129,0.5688532,0.00961596
Q4_0.75,0.45797437,0.0017245015,0.42955408,0.002029002,0.4591407,0.0076883696,0.43053085,0.009050071
Q1_Q2_1.0,0.822279,0.00043913902,0.79542845,0.0005823925,0.8220521,0.0019929567,0.79510045,0.002441839
Q1_Q3_1.0,0.8149271,0.0005576556,0.7869442,0.00074705115,0.8150794,0.0019206665,0.78712,0.002536387
Q1_Q4_1.0,0.7880509,0.0012140932,0.7447864,0.0016174716,0.78785455,0.0048429705,0.74447364,0.006636523
Q2_Q3_1.0,0.59853375,0.0007297074,0.5781385,0.0009118681,0.59795207,0.0028558031,0.5775134,0.003462684
Q2_Q4_1.0,0.53372276,0.0009555115,0.5028248,0.0011178298,0.53340065,0.003447537,0.50264364,0.004527151
Q3_Q4_1.0,0.5237945,0.0013173062,0.49595565,0.0013548251,0.5246167,0.0051642163,0.49679422,0.005580666
Q1_1.0,0.8790592,0.0005572749,0.8612858,0.00073850236,0.8790091,0.0020568438,0.8612339,0.0026841818
Q2_1.0,0.61031735,0.0016914103,0.5884184,0.001986743,0.6087421,0.0063111736,0.5868138,0.007253468
Q3_1.0,0.5872909,0.0022177605,0.5685195,0.0024601165,0.58751434,0.008155621,0.5687068,0.00899351
Q4_1.0,0.45706433,0.0011803962,0.42864013,0.0014601705,0.45834312,0.0051837843,0.42991543,0.006532605
