,train_ML_rmse_mean,train_ML_rmse_std,test_ML_rmse_mean,test_ML_rmse_std
Q1_Q2_0.25,16.709578309024625,0.5690873654954842,241272280.02482906,11982587.546893999
Q1_Q3_0.25,16.699082212077332,0.5763860203762271,240082272.15909976,7349857.77724303
Q1_Q4_0.25,16.69731549611126,0.5794398880116288,239781153.54422197,6981358.834816629
Q2_Q3_0.25,16.69681163120051,0.5791172590803303,235169005.7353004,6322938.163944824
Q2_Q4_0.25,16.69714521343228,0.5784194131443876,238884031.23108894,8260576.552894032
Q3_Q4_0.25,16.69684971562404,0.5800163878602214,240359136.30230147,11165088.759516064
Q1_0.25,16.698984531743683,0.5765823121116386,248026880.73272094,6419363.127628578
Q2_0.25,16.697198363328255,0.5792351330196861,246951509.3451613,8199753.494802101
Q3_0.25,16.696549541699163,0.5786291066916209,248391243.84748068,7891712.510417835
Q4_0.25,16.697902901167346,0.5784189521970755,248459483.59955263,10217515.216303594
Q1_Q2_0.5,16.698418172338982,0.5770645905299898,218523283.83058253,5717025.625775078
Q1_Q3_0.5,16.698736766876134,0.5756127699576045,221526946.2262686,12237711.618294002
Q1_Q4_0.5,16.69980149389694,0.5756157961631465,218834940.95856696,9239181.396528162
Q2_Q3_0.5,16.69789239283606,0.578297641861978,219492639.20760313,10108948.346705835
Q2_Q4_0.5,16.69710583759522,0.5808613859527711,229177093.71401483,7888265.934537091
Q3_Q4_0.5,16.697028686324984,0.5790202130474095,222816909.98953503,4723191.923263515
Q1_0.5,16.699798398719643,0.577236604623013,236053218.28157052,10513987.654065002
Q2_0.5,16.69847466571078,0.5781622001685994,241895748.89761943,7264192.0861593215
Q3_0.5,16.697099817204087,0.5783730118048311,241794642.58412713,10054770.996724848
Q4_0.5,16.698063736067024,0.5783781718099372,237142907.5485201,4710244.483483551
Q1_Q2_0.75,16.699370940351848,0.5766304522383616,198913958.20182702,8511452.32622171
Q1_Q3_0.75,16.699410349026543,0.5764861712941789,201776933.73365998,10485582.748756472
Q1_Q4_0.75,16.70408289938529,0.5726276047229192,198629962.20603934,10068795.379762353
Q2_Q3_0.75,16.699058048769352,0.5773041532161749,203043583.7750259,8923562.241093777
Q2_Q4_0.75,16.698743217818027,0.5779293561101766,205342608.7901858,8571212.699370774
Q3_Q4_0.75,16.696263285425616,0.5789289597421605,201966579.73246232,6221152.497380181
Q1_0.75,16.699116583724713,0.5758357864209729,227449107.6321056,11788327.874193454
Q2_0.75,16.697482578450177,0.5796576713567232,231355721.65307936,7406988.614817146
Q3_0.75,16.69655896391353,0.5788227410193444,231250687.86890778,7267352.103992966
Q4_0.75,16.697824202009933,0.5786693627946882,232121470.8600223,6646331.577703994
Q1_Q2_1.0,16.699197664903515,0.5768566408336974,175397507.1737066,7118649.719950768
Q1_Q3_1.0,16.69986232443852,0.5752624794393402,184495975.65611118,10162247.209935268
Q1_Q4_1.0,16.703793510927067,0.5721793871830799,176431939.50921196,7717878.296898319
Q2_Q3_1.0,16.698184499033708,0.5785465746401554,182540905.09335887,8656238.199916033
Q2_Q4_1.0,16.698931035026455,0.5782306339741538,188697892.59031388,6900197.092718424
Q3_Q4_1.0,16.698022755630394,0.577932101089743,184932618.859276,4883782.967945352
Q1_1.0,16.700036846337632,0.5750886529700698,218586269.88027173,9842741.605969835
Q2_1.0,16.69702356946271,0.580073936786519,222198717.8852489,6856962.437712932
Q3_1.0,16.696629743574153,0.5787081211605757,221815532.10627317,10743079.821668774
Q4_1.0,16.6984906400383,0.578097663484202,225061436.00169295,6030280.925624959
