,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,0.67865 ± 0.026,0.66248 ± 0.019,0.66180 ± 0.018,0.66890 ± 0.022,0.67390 ± 0.027,4.73072 ± 2.050,0.66545 ± 0.018,0.66029 ± 0.017,0.67862 ± 0.022,0.73100 ± 0.028,0.81858 ± 0.039,0.79772 ± 0.028,5.74434 ± 0.033,0.65621 ± 0.015
0.2,0.68819 ± 0.024,0.67107 ± 0.024,0.69041 ± 0.033,0.68167 ± 0.026,0.67857 ± 0.027,3.48538 ± 2.274,0.68589 ± 0.029,0.67277 ± 0.021,0.68130 ± 0.024,0.72130 ± 0.034,0.80315 ± 0.037,0.82226 ± 0.035,5.85047 ± 0.079,0.68054 ± 0.027
0.3,0.71592 ± 0.028,0.69261 ± 0.020,0.69403 ± 0.032,0.68822 ± 0.030,0.70334 ± 0.030,2.83765 ± 2.369,0.69768 ± 0.030,0.67737 ± 0.028,0.69442 ± 0.030,0.75121 ± 0.046,0.83065 ± 0.051,0.81827 ± 0.041,5.68229 ± 0.149,0.68908 ± 0.030
0.4,0.74076 ± 0.038,0.70248 ± 0.019,0.70890 ± 0.025,0.69071 ± 0.027,0.72946 ± 0.036,1.73049 ± 1.956,0.72119 ± 0.026,0.68312 ± 0.019,0.72782 ± 0.035,0.76455 ± 0.059,0.80975 ± 0.042,0.83477 ± 0.053,5.89656 ± 0.042,0.68165 ± 0.027
0.5,0.78723 ± 0.033,0.72228 ± 0.039,0.71648 ± 0.034,0.68949 ± 0.025,0.70982 ± 0.024,1.68250 ± 1.902,0.72327 ± 0.026,0.69241 ± 0.022,0.72066 ± 0.029,0.75748 ± 0.023,0.81250 ± 0.045,0.83314 ± 0.039,6.02607 ± 0.054,0.69978 ± 0.032
0.6,0.75292 ± 0.027,0.72374 ± 0.016,0.74356 ± 0.029,0.70626 ± 0.034,0.74136 ± 0.033,0.74356 ± 0.029,0.75303 ± 0.044,0.69714 ± 0.023,0.74396 ± 0.040,0.76051 ± 0.030,0.81922 ± 0.041,0.83283 ± 0.035,5.72910 ± 0.079,0.70228 ± 0.031
0.7,0.77702 ± 0.027,0.72411 ± 0.025,0.75613 ± 0.030,0.72520 ± 0.037,0.76627 ± 0.052,0.75613 ± 0.030,0.78440 ± 0.029,0.74871 ± 0.021,0.77567 ± 0.035,0.75008 ± 0.032,0.91323 ± 0.059,0.92617 ± 0.067,5.56575 ± 0.101,0.73602 ± 0.024
0.8,0.79946 ± 0.031,0.75077 ± 0.017,0.90810 ± 0.070,0.75527 ± 0.016,0.78999 ± 0.048,0.90810 ± 0.070,0.84632 ± 0.028,0.76999 ± 0.037,0.78357 ± 0.044,0.82119 ± 0.054,0.97469 ± 0.044,0.97759 ± 0.043,5.74980 ± 0.084,0.78515 ± 0.059
0.9,0.81947 ± 0.032,0.77453 ± 0.044,0.98593 ± 0.039,0.84370 ± 0.031,0.81565 ± 0.047,0.98593 ± 0.039,0.93838 ± 0.062,0.81146 ± 0.039,0.87076 ± 0.055,1.03717 ± 0.182,1.71416 ± 0.388,0.95939 ± 0.044,5.88570 ± 0.077,0.79848 ± 0.044
