,random,zero,Mean,MF,KNN,MICE,Missforest,XGB,OT,Hyper,GAIN,notmiwae,miwae,tabcsdi
banknote,0.6214359654943596,0.5098447246184472,0.7563901791639018,0.7541871267418713,0.7724432647644326,0.7578871930988719,0.768034505640345,0.7469197080291972,0.7119150630391506,0.7643954877239549,0.7614678168546781,0.7658739216987392,0.7658765759787658,0.6805388188453882
climate_model_crashes,0.9018518518518519,0.9185185185185185,0.9148148148148147,0.9148148148148147,0.912962962962963,0.9092592592592592,0.912962962962963,0.888888888888889,0.9148148148148147,0.9148148148148147,0.9148148148148147,0.9148148148148147,0.9148148148148147,0.9111111111111111
connectionist_bench_sonar,0.5854767184035478,0.5331485587583149,0.6719512195121952,0.70509977827051,0.7148558758314856,0.6956762749445676,0.7343680709534368,0.6482261640798226,0.6576496674057649,0.7444567627494456,0.638470066518847,0.7532150776053215,0.72039911308204,0.6524390243902439
qsar_biodegradation,0.6777251184834123,0.5507109004739337,0.7497630331753554,0.7905213270142181,0.7829383886255924,0.7962085308056872,0.8170616113744076,0.7791469194312797,0.7592417061611375,0.8123222748815166,0.7829383886255925,0.8104265402843602,0.8161137440758294,0.7706161137440758
yeast,0.302036036036036,0.24925225225225228,0.4379189189189189,0.43861261261261264,0.4069369369369369,0.4292252252252252,0.4237927927927928,0.43053153153153156,0.41106306306306306,0.42919819819819816,0.38132432432432434,0.441990990990991,0.43052252252252254,0.4197567567567567
