,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.46333227,0.0051112757,0.38018897,0.0056500128,0.45536542,0.004010605,0.3761465,0.0042662425
Q1_Q3_0.25,0.45943204,0.002994246,0.37716758,0.002632053,0.4703206,0.01241907,0.3898793,0.014277557
Q1_Q4_0.25,0.45410338,0.006452811,0.37381217,0.0052763517,0.46425804,0.011671318,0.3832361,0.012149036
Q2_Q3_0.25,0.33975625,0.0010343338,0.28135508,0.0020531104,0.32895607,0.009919232,0.27038205,0.011477302
Q2_Q4_0.25,0.335919,0.009231783,0.2787316,0.007855621,0.3455966,0.012446312,0.2851478,0.013857994
Q3_Q4_0.25,0.33780852,0.0040226933,0.28054243,0.003100501,0.33261284,0.011735073,0.27274346,0.011831059
Q1_0.25,0.4928116,0.0016085654,0.40912747,0.0027145382,0.49218345,0.006273025,0.41096506,0.008128808
Q2_0.25,0.34326085,0.0072988695,0.2847907,0.007339052,0.33189487,0.012655969,0.2714228,0.014067175
Q3_0.25,0.32961184,0.0073285787,0.275565,0.005747715,0.33049542,0.011921916,0.27765802,0.012207839
Q4_0.25,0.3437998,0.007330638,0.28685933,0.0060963617,0.33728147,0.011557403,0.28218496,0.013480274
Q1_Q2_0.5,0.4612821,0.0038419343,0.380076,0.0047591235,0.46239454,0.014063886,0.379289,0.012715902
Q1_Q3_0.5,0.45666042,0.0076032607,0.3749379,0.0061655845,0.45897117,0.007553038,0.3768169,0.0064451764
Q1_Q4_0.5,0.460383,0.0023360397,0.37869722,0.0021919222,0.45764512,0.008530378,0.37615532,0.007213603
Q2_Q3_0.5,0.33502728,0.0043704617,0.2788839,0.0041533355,0.3339514,0.009427107,0.2774178,0.010143654
Q2_Q4_0.5,0.33948806,0.00433444,0.28148794,0.0054384978,0.3363329,0.0032428412,0.27866933,0.0031117755
Q3_Q4_0.5,0.33409888,0.003918483,0.2778065,0.0037847338,0.33085963,0.006999886,0.27497992,0.0073083835
Q1_0.5,0.48764557,0.0048424755,0.40484643,0.0052125626,0.4916095,0.013131862,0.41031742,0.012604158
Q2_0.5,0.34062737,0.0047936705,0.28320634,0.005085965,0.33900574,0.01207752,0.28093654,0.013201214
Q3_0.5,0.32993668,0.0060217064,0.27523243,0.006327291,0.32252637,0.006119571,0.2675056,0.0067747515
Q4_0.5,0.3339974,0.008164716,0.27767888,0.0074775927,0.33175758,0.0058716475,0.2755412,0.0036764054
Q1_Q2_0.75,0.46430907,0.0024903074,0.38245064,0.0031779471,0.4661221,0.0069960766,0.38441992,0.0071156085
Q1_Q3_0.75,0.45781034,0.0025043958,0.37618184,0.0019335959,0.45639458,0.00859679,0.37503415,0.008047773
Q1_Q4_0.75,0.45836815,0.003986531,0.37619022,0.0032145148,0.4563996,0.0042997585,0.37358105,0.004738663
Q2_Q3_0.75,0.33586472,0.004307745,0.27883548,0.0038760921,0.33806664,0.008211842,0.28328288,0.0066893054
Q2_Q4_0.75,0.34006453,0.0024875794,0.2827155,0.001969374,0.33775082,0.0048268135,0.28035626,0.0050609997
Q3_Q4_0.75,0.3365509,0.004763348,0.28030843,0.0043458906,0.3322055,0.0070773894,0.27649486,0.0061546126
Q1_0.75,0.4968732,0.0023729373,0.41454855,0.0025615706,0.49557653,0.006065562,0.41192055,0.006314583
Q2_0.75,0.34209755,0.008080293,0.2833907,0.0072569246,0.34691393,0.0064995624,0.29000005,0.008792539
Q3_0.75,0.32853848,0.008384771,0.2744101,0.007204794,0.32955676,0.010773021,0.27616686,0.0099080205
Q4_0.75,0.3352036,0.008427516,0.27920842,0.008363337,0.3380591,0.0052190325,0.2811547,0.00562633
Q1_Q2_1.0,0.46232972,0.00088701403,0.38101277,0.0007346181,0.46544662,0.005939877,0.3835381,0.006367953
Q1_Q3_1.0,0.45812035,0.0014021393,0.37606674,0.0018553991,0.4602967,0.005223614,0.37845615,0.0057731834
Q1_Q4_1.0,0.4573618,0.0031603102,0.3762873,0.0029775365,0.4572971,0.0057030283,0.37517458,0.0051262868
Q2_Q3_1.0,0.3374102,0.0036841827,0.280263,0.003819672,0.3411439,0.0026174937,0.28382653,0.004183794
Q2_Q4_1.0,0.34147662,0.0017347626,0.28419566,0.0013785786,0.3359038,0.0042238757,0.2790964,0.0049368073
Q3_Q4_1.0,0.33402726,0.0012792753,0.27785388,0.0012838462,0.33493847,0.004308347,0.2806241,0.0044042743
Q1_1.0,0.4947844,0.0023046923,0.41217095,0.0017983549,0.49744195,0.00633358,0.41376862,0.0059477594
Q2_1.0,0.34447938,0.005951948,0.28474852,0.0063453633,0.3434448,0.0050059385,0.28603762,0.0049317344
Q3_1.0,0.33125776,0.004595934,0.2772439,0.0044402154,0.33267742,0.006992432,0.27756366,0.0063135494
Q4_1.0,0.33693427,0.002267845,0.27890354,0.0022098012,0.33659038,0.012334219,0.280026,0.012441453
