,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.3,0.37171 ± 0.006,0.62498 ± 0.002,0.42720 ± 0.011,0.42720 ± 0.011,0.42720 ± 0.011,0.42720 ± 0.011,0.42720 ± 0.011,0.33651 ± 0.002,0.42720 ± 0.011,0.53385 ± 0.075,7.36566 ± 1.866,0.41978 ± 0.092,0.24507 ± 0.007,0.43815 ± 0.010
0.5,0.39019 ± 0.003,0.50508 ± 0.001,0.44439 ± 0.026,0.44439 ± 0.026,0.44439 ± 0.026,0.44439 ± 0.026,0.44439 ± 0.026,0.36889 ± 0.015,0.44439 ± 0.026,0.52221 ± 0.131,7.29984 ± 1.745,0.48089 ± 0.077,0.25626 ± 0.004,0.45617 ± 0.024
0.7,0.38194 ± 0.002,0.47613 ± 0.001,0.41888 ± 0.062,0.41888 ± 0.062,0.41888 ± 0.062,0.41888 ± 0.062,0.41888 ± 0.062,0.35506 ± 0.017,0.41888 ± 0.062,0.53273 ± 0.106,8.28041 ± 1.524,0.39502 ± 0.067,0.22659 ± 0.005,0.43136 ± 0.060
