,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.24652252,0.005851527,0.2002662,0.0051688156,0.24128203,0.008279009,0.19591275,0.009499084
Q1_Q3_0.25,0.2297391,0.004332774,0.18371597,0.0033347055,0.22850761,0.015229651,0.18035643,0.009940619
Q1_Q4_0.25,0.291453,0.0065164263,0.2569511,0.0054836436,0.28020427,0.013078484,0.24994317,0.0116644045
Q2_Q3_0.25,0.13162604,0.0026981926,0.10531068,0.002240517,0.13046679,0.0018528819,0.1056868,0.0032329047
Q2_Q4_0.25,0.23205653,0.0064484454,0.18727893,0.0050934427,0.22848961,0.013784886,0.18395355,0.012927502
Q3_Q4_0.25,0.24001245,0.0049363878,0.19485356,0.0057511684,0.2510241,0.020048233,0.20626637,0.017485656
Q1_0.25,0.31991848,0.0064824373,0.28527868,0.005695598,0.31881532,0.007952037,0.28524527,0.012230588
Q2_0.25,0.12982304,0.0026152686,0.10508548,0.0031487388,0.1374603,0.004170253,0.11152054,0.0049817897
Q3_0.25,0.13786611,0.006493168,0.11005783,0.004450979,0.14664271,0.004974814,0.116686344,0.003480106
Q4_0.25,0.2976265,0.005778248,0.26624,0.004357124,0.28776622,0.015604972,0.25222325,0.013431651
Q1_Q2_0.5,0.2698756,0.0037706476,0.22298452,0.0043683695,0.26807255,0.009329897,0.22125757,0.009354436
Q1_Q3_0.5,0.2486315,0.0033980496,0.19744533,0.0028300395,0.24480899,0.010434657,0.19336233,0.010374844
Q1_Q4_0.5,0.2864756,0.0026551012,0.25256792,0.0036875454,0.2855797,0.009314686,0.2524795,0.008061086
Q2_Q3_0.5,0.13167219,0.0011000402,0.10621804,0.0010704257,0.13414107,0.0053846906,0.10840589,0.0048921127
Q2_Q4_0.5,0.23480757,0.0041569234,0.18551849,0.0041377926,0.23582509,0.0095655145,0.18881911,0.008231674
Q3_Q4_0.5,0.26090568,0.0053629396,0.22030234,0.0057055955,0.25689864,0.015878858,0.2160894,0.015218887
Q1_0.5,0.33020696,0.0028462987,0.2969889,0.0036215573,0.33976978,0.0125972675,0.30539098,0.014249398
Q2_0.5,0.13190277,0.003440424,0.105446756,0.00280436,0.1307366,0.0067537157,0.10488465,0.0056738215
Q3_0.5,0.14066032,0.002587341,0.113780394,0.0022208754,0.1349221,0.009133993,0.10950625,0.0067760027
Q4_0.5,0.31551164,0.0059058643,0.28523573,0.0051498446,0.31676775,0.007444363,0.28753257,0.008914124
Q1_Q2_0.75,0.30415088,0.003874641,0.2589883,0.0038359908,0.3032934,0.008129254,0.25999898,0.0060348613
Q1_Q3_0.75,0.25845104,0.0015675944,0.2032096,0.0005402639,0.25883806,0.0042843116,0.20325205,0.0026845431
Q1_Q4_0.75,0.29079318,0.0020673873,0.25472757,0.0016743682,0.29156715,0.0068998905,0.25522566,0.0042825663
Q2_Q3_0.75,0.13441944,0.0034026462,0.10802899,0.0026934682,0.13356467,0.0032891894,0.10690278,0.003674241
Q2_Q4_0.75,0.25406852,0.0019094793,0.20209908,0.0024391424,0.24693494,0.01615567,0.19610618,0.015600067
Q3_Q4_0.75,0.30014953,0.0031979806,0.26116782,0.0036369208,0.29760036,0.008473933,0.2597929,0.0091488045
Q1_0.75,0.35679427,0.004095835,0.32495636,0.0037810826,0.3602269,0.009662667,0.32826418,0.008004823
Q2_0.75,0.13315067,0.0020310625,0.107036866,0.002332757,0.13636449,0.010741159,0.109614745,0.009933175
Q3_0.75,0.14556304,0.0038374492,0.1172716,0.0031805749,0.1417565,0.0047708945,0.11468597,0.0049081454
Q4_0.75,0.33702153,0.005204169,0.3069138,0.0044659344,0.3341493,0.008625159,0.3060833,0.0070665437
Q1_Q2_1.0,0.35962662,0.002754385,0.31954926,0.0019659663,0.35736656,0.0073880265,0.31679925,0.007466325
Q1_Q3_1.0,0.28652534,0.003518775,0.22685087,0.0033654966,0.2859399,0.008710197,0.22559114,0.006968758
Q1_Q4_1.0,0.2940521,0.0020585246,0.25632122,0.0019191734,0.29373914,0.005811773,0.25633577,0.0061312136
Q2_Q3_1.0,0.13961366,0.0025230097,0.11276523,0.0025017506,0.13901976,0.00508921,0.11143116,0.0039016055
Q2_Q4_1.0,0.27548593,0.005460465,0.22038671,0.0042888965,0.26920542,0.013517977,0.21549387,0.013191115
Q3_Q4_1.0,0.35457918,0.0026816153,0.3192196,0.0022795987,0.35026273,0.010404214,0.31587124,0.010114886
Q1_1.0,0.377161,0.0048826644,0.3464986,0.005099034,0.38066953,0.008215905,0.35041824,0.006754831
Q2_1.0,0.13560212,0.0020221781,0.10947974,0.0021028945,0.13696879,0.0036602132,0.11171241,0.0022983674
Q3_1.0,0.14782923,0.0022007476,0.11965463,0.0022117167,0.15092847,0.0032446834,0.12259279,0.0036539636
Q4_1.0,0.3585774,0.0028068058,0.33107966,0.0027849437,0.35196453,0.017196944,0.32660955,0.015985897
