,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.24917209,0.005891075,0.16382943,0.004984409,0.25459033,0.006690712,0.17885691,0.005318228
Q1_Q3_0.25,0.23756981,0.011814027,0.15572229,0.009661159,0.26078466,0.03241841,0.19307849,0.025200462
Q1_Q4_0.25,0.31624648,0.0028944158,0.24119194,0.0030774304,0.3234437,0.01913537,0.26068032,0.025837496
Q2_Q3_0.25,0.11697104,0.007950844,0.082883164,0.0024846196,0.14507583,0.017542468,0.107192494,0.009634094
Q2_Q4_0.25,0.2440536,0.008732652,0.16721773,0.008811603,0.25105262,0.028254364,0.18210438,0.025154015
Q3_Q4_0.25,0.24993822,0.009123974,0.18161282,0.009352695,0.2803383,0.02921326,0.2197682,0.021677725
Q1_0.25,0.30304325,0.011816223,0.22226402,0.011146773,0.31821886,0.037715733,0.23623708,0.032659836
Q2_0.25,0.0857357,0.010986652,0.05722457,0.008538324,0.097430766,0.027149206,0.07223569,0.018927531
Q3_0.25,0.12738135,0.009112388,0.08396922,0.0071058865,0.15773186,0.033625327,0.116076544,0.023101076
Q4_0.25,0.34641346,0.023791078,0.29582253,0.026466506,0.36805323,0.02885626,0.3249758,0.04406956
Q1_Q2_0.5,0.2958502,0.013631277,0.212094,0.013540952,0.3045451,0.035269294,0.23067823,0.031238316
Q1_Q3_0.5,0.28366414,0.010430828,0.20168407,0.008816323,0.31513134,0.019261725,0.2414209,0.015121534
Q1_Q4_0.5,0.3359766,0.006579195,0.27364,0.007387081,0.3566328,0.02933272,0.292363,0.030694319
Q2_Q3_0.5,0.13476215,0.008843403,0.096810594,0.0043489905,0.16768911,0.0132814115,0.1276101,0.007787389
Q2_Q4_0.5,0.28303638,0.01641147,0.20111196,0.01192045,0.30853862,0.010232227,0.22520216,0.010515178
Q3_Q4_0.5,0.31598994,0.005583574,0.25261888,0.0065555493,0.33780172,0.01912467,0.2763389,0.021358592
Q1_0.5,0.35526228,0.0074276794,0.27338925,0.00787604,0.37884468,0.02207934,0.3053301,0.021183895
Q2_0.5,0.103767134,0.0075273416,0.07003166,0.0047831684,0.12145658,0.03503009,0.09198128,0.025713127
Q3_0.5,0.18609646,0.00478132,0.1273516,0.0041671437,0.21022311,0.024647169,0.15997656,0.02247042
Q4_0.5,0.38939977,0.009580358,0.330554,0.007977579,0.41187358,0.024957843,0.36306867,0.021975804
Q1_Q2_0.75,0.38386425,0.0073188674,0.3050151,0.010491568,0.40157223,0.007986544,0.32409176,0.0068146996
Q1_Q3_0.75,0.37285718,0.0044193636,0.28480256,0.0040545175,0.38240558,0.012355568,0.30359638,0.012138713
Q1_Q4_0.75,0.3661084,0.009057797,0.30575302,0.008454632,0.3858676,0.012362203,0.318408,0.016467124
Q2_Q3_0.75,0.17817579,0.010114898,0.1324917,0.008852066,0.22004914,0.023481768,0.17094252,0.015479886
Q2_Q4_0.75,0.3206182,0.013034384,0.22908211,0.01818846,0.33950123,0.013728117,0.25340956,0.010792627
Q3_Q4_0.75,0.39916027,0.014027258,0.3185404,0.013674635,0.42158595,0.006363819,0.35768598,0.0100964345
Q1_0.75,0.38994437,0.0047866893,0.31306902,0.002118061,0.42648584,0.017325375,0.35655805,0.02239633
Q2_0.75,0.12325351,0.014128004,0.08491157,0.011139298,0.15519322,0.036281586,0.122322224,0.030801117
Q3_0.75,0.20250168,0.0067958334,0.14330348,0.0073326468,0.2142251,0.009331682,0.16797256,0.0076351347
Q4_0.75,0.43278733,0.0151875755,0.37369353,0.015107252,0.47876963,0.04993705,0.4370462,0.04722348
Q1_Q2_1.0,0.54917455,0.018291239,0.482611,0.01751285,0.5403204,0.030587377,0.470863,0.03441236
Q1_Q3_1.0,0.5186268,0.012871865,0.4258471,0.014816028,0.49989095,0.0112295635,0.41088524,0.013047022
Q1_Q4_1.0,0.3799314,0.0016983094,0.3192777,0.0017800756,0.39592442,0.03867764,0.33679253,0.039049238
Q2_Q3_1.0,0.3169283,0.023858469,0.25744522,0.023359109,0.315967,0.036444064,0.2621947,0.036815792
Q2_Q4_1.0,0.47694716,0.008452935,0.36858287,0.0051954156,0.4846231,0.024567658,0.37851602,0.023749938
Q3_Q4_1.0,0.5486666,0.006174428,0.4797564,0.005481316,0.54996693,0.014256506,0.48366863,0.011818723
Q1_1.0,0.5484787,0.017723063,0.4774875,0.020171631,0.533167,0.028853789,0.463102,0.03658372
Q2_1.0,0.21943133,0.014178392,0.18385991,0.011332471,0.21607861,0.016166806,0.17516518,0.012195777
Q3_1.0,0.2632433,0.0090657575,0.21781912,0.009505451,0.28920478,0.030426456,0.23995343,0.034190904
Q4_1.0,0.5895549,0.0153077245,0.5303441,0.014981032,0.5744742,0.012359286,0.5117296,0.009196316
