,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,14.22410 ± 0.096,14.39145 ± 0.123,13.37975 ± 0.130,14.02167 ± 0.077,14.25592 ± 0.116,14.29371 ± 0.160,14.20647 ± 0.147,14.95655 ± 0.222,15.21273 ± 0.278,14.88247 ± 0.136,51992.62855 ± 1699.153,14.03510 ± 0.253
0.2,13.92925 ± 0.095,13.57788 ± 0.151,13.44108 ± 0.118,13.39854 ± 0.114,13.63829 ± 0.112,13.93201 ± 0.094,13.63611 ± 0.148,14.83031 ± 0.223,14.47797 ± 0.413,14.18643 ± 0.364,61585.31542 ± 2087.837,13.89458 ± 0.080
0.3,14.82519 ± 0.154,15.19518 ± 0.122,14.44140 ± 0.157,14.87948 ± 0.113,15.00634 ± 0.084,15.08318 ± 0.127,14.88236 ± 0.146,14.88228 ± 0.249,15.57512 ± 0.215,15.45407 ± 0.233,51419.86758 ± 601.486,14.80243 ± 0.165
0.4,16.20500 ± 0.144,15.82055 ± 0.144,15.43343 ± 0.230,15.47637 ± 0.098,16.13474 ± 0.245,16.62725 ± 0.143,16.04640 ± 0.115,15.49722 ± 0.178,15.76494 ± 0.177,15.88485 ± 0.237,43889.96892 ± 1400.220,16.14354 ± 0.179
0.5,14.82959 ± 0.157,14.54942 ± 0.130,13.90475 ± 0.302,14.18542 ± 0.176,14.72450 ± 0.146,14.97318 ± 0.108,14.67256 ± 0.138,15.26683 ± 0.486,15.57764 ± 0.274,15.54500 ± 0.204,50518.66096 ± 1400.323,14.74803 ± 0.081
0.6,16.08392 ± 0.114,15.86890 ± 0.159,15.23840 ± 0.222,15.20556 ± 0.216,15.93791 ± 0.264,16.38786 ± 0.149,16.03128 ± 0.162,16.36945 ± 0.152,16.04531 ± 0.150,16.08576 ± 0.110,48148.23171 ± 1775.386,16.10056 ± 0.095
0.7,16.35255 ± 0.138,15.62999 ± 0.211,15.85610 ± 0.387,15.78393 ± 0.228,15.91425 ± 0.249,16.91774 ± 0.182,15.86230 ± 0.218,16.69506 ± 0.361,16.21040 ± 0.174,16.22478 ± 0.259,37233.64339 ± 1230.841,16.39940 ± 0.077
0.8,14.98962 ± 0.153,14.60486 ± 0.164,14.49661 ± 0.220,14.33333 ± 0.202,14.74447 ± 0.166,15.25011 ± 0.233,14.73839 ± 0.194,15.44934 ± 0.266,15.78696 ± 0.219,15.71969 ± 0.292,36214.79165 ± 1334.294,14.86640 ± 0.269
