,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,10.21113 ± 0.122,10.47366 ± 0.131,10.53807 ± 0.154,10.38357 ± 0.127,10.33764 ± 0.124,10.25696 ± 0.134,10.30486 ± 0.138,12.36576 ± 0.081,11.73461 ± 0.511,11.85319 ± 0.216,16.31964 ± 0.098,10.35544 ± 0.141
0.2,10.64835 ± 0.137,10.72326 ± 0.156,10.71067 ± 0.150,10.70478 ± 0.158,10.64558 ± 0.148,10.65197 ± 0.145,10.71653 ± 0.136,12.59539 ± 0.152,12.22131 ± 0.434,11.95468 ± 0.262,16.30545 ± 0.103,10.69303 ± 0.141
0.3,12.39978 ± 0.119,12.62216 ± 0.141,12.34905 ± 0.145,12.27484 ± 0.149,12.39959 ± 0.122,12.41743 ± 0.124,12.40575 ± 0.118,12.56873 ± 0.110,12.65448 ± 0.223,12.67092 ± 0.193,16.18337 ± 0.097,12.52829 ± 0.145
0.4,12.21662 ± 0.109,13.04991 ± 0.168,12.65751 ± 0.177,12.50337 ± 0.128,12.59669 ± 0.061,12.20020 ± 0.126,12.62165 ± 0.099,12.78526 ± 0.195,13.01498 ± 0.159,12.96741 ± 0.271,15.97558 ± 0.072,12.61623 ± 0.199
0.5,11.52429 ± 0.169,11.68648 ± 0.170,11.03799 ± 0.125,11.41345 ± 0.154,11.64305 ± 0.148,11.61669 ± 0.172,11.58195 ± 0.136,13.09517 ± 0.355,13.24763 ± 0.599,13.12985 ± 0.248,16.26978 ± 0.103,11.71487 ± 0.214
0.6,12.09630 ± 0.174,12.52997 ± 0.166,12.18312 ± 0.127,12.15677 ± 0.136,12.46841 ± 0.225,12.21243 ± 0.147,12.40232 ± 0.215,13.85763 ± 0.492,14.18456 ± 0.491,14.44645 ± 0.356,16.11546 ± 0.074,12.45390 ± 0.141
0.7,11.36811 ± 0.155,11.62332 ± 0.183,11.46087 ± 0.159,11.59235 ± 0.131,11.79696 ± 0.268,11.38693 ± 0.152,11.57978 ± 0.219,13.85268 ± 0.217,13.87668 ± 0.430,14.20445 ± 0.411,16.09396 ± 0.097,11.69772 ± 0.164
0.8,10.88963 ± 0.156,10.96460 ± 0.155,11.07624 ± 0.218,11.04729 ± 0.205,11.09967 ± 0.142,10.97608 ± 0.141,10.90408 ± 0.197,13.16878 ± 0.102,12.39953 ± 0.248,12.26845 ± 0.258,16.38451 ± 0.075,11.12169 ± 0.204
