,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.24705191,0.004894114,0.17235151,0.0037330624,0.25156584,0.02559192,0.17779984,0.020514496
Q1_Q3_0.25,0.2465672,0.008584684,0.17832014,0.006553264,0.24999377,0.022707969,0.18251522,0.018295227
Q1_Q4_0.25,0.32132167,0.005123787,0.26024923,0.0061193733,0.31403342,0.024381349,0.25140756,0.023712369
Q2_Q3_0.25,0.13340154,0.00475665,0.09446065,0.001787891,0.13551995,0.012533161,0.09627517,0.009608459
Q2_Q4_0.25,0.25890025,0.0038948713,0.18598497,0.006716691,0.2527755,0.04254759,0.1818419,0.031321894
Q3_Q4_0.25,0.2513173,0.008602536,0.18669513,0.0067526624,0.25803742,0.014946325,0.1945191,0.0191464
Q1_0.25,0.30602095,0.008471974,0.24342568,0.0034530247,0.29673108,0.012581257,0.23658057,0.0212314
Q2_0.25,0.11143539,0.009492871,0.08020724,0.009245965,0.11023154,0.0064941305,0.07983841,0.0072425213
Q3_0.25,0.1241312,0.014803052,0.08624896,0.00778134,0.113536134,0.01335382,0.082682885,0.007631904
Q4_0.25,0.3678871,0.015128756,0.30985147,0.012666815,0.3692572,0.0329659,0.30800754,0.039073907
Q1_Q2_0.5,0.28638852,0.013831617,0.21247964,0.016741332,0.28502542,0.038667537,0.20936374,0.032303825
Q1_Q3_0.5,0.30040318,0.009415772,0.22021763,0.007990898,0.3006816,0.021250447,0.21964076,0.016712263
Q1_Q4_0.5,0.34367645,0.013328695,0.27927503,0.013546565,0.3356975,0.021327874,0.27126694,0.02676367
Q2_Q3_0.5,0.15382428,0.008680529,0.11000408,0.004488902,0.15740332,0.021589704,0.11181785,0.013612514
Q2_Q4_0.5,0.30932716,0.008182015,0.21542728,0.008264203,0.30382448,0.024760898,0.21114567,0.02201851
Q3_Q4_0.5,0.30289716,0.003947251,0.23380145,0.007866695,0.30124542,0.020639827,0.23080376,0.020587547
Q1_0.5,0.36754316,0.014541376,0.28879246,0.014659424,0.36401668,0.017521046,0.28778887,0.014083183
Q2_0.5,0.15024419,0.010101405,0.11258155,0.0065448303,0.14786385,0.014099308,0.11061857,0.012062173
Q3_0.5,0.14854252,0.019381583,0.11134945,0.016061245,0.14686213,0.030524757,0.11175351,0.023101987
Q4_0.5,0.41455874,0.022099717,0.35125357,0.015257967,0.41618747,0.024648663,0.35713527,0.029910212
Q1_Q2_0.75,0.39701372,0.011762954,0.31506962,0.015971998,0.38781247,0.022144508,0.3088531,0.022785896
Q1_Q3_0.75,0.3867828,0.010440169,0.30060858,0.009905734,0.3836696,0.017714642,0.2995782,0.019098278
Q1_Q4_0.75,0.37487406,0.0073826136,0.30710799,0.008162091,0.36371225,0.012524523,0.2941542,0.0135240555
Q2_Q3_0.75,0.19800566,0.014703953,0.14994815,0.009041845,0.19719991,0.013466764,0.15122691,0.007514231
Q2_Q4_0.75,0.3559424,0.009940964,0.260396,0.004951453,0.35357293,0.026999282,0.25896195,0.023015333
Q3_Q4_0.75,0.38600442,0.009506346,0.3120435,0.010125157,0.38375643,0.012216603,0.3098819,0.009823717
Q1_0.75,0.38597897,0.021405732,0.30240232,0.023173023,0.38587725,0.018570948,0.30394322,0.020166073
Q2_0.75,0.16369493,0.009407824,0.12551478,0.0102123795,0.16303955,0.02025201,0.12603474,0.018567927
Q3_0.75,0.19321176,0.0040495903,0.1511503,0.0053182896,0.1979644,0.017738095,0.153332,0.014665832
Q4_0.75,0.4323016,0.009502737,0.37340325,0.01328609,0.4354548,0.036313016,0.37719423,0.046199545
Q1_Q2_1.0,0.5247974,0.02162396,0.4476923,0.027733063,0.5148021,0.0040730927,0.4376331,0.013066333
Q1_Q3_1.0,0.5081805,0.019213121,0.4262058,0.0149890585,0.49771667,0.045060262,0.41901857,0.03247451
Q1_Q4_1.0,0.37524036,0.0025360305,0.31037486,0.0034924962,0.37535068,0.0071718832,0.31021413,0.009639479
Q2_Q3_1.0,0.35485306,0.016000915,0.29450735,0.015959231,0.35416412,0.018544115,0.2945919,0.01798137
Q2_Q4_1.0,0.51010877,0.020835651,0.42112255,0.024760205,0.517035,0.038433347,0.4284424,0.03596457
Q3_Q4_1.0,0.56283647,0.0043146256,0.49786568,0.008986156,0.55846685,0.02006148,0.49145192,0.01804902
Q1_1.0,0.50885314,0.007271729,0.43992692,0.013298762,0.5040709,0.014642495,0.43880534,0.020760508
Q2_1.0,0.28011617,0.004471355,0.2129918,0.0054716803,0.28540066,0.009331486,0.21888168,0.014934652
Q3_1.0,0.24895707,0.0077885534,0.20118742,0.011026536,0.24712577,0.010721457,0.19568285,0.0074390206
Q4_1.0,0.51720226,0.006053526,0.46715435,0.007010014,0.52100533,0.026552577,0.47106463,0.033718422
