,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,0.80298 ± 0.007,0.81214 ± 0.008,0.80779 ± 0.009,0.81350 ± 0.008,0.81227 ± 0.009,0.80800 ± 0.007,0.80519 ± 0.013,0.76034 ± 0.013,0.77179 ± 0.010,0.77149 ± 0.008,0.60537 ± 0.019,0.79993 ± 0.013
0.2,0.79148 ± 0.012,0.80735 ± 0.005,0.81208 ± 0.010,0.81005 ± 0.008,0.80921 ± 0.010,0.79697 ± 0.009,0.79148 ± 0.012,0.75083 ± 0.013,0.76064 ± 0.018,0.76417 ± 0.015,0.58784 ± 0.029,0.79144 ± 0.004
0.3,0.77620 ± 0.009,0.79610 ± 0.010,0.80008 ± 0.007,0.79777 ± 0.012,0.79171 ± 0.010,0.78314 ± 0.007,0.78186 ± 0.011,0.73000 ± 0.017,0.74705 ± 0.010,0.74822 ± 0.015,0.57807 ± 0.012,0.75607 ± 0.022
0.4,0.75905 ± 0.010,0.79127 ± 0.004,0.78553 ± 0.006,0.77115 ± 0.007,0.77941 ± 0.009,0.76248 ± 0.010,0.79252 ± 0.007,0.72641 ± 0.016,0.74353 ± 0.011,0.73832 ± 0.012,0.56577 ± 0.010,0.74449 ± 0.017
0.5,0.74858 ± 0.012,0.74653 ± 0.014,0.77396 ± 0.008,0.76754 ± 0.017,0.77872 ± 0.019,0.76442 ± 0.018,0.79197 ± 0.011,0.71015 ± 0.017,0.73576 ± 0.009,0.73517 ± 0.012,0.59008 ± 0.014,0.71953 ± 0.014
0.6,0.71224 ± 0.007,0.69552 ± 0.014,0.75044 ± 0.009,0.71752 ± 0.007,0.75050 ± 0.016,0.72240 ± 0.005,0.75962 ± 0.009,0.69317 ± 0.015,0.72650 ± 0.010,0.72671 ± 0.014,0.58230 ± 0.011,0.68486 ± 0.020
0.7,0.61192 ± 0.020,0.58713 ± 0.019,0.67685 ± 0.019,0.66402 ± 0.018,0.72020 ± 0.017,0.65015 ± 0.011,0.72777 ± 0.010,0.62237 ± 0.028,0.66790 ± 0.020,0.67455 ± 0.018,0.57276 ± 0.012,0.59888 ± 0.013
0.8,0.52715 ± 0.015,0.52789 ± 0.031,0.61929 ± 0.033,0.55348 ± 0.044,0.67682 ± 0.019,0.60269 ± 0.016,0.70646 ± 0.012,0.53510 ± 0.032,0.63340 ± 0.020,0.64721 ± 0.018,0.57958 ± 0.008,0.54884 ± 0.013
0.9,0.42654 ± 0.005,0.54283 ± 0.026,0.50092 ± 0.034,0.42873 ± 0.005,0.55312 ± 0.025,0.46951 ± 0.014,0.62169 ± 0.046,0.41822 ± 0.020,0.44594 ± 0.032,0.45957 ± 0.026,0.57854 ± 0.014,0.46363 ± 0.013
