,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,0.13729 ± 0.003,0.08598 ± 0.003,0.09741 ± 0.009,0.16933 ± 0.039,0.08036 ± 0.002,0.11508 ± 0.003,0.10791 ± 0.038,0.13177 ± 0.002,0.10428 ± 0.003,0.10463 ± 0.003,0.15020 ± 0.004,0.16928 ± 0.002
0.2,0.13256 ± 0.003,0.08644 ± 0.001,0.09563 ± 0.002,0.14036 ± 0.009,0.08021 ± 0.002,0.11638 ± 0.002,0.13256 ± 0.003,0.12640 ± 0.003,0.10905 ± 0.002,0.10866 ± 0.002,0.14654 ± 0.003,0.16594 ± 0.002
0.3,0.13767 ± 0.001,0.09917 ± 0.002,0.09374 ± 0.001,0.11087 ± 0.003,0.09025 ± 0.001,0.12554 ± 0.001,0.12470 ± 0.026,0.13395 ± 0.005,0.11692 ± 0.001,0.11844 ± 0.001,0.14993 ± 0.001,0.17028 ± 0.000
0.4,0.13319 ± 0.001,0.10820 ± 0.001,0.10413 ± 0.003,0.14531 ± 0.014,0.10166 ± 0.001,0.12490 ± 0.001,0.09260 ± 0.002,0.14234 ± 0.004,0.11200 ± 0.002,0.11425 ± 0.000,0.14535 ± 0.001,0.16655 ± 0.001
0.5,0.12610 ± 0.001,0.12748 ± 0.002,0.10047 ± 0.002,0.15182 ± 0.006,0.09741 ± 0.003,0.12116 ± 0.002,0.08880 ± 0.003,0.14890 ± 0.010,0.10826 ± 0.002,0.10791 ± 0.001,0.13932 ± 0.001,0.16112 ± 0.001
0.6,0.12238 ± 0.001,0.14490 ± 0.003,0.11893 ± 0.008,0.13636 ± 0.006,0.10004 ± 0.003,0.11941 ± 0.000,0.09668 ± 0.002,0.15312 ± 0.007,0.10413 ± 0.001,0.10653 ± 0.001,0.13466 ± 0.000,0.15785 ± 0.001
0.7,0.12921 ± 0.002,0.15584 ± 0.004,0.12702 ± 0.003,0.27078 ± 0.050,0.12556 ± 0.003,0.12801 ± 0.002,0.11683 ± 0.009,0.17557 ± 0.007,0.11659 ± 0.002,0.11824 ± 0.003,0.14237 ± 0.002,0.16376 ± 0.002
0.8,0.12914 ± 0.001,0.15667 ± 0.001,0.14448 ± 0.002,0.20310 ± 0.026,0.13439 ± 0.005,0.13025 ± 0.002,0.14169 ± 0.018,0.20668 ± 0.028,0.12321 ± 0.002,0.12359 ± 0.002,0.14551 ± 0.001,0.16330 ± 0.001
0.9,0.12943 ± 0.002,0.15185 ± 0.002,0.15203 ± 0.009,0.26033 ± 0.041,0.15317 ± 0.007,0.13292 ± 0.002,0.15859 ± 0.015,0.19392 ± 0.007,0.19011 ± 0.060,0.13068 ± 0.002,0.14722 ± 0.002,0.16330 ± 0.002
