,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,0.81300 ± 0.012,0.83955 ± 0.009,0.83734 ± 0.007,0.84010 ± 0.012,0.84062 ± 0.006,0.83790 ± 0.002,0.83895 ± 0.006,0.83810 ± 0.006,0.83584 ± 0.009,0.78077 ± 0.015,0.79447 ± 0.013,0.78928 ± 0.006,0.72128 ± 0.037,0.83208 ± 0.013
0.2,0.81647 ± 0.013,0.82821 ± 0.009,0.81793 ± 0.004,0.83898 ± 0.005,0.84044 ± 0.007,0.83839 ± 0.006,0.84008 ± 0.005,0.82416 ± 0.006,0.81793 ± 0.004,0.77682 ± 0.017,0.78747 ± 0.013,0.78818 ± 0.020,0.70383 ± 0.017,0.81995 ± 0.010
0.3,0.84112 ± 0.008,0.81951 ± 0.006,0.80557 ± 0.010,0.82227 ± 0.008,0.82643 ± 0.007,0.81683 ± 0.008,0.81421 ± 0.010,0.81236 ± 0.007,0.81137 ± 0.011,0.75177 ± 0.016,0.77609 ± 0.012,0.77259 ± 0.011,0.64576 ± 0.011,0.78444 ± 0.021
0.4,0.84650 ± 0.018,0.80694 ± 0.010,0.78324 ± 0.011,0.81864 ± 0.008,0.81628 ± 0.009,0.80170 ± 0.009,0.80295 ± 0.010,0.78719 ± 0.011,0.81594 ± 0.006,0.73705 ± 0.020,0.75843 ± 0.016,0.75413 ± 0.012,0.68086 ± 0.022,0.77617 ± 0.015
0.5,0.85038 ± 0.012,0.80014 ± 0.010,0.77427 ± 0.016,0.77307 ± 0.015,0.80597 ± 0.013,0.79600 ± 0.016,0.79607 ± 0.016,0.78347 ± 0.013,0.81288 ± 0.016,0.72851 ± 0.019,0.74759 ± 0.011,0.74633 ± 0.010,0.68013 ± 0.015,0.74951 ± 0.013
0.6,0.79268 ± 0.015,0.77788 ± 0.016,0.74108 ± 0.007,0.72276 ± 0.006,0.77901 ± 0.010,0.76063 ± 0.004,0.76440 ± 0.016,0.75074 ± 0.008,0.78879 ± 0.007,0.69221 ± 0.022,0.74232 ± 0.010,0.74263 ± 0.006,0.69050 ± 0.018,0.71661 ± 0.022
0.7,0.76356 ± 0.034,0.69544 ± 0.022,0.66018 ± 0.018,0.53376 ± 0.055,0.71334 ± 0.024,0.69471 ± 0.020,0.73727 ± 0.025,0.66728 ± 0.016,0.74031 ± 0.009,0.57076 ± 0.037,0.67072 ± 0.022,0.68607 ± 0.018,0.68196 ± 0.022,0.57063 ± 0.042
0.8,0.72420 ± 0.032,0.61376 ± 0.034,0.44172 ± 0.020,0.39723 ± 0.002,0.61454 ± 0.041,0.54306 ± 0.071,0.68072 ± 0.020,0.55359 ± 0.031,0.70330 ± 0.007,0.41404 ± 0.033,0.58529 ± 0.048,0.63106 ± 0.039,0.64548 ± 0.017,0.40539 ± 0.011
0.9,0.70387 ± 0.056,0.58286 ± 0.018,0.39723 ± 0.002,0.39809 ± 0.003,0.42905 ± 0.033,0.41126 ± 0.005,0.49984 ± 0.057,0.39809 ± 0.003,0.56617 ± 0.088,0.39723 ± 0.002,0.39723 ± 0.002,0.39723 ± 0.002,0.68956 ± 0.026,0.39723 ± 0.002
