,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,0.65629 ± 0.016,0.64992 ± 0.018,0.65029 ± 0.018,0.64987 ± 0.018,0.64977 ± 0.017,0.64984 ± 0.017,0.64975 ± 0.017,0.65043 ± 0.017,0.64997 ± 0.017,0.67622 ± 0.021,0.65940 ± 0.018,0.66869 ± 0.022,0.80668 ± 0.029,0.65098 ± 0.018
0.2,0.66493 ± 0.017,0.65112 ± 0.019,0.65144 ± 0.015,0.65182 ± 0.016,0.65099 ± 0.017,0.65107 ± 0.017,0.65173 ± 0.015,0.65178 ± 0.016,0.65083 ± 0.017,0.67630 ± 0.020,0.68694 ± 0.020,0.68107 ± 0.023,0.80675 ± 0.029,0.65183 ± 0.015
0.3,0.65629 ± 0.017,0.65076 ± 0.018,0.65076 ± 0.017,0.65037 ± 0.017,0.64975 ± 0.017,0.64986 ± 0.017,0.65024 ± 0.017,0.65083 ± 0.017,0.65021 ± 0.017,0.67545 ± 0.021,0.67133 ± 0.022,0.67322 ± 0.023,0.80825 ± 0.029,0.65124 ± 0.017
0.4,0.65055 ± 0.016,0.65032 ± 0.016,0.65093 ± 0.019,0.65046 ± 0.019,0.65061 ± 0.019,0.65080 ± 0.020,0.65046 ± 0.019,0.65082 ± 0.019,0.65036 ± 0.019,0.67720 ± 0.026,0.68700 ± 0.027,0.68493 ± 0.033,0.80946 ± 0.030,0.65059 ± 0.020
0.5,0.69459 ± 0.024,0.65494 ± 0.018,0.66059 ± 0.023,0.65398 ± 0.020,0.65195 ± 0.019,0.65352 ± 0.019,0.65126 ± 0.018,0.66175 ± 0.022,0.65430 ± 0.020,0.68860 ± 0.025,0.72990 ± 0.045,0.68841 ± 0.014,0.80808 ± 0.030,0.65821 ± 0.021
0.6,0.67147 ± 0.016,0.65435 ± 0.017,0.67117 ± 0.017,0.67016 ± 0.017,0.65930 ± 0.021,0.65893 ± 0.020,0.67036 ± 0.017,0.66778 ± 0.019,0.66767 ± 0.018,0.67848 ± 0.017,0.72876 ± 0.028,0.69244 ± 0.025,0.81225 ± 0.031,0.66880 ± 0.017
0.7,0.67307 ± 0.021,0.65625 ± 0.019,0.68176 ± 0.010,0.68350 ± 0.009,0.69761 ± 0.011,0.71412 ± 0.016,0.67636 ± 0.014,0.66798 ± 0.015,0.67802 ± 0.014,0.68407 ± 0.013,0.71080 ± 0.031,0.69884 ± 0.016,0.80931 ± 0.030,0.66979 ± 0.023
0.8,0.66602 ± 0.017,0.66085 ± 0.015,0.67641 ± 0.018,0.66959 ± 0.020,0.68698 ± 0.031,0.66595 ± 0.021,0.67985 ± 0.023,0.67714 ± 0.018,0.67935 ± 0.022,0.69526 ± 0.031,0.74311 ± 0.072,0.71611 ± 0.021,0.80861 ± 0.029,0.66812 ± 0.025
