,train_ML_rmse_mean,train_ML_rmse_std,test_ML_rmse_mean,test_ML_rmse_std
Q1_Q2_0.25,6.8269265351546435,0.134354068656926,8.850916118299605,0.49400657932173636
Q1_Q3_0.25,7.23723474915631,0.19369173861524436,9.081514891685531,0.49251403116525094
Q1_Q4_0.25,7.189160776653092,0.10020068974677501,9.372438754128073,0.7686860958871422
Q2_Q3_0.25,6.174521455809687,0.15446462473231706,7.5384292112446545,0.42660901441780125
Q2_Q4_0.25,6.401088381561775,0.1504650547091179,7.878280426114294,0.49362343668088776
Q3_Q4_0.25,6.486144137654749,0.12366162632273428,7.960162207272326,0.5304876511449091
Q1_0.25,6.6566256709616,0.1263146985303501,8.373480870170022,0.3626002773857255
Q2_0.25,5.948790618069415,0.11984767210267253,7.28261779985724,0.49784008046912337
Q3_0.25,6.098898697087039,0.14696823372131954,7.374704821584196,0.5584145312965137
Q4_0.25,6.198200632923669,0.131773082650669,7.505380244345505,0.68387607793071
Q1_Q2_0.5,7.767802403145093,0.09954960696056664,10.206172389783594,0.5581946211535807
Q1_Q3_0.5,8.009547040550629,0.1731454430448423,10.48292502739759,0.4879747421786673
Q1_Q4_0.5,9.174206808381925,0.15165774424703904,12.132621385457984,0.6035355524502404
Q2_Q3_0.5,6.5441594789921655,0.11722821570397349,8.125771618089283,0.5064674804827219
Q2_Q4_0.5,7.0107469606481505,0.16490002063228543,8.948572986506731,0.6668215086934004
Q3_Q4_0.5,7.021366570375882,0.08955684912148053,8.75340555118188,0.43672731887521177
Q1_0.5,7.249650641337458,0.1518307204015864,9.226964640765766,0.6107314492539403
Q2_0.5,6.042935881286487,0.10803133236091851,7.399168637721914,0.5066029429641209
Q3_0.5,6.193396136435281,0.15651852029650784,7.568041789365071,0.5699251737020925
Q4_0.5,6.41933995571995,0.11435333510065107,7.9126844677004184,0.49526614984571027
Q1_Q2_0.75,9.021585704442886,0.22116012051353084,12.328512180920574,0.288357400679826
Q1_Q3_0.75,9.50686370485336,0.07813706452005502,12.516485635457789,0.5195174381736137
Q1_Q4_0.75,10.761653944686145,0.17304473551820204,14.293371073519165,0.40287962624005597
Q2_Q3_0.75,6.895296128878556,0.1285945685390909,8.64635603106803,0.6031930161940605
Q2_Q4_0.75,7.62050262193725,0.16983593217311685,9.812609506440424,0.4720359972249291
Q3_Q4_0.75,7.702926630137623,0.1551998653879222,9.649981137204005,0.5709988681408842
Q1_0.75,7.802466363431549,0.15079678508850156,9.830071987416469,0.5693114791360768
Q2_0.75,5.999030278902309,0.1260990160281629,7.42474737078044,0.5175250134383407
Q3_0.75,6.35674192546081,0.1751705012810381,7.793414089146907,0.5078775005469831
Q4_0.75,6.593588626145885,0.1299271562089395,8.121277811335721,0.32104027577900357
Q1_Q2_1.0,10.000795669408546,0.10831545192172146,12.447067180400259,0.3884798113858605
Q1_Q3_1.0,10.0137586718956,0.11375942105392683,12.742957028702708,0.647801068934395
Q1_Q4_1.0,11.288878511705732,0.16250767587606596,99.6371384631029,170.1656398437194
Q2_Q3_1.0,6.993378440741206,0.09624297966273442,8.517535623812792,0.57450942840656
Q2_Q4_1.0,8.359611637661017,0.21803904695897827,10.535434051244701,0.38362841721541185
Q3_Q4_1.0,8.453930675854817,0.23735349351995083,10.920069872131155,0.878149910955969
Q1_1.0,8.94643159119983,0.11906088756996556,11.483726894806944,0.5772464351769304
Q2_1.0,6.281729392444936,0.1589903253822905,7.884748647412422,0.4605867738808172
Q3_1.0,6.464860073511943,0.1610402461362504,7.884702616586631,0.4288090717401117
Q4_1.0,7.006533337998876,0.09149252458753108,8.902064991861327,0.30362467663538634
