,train_ML_rmse_mean,train_ML_rmse_std,test_ML_rmse_mean,test_ML_rmse_std
Q1_Q2_0.25,10.972476215336593,0.19135522286401815,10.980844833340226,0.7208213783371396
Q1_Q3_0.25,11.4527421460195,0.22756847531694324,11.39506845187544,0.8149893978136445
Q1_Q4_0.25,11.345669407877134,0.15301753353539763,11.510814380288739,0.761373948091322
Q2_Q3_0.25,10.593219678070213,0.20365943494241132,10.611819687108227,0.7188377053089089
Q2_Q4_0.25,10.85246757314005,0.17599574466200488,10.855122255391851,0.6550681757127519
Q3_Q4_0.25,10.99495652313552,0.19456654000126675,11.031818274196576,0.7172761542996696
Q1_0.25,10.971662449053149,0.16840236783701742,10.98234294353706,0.6166631243503097
Q2_0.25,10.360475849455778,0.19362538179880884,10.390373990342285,0.7236652524199788
Q3_0.25,10.595619608194488,0.20925325955139815,10.597958447916982,0.7875474692362958
Q4_0.25,10.831178989393743,0.23251496186642107,10.834398095805081,0.8882849430822553
Q1_Q2_0.5,11.996540046197042,0.20891566530669942,11.985365935455302,0.6536066330346464
Q1_Q3_0.5,11.99661337386648,0.20911380212575317,11.97674194386717,0.6488939153269245
Q1_Q4_0.5,13.247277122382815,0.15273528637571135,13.22136918285453,0.5851133186482397
Q2_Q3_0.5,10.809504872766174,0.15724587700462794,10.81092569488991,0.6423291064383596
Q2_Q4_0.5,11.675430678826068,0.21272265889560266,11.606454253075421,0.8332771055950045
Q3_Q4_0.5,11.477130455765593,0.14045010250346904,11.481148287008558,0.5432344279284166
Q1_0.5,11.683026693502176,0.22673751892957705,11.6540667404787,0.7923541986705962
Q2_0.5,10.40203412394138,0.18933088405843324,10.41860077519134,0.6866823998716135
Q3_0.5,10.62305562848229,0.21702996931857627,10.613390201534523,0.81737509702684
Q4_0.5,11.01166202552725,0.14345511537792197,11.075659650746509,0.530793744731118
Q1_Q2_0.75,13.611105364738881,0.31423943573559604,13.94655565732828,0.3615290787417686
Q1_Q3_0.75,13.715944018468841,0.12143111216987532,13.662306644927066,0.3489433669975571
Q1_Q4_0.75,15.175692103421948,0.1845865944746001,15.249949138503826,0.5824472347364646
Q2_Q3_0.75,11.320093978090565,0.18726556932691527,11.330653297006496,0.8204220750975361
Q2_Q4_0.75,12.299491595629641,0.21971207313882668,12.31152872787198,0.4572405776782905
Q3_Q4_0.75,12.63175487162553,0.23099590409489443,12.809907871430317,0.694034157961228
Q1_0.75,12.449149905229257,0.17206603105265592,12.385368658577146,0.6254398836017777
Q2_0.75,10.375019217070463,0.1791755486137215,10.458513552290857,0.6585791154685273
Q3_0.75,10.816269078394436,0.18573191229864758,10.802746039393782,0.7315460139394023
Q4_0.75,11.325380364878182,0.22320940478679005,11.360930158555881,0.7406899158567619
Q1_Q2_1.0,15.829449233106738,0.23309776507804028,15.886021793551794,0.7169587518875966
Q1_Q3_1.0,15.143046940280863,0.20118289572170253,15.133258263525727,0.773049018151932
Q1_Q4_1.0,15.906918288216962,0.10277263474331856,15.922559085677904,0.4699918780711131
Q2_Q3_1.0,11.645331233487536,0.2129555051176197,11.586317777852631,0.9131200010919306
Q2_Q4_1.0,13.806434707994105,0.28063035264538505,13.953368949972178,0.3266976169755633
Q3_Q4_1.0,15.54160323616812,0.2244398275324023,15.601297751940034,0.5513242941312361
Q1_1.0,15.014053656674738,0.20671882121023422,15.121399536101483,0.6771107671901642
Q2_1.0,10.762372107103593,0.1929547298047416,10.80941392030969,0.6219059773712171
Q3_1.0,10.939453369819233,0.23758852205900166,10.901308837945948,0.72719279015264
Q4_1.0,12.545254849056032,0.09236767158598105,12.588916469982093,0.3558728864638089
