,random,zero,Mean,MF,KNN,MICE,Missforest,XGB,OT,Hyper,GAIN,notmiwae,miwae,tabcsdi
banknote,0.9079625005633849,0.9550856402595984,0.9321263589445408,0.9204599342945328,0.8730332950067254,0.9586263026163191,0.9557197303942017,0.9534718888448097,0.8997421507586754,0.9250163066852135,0.9222153672751567,0.8339872270194519,0.8465785051451018,0.2820628784013665
climate_model_crashes,0.5003725771244952,0.7068719412535768,0.4776858435681965,0.4776858435681965,0.4776858435681965,0.4776858435681965,0.4776858435681965,0.4776858435681965,0.4776858435681965,0.4776858435681965,0.4776858435681965,0.4776858435681965,0.4776858435681965,0.4776858435681965
connectionist_bench_sonar,0.729847204173033,0.8369270887061667,0.8091531751417584,0.7851825649044256,0.7749471487130694,0.7737117621665298,0.7818068506670995,0.7765446949048402,0.7521431313457698,0.75044846099718,0.6854099585221336,0.7523796165393412,0.7899590059362449,0.33896327527837
qsar_biodegradation,0.8197996720164198,0.8507605761435177,0.8352966105838279,0.8399377153900993,0.8400278304975662,0.8284983331598774,0.8389608229417249,0.837114313584102,0.833593807711232,0.822028276630957,0.773062658517761,0.7709625864495869,0.7901876180076582,0.39842406976903394
yeast,0.24907004380355344,0.36016406470682844,0.2669189916225259,0.22050546739399177,0.24518263240960705,0.27848343806617903,0.21980432202447214,0.27452436746174363,0.22509575915376048,0.22547318700740374,0.23971136970305848,0.13403221485157188,0.1420084970254266,0.030626784766113652
