,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,0.28175 ± 0.032,0.28563 ± 0.053,0.38439 ± 0.006,0.38516 ± 0.007,0.38178 ± 0.006,0.38025 ± 0.007,0.38178 ± 0.006,0.38819 ± 0.006,0.38246 ± 0.007,0.29146 ± 0.044,0.22895 ± 0.031,0.22291 ± 0.037,0.00204 ± 0.002,0.38281 ± 0.007
0.2,0.20879 ± 0.023,0.20048 ± 0.041,0.34229 ± 0.047,0.32519 ± 0.044,0.37405 ± 0.018,0.36650 ± 0.020,0.34827 ± 0.024,0.34377 ± 0.034,0.37155 ± 0.023,0.25614 ± 0.059,0.18250 ± 0.022,0.15556 ± 0.013,0.00456 ± 0.005,0.33116 ± 0.049
0.3,0.14215 ± 0.016,0.19538 ± 0.028,0.34605 ± 0.042,0.26396 ± 0.020,0.34158 ± 0.016,0.33957 ± 0.016,0.31715 ± 0.033,0.31623 ± 0.028,0.35620 ± 0.034,0.24185 ± 0.050,0.16278 ± 0.017,0.16446 ± 0.018,0.00531 ± 0.005,0.30310 ± 0.026
0.4,0.08952 ± 0.014,0.16382 ± 0.029,0.30598 ± 0.034,0.27776 ± 0.021,0.29014 ± 0.042,0.28476 ± 0.037,0.29394 ± 0.033,0.27396 ± 0.029,0.29049 ± 0.025,0.26854 ± 0.085,0.16083 ± 0.008,0.16164 ± 0.010,0.00170 ± 0.002,0.27665 ± 0.031
0.5,0.08293 ± 0.013,0.09048 ± 0.010,0.24461 ± 0.013,0.20124 ± 0.013,0.23979 ± 0.023,0.24594 ± 0.012,0.22290 ± 0.017,0.24055 ± 0.015,0.24846 ± 0.034,0.16843 ± 0.018,0.15950 ± 0.012,0.15880 ± 0.008,0.01876 ± 0.028,0.21029 ± 0.016
0.6,0.08315 ± 0.012,0.12542 ± 0.016,0.28560 ± 0.036,0.23941 ± 0.051,0.22764 ± 0.043,0.19788 ± 0.037,0.25301 ± 0.019,0.26727 ± 0.016,0.26714 ± 0.040,0.21091 ± 0.067,0.15547 ± 0.014,0.14069 ± 0.020,0.00341 ± 0.002,0.23022 ± 0.038
0.7,0.06495 ± 0.014,0.11884 ± 0.013,0.23852 ± 0.024,0.18823 ± 0.013,0.19306 ± 0.020,0.16472 ± 0.020,0.16925 ± 0.038,0.21912 ± 0.022,0.19020 ± 0.028,0.14389 ± 0.021,0.15128 ± 0.021,0.16031 ± 0.016,0.01360 ± 0.013,0.16542 ± 0.022
0.8,0.05794 ± 0.010,0.09689 ± 0.020,0.18580 ± 0.030,0.15416 ± 0.026,0.17200 ± 0.046,0.15167 ± 0.028,0.16622 ± 0.011,0.16056 ± 0.021,0.15908 ± 0.034,0.14625 ± 0.023,0.12094 ± 0.021,0.12597 ± 0.023,0.01681 ± 0.013,0.14535 ± 0.010
0.9,0.05239 ± 0.005,0.07474 ± 0.015,0.10477 ± 0.006,0.09522 ± 0.014,0.09592 ± 0.016,0.08969 ± 0.010,0.08849 ± 0.021,0.10631 ± 0.008,0.09240 ± 0.011,0.08898 ± 0.005,0.05993 ± 0.012,0.08998 ± 0.007,0.04151 ± 0.033,0.09369 ± 0.009
