,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
0.1,0.1238042,0.0015756229,0.061208375,0.0007042395,0.12543806,0.004117118,0.061761983,0.0021016786
0.2,0.13215232,0.0009474461,0.06687281,0.0005088132,0.13223104,0.0022155198,0.06664914,0.0013265345
0.3,0.14630283,0.0007344042,0.07566049,0.00045746646,0.1477955,0.0018152186,0.07617003,0.0013440811
0.4,0.14367375,0.00038162034,0.0733905,0.00016747613,0.14443682,0.0018223024,0.07344915,0.0010958521
0.5,0.14901224,0.00076958764,0.07737474,0.00045119238,0.14960586,0.0015846324,0.07735659,0.0010175726
0.6,0.16504815,0.0007863822,0.08825364,0.0003897691,0.16563773,0.0013151343,0.088238314,0.0009153967
0.7,0.16425054,0.00044633923,0.08788788,0.00018568992,0.16496281,0.0011591573,0.087918684,0.0006070513
0.8,0.17195168,0.00039083353,0.09379721,0.00020833264,0.17223772,0.0009621372,0.093731776,0.000716455
0.9,0.17787325,0.00031989702,0.09835983,0.00031128948,0.17838843,0.0005937792,0.09839943,0.0004847031
