,train_ML_f1_mean,train_ML_f1_std,test_ML_f1_mean,test_ML_f1_std
Q1_Q2_0.25,0.7113209148905904,0.13573474420140916,0.786436172523129,0.06476535614080015
Q1_Q3_0.25,0.636543409741671,0.10643543955742467,0.7813738325778734,0.08660921007916172
Q1_Q4_0.25,0.4771642556226735,0.006733258822546334,0.661101027544824,0.05422050363628881
Q2_Q3_0.25,0.5925154438234718,0.1189326706537706,0.7654407365937902,0.06931408156031942
Q2_Q4_0.25,0.5480860275314823,0.036044773517863206,0.6546609341324231,0.09562453888659277
Q3_Q4_0.25,0.5042406384145962,0.05120301853820177,0.6904351497571204,0.0757088559608598
Q1_0.25,0.7560363947909887,0.06356263177826266,0.8042460541191945,0.07354254038256872
Q2_0.25,0.7045452238891942,0.09504173768722726,0.7905265668162194,0.042085023299292715
Q3_0.25,0.7077151051528678,0.09556045677246452,0.7602819906795826,0.09537515129503725
Q4_0.25,0.5156992382929415,0.04842313173165517,0.6529537379095731,0.10695833999120226
Q1_Q2_0.5,0.5792860825228467,0.1272975031920652,0.7617445817883838,0.06292591076054248
Q1_Q3_0.5,0.5380604468101268,0.08453613609572448,0.7153439190464183,0.12050801699707478
Q1_Q4_0.5,0.4935340926821657,0.0285752196216913,0.5835744764826639,0.036593956865090434
Q2_Q3_0.5,0.5293542756420724,0.06342506870954319,0.6963748714985117,0.1048112927607579
Q2_Q4_0.5,0.4914928049242599,0.029799632715448377,0.6538862709025355,0.059234018258916374
Q3_Q4_0.5,0.4771642556226735,0.006733258822546334,0.6127979977521724,0.02535538745182119
Q1_0.5,0.7450823953398709,0.06832834812759578,0.7938434933615212,0.06083940517833627
Q2_0.5,0.6841268334706093,0.0946111895552902,0.7691409162164837,0.06954272473747071
Q3_0.5,0.5220487316676066,0.061564213368561646,0.6773953299650131,0.09754969511160622
Q4_0.5,0.5062004825536373,0.06256411031837941,0.633967321194212,0.1047254892515734
Q1_Q2_0.75,0.6112254895977445,0.07888010352096458,0.7385973267571213,0.06370593811138917
Q1_Q3_0.75,0.4771642556226735,0.006733258822546334,0.6601275510204082,0.045585945969217
Q1_Q4_0.75,0.4776858435681965,0.006069967429577366,0.5139039873753553,0.05675321077088827
Q2_Q3_0.75,0.5476052235545152,0.08844572607452673,0.7173901143422133,0.09713420709617601
Q2_Q4_0.75,0.4776858435681965,0.006069967429577366,0.5606912984747369,0.06979049862266669
Q3_Q4_0.75,0.4776858435681965,0.006069967429577366,0.5560985968054933,0.042417275506892185
Q1_0.75,0.7259180768806646,0.08009974567913732,0.791080319918294,0.08000563814845173
Q2_0.75,0.6364521626510509,0.0662415290571036,0.7639619260218338,0.044692030916084535
Q3_0.75,0.4771642556226735,0.006733258822546334,0.6610083004890595,0.1001150951016998
Q4_0.75,0.4776858435681965,0.006069967429577366,0.5268917998122413,0.05619307708994481
Q1_Q2_1.0,0.5583905025730361,0.06971992496223452,0.7489075070625131,0.044837090456622625
Q1_Q3_1.0,0.4771642556226735,0.006733258822546334,0.6393289309165633,0.07336525143909112
Q1_Q4_1.0,0.4776858435681965,0.006069967429577366,0.4865425608515723,0.043069172387983044
Q2_Q3_1.0,0.5476010745727041,0.08786968528426042,0.667404644327567,0.089089750309739
Q2_Q4_1.0,0.4776858435681965,0.006069967429577366,0.5457424328201085,0.09867826510276043
Q3_Q4_1.0,0.476692031887886,0.005227838817059915,0.4740936793908224,0.00737102388012521
Q1_1.0,0.7146121067314108,0.09144000694552404,0.7859924921878415,0.07316491159755788
Q2_1.0,0.5955186301641204,0.08414226274804873,0.7726107058855826,0.050680319034614216
Q3_1.0,0.4771642556226735,0.006733258822546334,0.649186705005821,0.06342452141903288
Q4_1.0,0.4776858435681965,0.006069967429577366,0.48880938431934384,0.058115893025801335
