,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,9.17819,9.15210,9.07783,9.17721,9.06688,9.06197,9.06426,9.06373,9.05811,11.23685,10.93814,10.87469,15.15011,9.07345
Q1_Q3_0.25,8.97589,9.28657,9.03498,9.05013,9.02866,9.02516,9.03990,9.08131,9.02729,11.36290,12.49046,12.55666,15.06901,9.02687
Q1_Q4_0.25,9.64128,10.67243,9.11827,9.25177,9.09549,9.13133,9.10363,9.25041,9.13131,12.01085,12.99245,13.51162,15.06865,9.13563
Q2_Q3_0.25,9.12131,9.35733,8.99060,9.03486,8.99102,8.99054,8.99596,9.03997,8.99367,10.92045,11.58858,11.94593,15.13387,8.99181
Q2_Q4_0.25,9.24306,10.43811,9.09987,9.23084,9.09488,9.09490,9.11559,9.08400,9.09998,11.64375,12.72991,11.21291,15.12874,9.17761
Q3_Q4_0.25,9.34358,10.56645,9.20043,9.24653,9.21180,9.20074,9.20941,9.21954,9.20428,11.64101,12.42655,12.25344,15.08383,9.19442
Q1_0.25,8.95155,9.02214,9.09387,9.06247,9.09485,9.10389,9.10779,9.10622,9.11578,11.21805,12.81958,12.39143,15.11829,9.09789
Q2_0.25,9.04508,9.14179,8.99762,9.02551,8.99063,8.99425,8.99036,9.01735,8.99084,11.04206,11.95839,12.68292,15.30869,8.99844
Q3_0.25,9.07648,9.23068,8.99982,8.99297,9.00483,8.99883,8.98955,9.02364,9.00150,10.88004,12.04799,11.96472,15.05506,8.99974
Q4_0.25,9.16374,10.35651,9.16113,9.15425,9.14672,9.15349,9.16646,9.18590,9.15454,11.74274,13.23604,12.16905,15.10845,9.17324
Q1_Q2_0.5,9.39050,9.47803,9.77127,9.59292,9.67620,9.66932,9.80993,9.73466,9.75146,12.10762,11.40654,11.78821,15.10077,9.69677
Q1_Q3_0.5,9.17146,10.15136,9.40872,9.19844,9.31387,9.37279,9.38669,9.46724,9.38711,11.27583,12.29025,12.04679,15.05132,9.26303
Q1_Q4_0.5,9.70198,12.18139,9.14487,9.34340,9.10584,9.15292,9.08398,9.11201,9.19771,12.34603,12.86787,12.02486,15.12920,9.35048
Q2_Q3_0.5,9.32364,9.97012,8.98952,9.14747,8.98815,8.99703,9.01478,9.06622,9.01067,11.18159,11.71591,11.38021,15.07521,8.99107
Q2_Q4_0.5,10.22072,12.35990,9.66406,10.09238,9.63161,9.78696,10.02609,9.77516,9.73139,12.38664,12.45193,12.54962,15.07175,9.74305
Q3_Q4_0.5,10.03750,12.26651,9.69431,9.92269,9.66601,9.76626,9.74717,9.75162,9.75542,12.20187,12.91711,12.00869,15.05859,9.75137
Q1_0.5,9.21072,9.16530,9.42161,9.37441,9.37421,9.37348,9.43165,9.30825,9.38387,11.55361,12.65738,11.86293,15.07869,9.38460
Q2_0.5,9.04940,9.24005,9.01343,9.04806,9.00942,9.00679,9.03458,9.07579,9.00863,11.00408,12.25623,11.37740,15.28855,9.03108
Q3_0.5,9.09184,9.63618,9.04584,9.06014,9.04351,9.04023,9.04916,9.11404,9.04572,10.80692,12.78857,12.54155,15.04800,9.04292
Q4_0.5,9.64264,12.57662,9.57978,9.75170,9.58999,9.62645,9.59236,9.66941,9.62231,12.94104,13.54217,12.57406,15.13069,9.60055
Q1_Q2_0.75,9.66996,9.64305,12.36798,12.46633,11.99993,12.08994,12.07589,11.28890,12.18906,13.94448,12.91226,13.44194,15.21255,11.86368
Q1_Q3_0.75,9.41168,10.96756,10.35984,9.85947,9.85407,10.63830,10.09540,10.21256,10.08847,12.14805,12.90602,13.13126,15.06922,9.97016
Q1_Q4_0.75,11.70506,15.82694,10.34703,10.56252,10.70837,10.99344,11.32527,10.27367,10.84803,14.05796,13.33042,13.99646,15.09545,10.82440
Q2_Q3_0.75,9.59286,12.54958,9.08464,9.48848,9.07431,9.24863,9.14641,9.24796,9.14436,11.19771,12.05109,11.79193,15.15080,9.03507
Q2_Q4_0.75,11.20043,14.23022,10.25644,11.39994,10.55607,10.66031,10.29640,10.35798,10.28010,14.25057,13.01266,13.12280,15.04812,10.38825
Q3_Q4_0.75,10.63770,15.20131,10.96253,11.44767,11.19600,11.35017,11.36716,10.65229,11.53631,13.40551,12.32617,12.06051,15.11083,11.07397
