,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.3,0.45072 ± 0.001,0.24398 ± 0.002,0.13684 ± 0.013,0.13684 ± 0.013,0.13684 ± 0.013,0.13684 ± 0.013,0.13684 ± 0.013,0.15182 ± 0.001,0.13684 ± 0.013,0.34374 ± 0.201,8.39056 ± 0.410,0.20345 ± 0.015,0.15213 ± 0.002,0.16982 ± 0.011
0.5,0.38988 ± 0.000,0.34326 ± 0.001,0.16196 ± 0.005,0.16196 ± 0.005,0.16196 ± 0.005,0.16196 ± 0.005,0.16196 ± 0.005,0.15805 ± 0.003,0.16196 ± 0.005,0.37652 ± 0.056,8.37215 ± 1.099,0.24966 ± 0.054,0.16132 ± 0.000,0.19001 ± 0.004
0.7,0.39961 ± 0.001,0.32984 ± 0.001,0.21681 ± 0.002,0.21681 ± 0.002,0.21681 ± 0.002,0.21681 ± 0.002,0.21681 ± 0.002,0.16622 ± 0.003,0.21681 ± 0.002,0.40961 ± 0.049,8.99875 ± 2.998,0.25355 ± 0.023,0.17015 ± 0.001,0.23901 ± 0.002
