,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.11752681,0.0028918998,0.085311025,0.002044829,0.1411519,0.008604559,0.106838964,0.0065382537
Q1_Q3_0.25,0.106970504,0.0016490202,0.07908376,0.0010219964,0.13451041,0.006211868,0.1016016,0.0049153543
Q1_Q4_0.25,0.1368769,0.0026292335,0.10291709,0.0022348126,0.189236,0.013790561,0.15383486,0.016995307
Q2_Q3_0.25,0.08639203,0.0035732146,0.06390016,0.002131141,0.0993122,0.012040346,0.075100705,0.0074175578
Q2_Q4_0.25,0.12290716,0.0017498226,0.08658562,0.0011051453,0.15583627,0.009422737,0.11350526,0.005027846
Q3_Q4_0.25,0.12074822,0.0031348942,0.08716731,0.0020753047,0.15510413,0.014001044,0.11958636,0.012035629
Q1_0.25,0.12229617,0.0038252685,0.0952576,0.0038224536,0.16765061,0.021337572,0.1396826,0.021329213
Q2_0.25,0.08399281,0.0030639693,0.06256485,0.0017237135,0.095356435,0.010799412,0.07261978,0.008401716
Q3_0.25,0.08676585,0.0024183982,0.065038726,0.0015343172,0.09759958,0.011832083,0.07500168,0.010028764
Q4_0.25,0.15017681,0.0035233519,0.11397569,0.002768434,0.20844594,0.023268828,0.16810343,0.020632979
Q1_Q2_0.5,0.13151003,0.0022030827,0.09862129,0.0015274612,0.16565374,0.011521755,0.12997068,0.012669105
Q1_Q3_0.5,0.12512258,0.0011076804,0.09278408,0.0012031244,0.15071902,0.010261672,0.11488114,0.010082903
Q1_Q4_0.5,0.15864412,0.0025948863,0.12299444,0.0018015895,0.20818293,0.016549656,0.17228064,0.018492812
Q2_Q3_0.5,0.10328938,0.0028993008,0.07647802,0.0024575084,0.11258991,0.012418368,0.08560946,0.00947462
Q2_Q4_0.5,0.1472859,0.007637912,0.105308846,0.007258795,0.17700133,0.009471404,0.1306727,0.005659104
Q3_Q4_0.5,0.1481891,0.0032277582,0.10968659,0.002019882,0.183011,0.0086159315,0.14029448,0.008223945
Q1_0.5,0.15316176,0.019243402,0.1234841,0.02271058,0.18635441,0.014810528,0.15777504,0.018419094
Q2_0.5,0.08681147,0.0015877931,0.063368805,0.0016128864,0.104515195,0.008719678,0.078922346,0.007271475
Q3_0.5,0.09492777,0.001358387,0.07256305,0.00061468955,0.108989835,0.008552517,0.08413605,0.00509173
Q4_0.5,0.18217953,0.023799919,0.14355952,0.026795417,0.23200813,0.007461425,0.19134101,0.010848042
Q1_Q2_0.75,0.16963764,0.010829978,0.13468608,0.012886609,0.20325108,0.0032608598,0.16629286,0.0051143942
Q1_Q3_0.75,0.13886917,0.0023417857,0.10398827,0.0014640659,0.16863532,0.00927251,0.12866777,0.006938573
Q1_Q4_0.75,0.19586712,0.003455613,0.15797165,0.00416283,0.24454804,0.007164383,0.20655313,0.0064189984
Q2_Q3_0.75,0.12094854,0.0015494132,0.090323284,0.0012401742,0.12874243,0.010430461,0.09885654,0.008835727
Q2_Q4_0.75,0.16662502,0.0034587297,0.11891284,0.0016519615,0.20291641,0.011784186,0.14836875,0.010792352
Q3_Q4_0.75,0.19671397,0.014792557,0.151846,0.015460142,0.24569254,0.020754034,0.19557671,0.018796511
Q1_0.75,0.16571957,0.0008289282,0.13302955,0.0004740989,0.21062799,0.0067047803,0.17438893,0.0052109878
Q2_0.75,0.10162087,0.0014771869,0.07450338,0.0015555648,0.112575255,0.007168923,0.08500783,0.005806887
Q3_0.75,0.10375806,0.0028869752,0.07873629,0.0016333787,0.11750023,0.0076877587,0.09102951,0.0066408683
Q4_0.75,0.23449752,0.016665349,0.19576487,0.019791152,0.281876,0.018637061,0.24511543,0.023261394
Q1_Q2_1.0,0.28592977,0.0068134824,0.2485609,0.007954447,0.31574115,0.008766413,0.2797864,0.004688703
Q1_Q3_1.0,0.18055497,0.002433189,0.13638215,0.0016896892,0.20161743,0.010922651,0.15290074,0.007087136
Q1_Q4_1.0,0.2707289,0.0039261067,0.23269458,0.003443985,0.28006998,0.014995549,0.24232721,0.012691515
Q2_Q3_1.0,0.14935765,0.0020523432,0.1125113,0.0019366425,0.15980741,0.007256887,0.12293576,0.0067352382
Q2_Q4_1.0,0.23327544,0.00472442,0.16843918,0.0043298947,0.25661093,0.017316824,0.18644601,0.015565166
Q3_Q4_1.0,0.34597835,0.0050795735,0.29899228,0.004443728,0.35729367,0.01958851,0.30910984,0.017175786
Q1_1.0,0.23120825,0.0027732814,0.19363274,0.0015116993,0.2634709,0.013297302,0.22632226,0.011372919
Q2_1.0,0.10797004,0.0015710602,0.08072974,0.0006411714,0.11744549,0.009162978,0.08965443,0.0072991094
Q3_1.0,0.120388545,0.0016713144,0.09276019,0.0011486071,0.13654678,0.006787435,0.10588533,0.0064674574
Q4_1.0,0.32918635,0.003654822,0.29040462,0.0045124018,0.36174846,0.013848769,0.32665277,0.012261303
