,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,13.22311,13.48741,12.93331,13.05966,12.91190,12.93488,12.94151,12.95302,12.90639,13.14733,15.49560,15.49366,62988.89093,13.02823
0.2,13.38973,13.66240,13.15549,13.37692,13.13522,13.12231,13.13354,13.25990,13.11322,13.54721,15.48517,15.49890,55237.78669,13.17783
0.3,13.45285,13.00641,13.43461,13.56941,13.38892,13.43959,13.31157,13.68996,13.44997,13.61055,15.42938,15.38500,54281.94800,13.37569
0.4,14.34268,14.39288,14.19013,14.35663,14.24242,14.31312,14.27071,14.25651,14.27951,14.37022,15.48558,15.50427,47822.70464,14.27004
0.5,14.50061,14.52145,14.33329,14.71712,14.27368,14.52762,14.55392,14.45552,14.33107,14.41292,15.43911,15.37522,37275.01104,14.40164
0.6,14.85770,14.84255,14.65293,14.91477,14.68645,14.85763,14.87746,14.73646,14.94321,14.67988,15.40971,15.38799,28378.69373,14.63058
0.7,15.38670,15.25161,15.24541,15.30827,15.25436,15.16081,15.19184,15.36033,15.23647,15.23650,15.45981,15.48954,19840.03257,15.31394
0.8,15.30574,15.20046,15.27094,15.24897,15.16971,15.33636,15.34765,15.25233,15.35923,15.16317,15.42526,15.45391,14452.57980,15.28334
0.9,15.32761,15.01302,15.37571,15.32747,15.36992,15.39874,15.33644,15.35057,15.40576,15.24872,15.39523,15.43107,9442.81362,15.36061
