,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
0.1,0.218741526319556,0.0024733941295094993,0.1764447000395229,0.0013815712476215533,0.22402611865485156,0.003309203331779614,0.1776706559893821,0.0024420590703263753
0.2,0.2204943975511596,0.002365779191992014,0.17777652291116208,0.0022261091491900605,0.22335795267648714,0.005979352247373626,0.17922914173463714,0.005382715387901178
0.3,0.21501135901418902,0.0024357882913206034,0.17181133220803257,0.0015342207761186101,0.22284478716584738,0.008736042793740448,0.17785108444079437,0.005416740811985268
0.4,0.2246568186125751,0.0023130026756785207,0.1767634711635905,0.0015670135808121758,0.22592813122396144,0.005730909548655348,0.17828804363565412,0.003758547686305587
0.5,0.23098353264905186,0.0018403052182796753,0.17954964507780974,0.0014496969589887349,0.2319278747032477,0.004186559702069207,0.18046913665485684,0.002511558150727673
0.6,0.23678418467485413,0.004032553064067309,0.18676224427380342,0.0030064480211809625,0.23664477161544134,0.00848536460607582,0.18498809986985482,0.006968687465327994
0.7,0.24630827310578446,0.0037465438999915368,0.19104212895012487,0.0017068648448169339,0.25695111289506783,0.011994998509610597,0.1971418930449178,0.008125390692786418
0.8,0.2613892819513407,0.008768376339991972,0.20122853148700887,0.006994588127002349,0.26124164494055024,0.009277339512418235,0.19886955055045263,0.009207344814913782
0.9,0.274944343828023,0.025516711065436036,0.20537064101682567,0.015893036496352535,0.27636837402500325,0.025705836591361553,0.20907467189751,0.01808610486324943
