,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.060176093,0.0026120879,0.0206552,0.0006572856,0.061707616,0.0018213092,0.020540463,0.000917692
Q1_Q3_0.25,0.06386899,0.0020243688,0.02185578,0.000444276,0.063449495,0.005833466,0.021964047,0.0012703958
Q1_Q4_0.25,0.094088905,0.0027108784,0.03516317,0.0007530649,0.09293318,0.004656879,0.035195976,0.002388723
Q2_Q3_0.25,0.04786739,0.0012522627,0.02889424,0.0006973588,0.04839729,0.004517425,0.028711107,0.0024603575
Q2_Q4_0.25,0.112857305,0.002017099,0.05560274,0.0005522747,0.114065945,0.009258378,0.056178402,0.0034691233
Q3_Q4_0.25,0.11577296,0.0037560298,0.059914995,0.00068496936,0.11733427,0.0064085503,0.06088873,0.0024535279
Q1_0.25,0.07044398,0.0030291134,0.019770801,0.0007990207,0.07118232,0.0052947053,0.020575162,0.0009905242
Q2_0.25,0.048839223,0.0016902742,0.026617583,0.00092535553,0.048738033,0.0066907723,0.026744153,0.0025316223
Q3_0.25,0.05216614,0.0008449875,0.03309744,0.0005013969,0.05131014,0.0039421967,0.032634474,0.0024706924
Q4_0.25,0.15350997,0.0040072673,0.082738176,0.0015742634,0.15342173,0.008824468,0.08351461,0.0028873403
Q1_Q2_0.5,0.07753325,0.0023289237,0.030317113,0.00078833173,0.07794465,0.0022476218,0.030664623,0.0009174493
Q1_Q3_0.5,0.075136624,0.0021299622,0.030228611,0.0006074595,0.07423508,0.0045225876,0.030121982,0.0015921949
Q1_Q4_0.5,0.11708945,0.0018861556,0.04893445,0.0010660919,0.11659553,0.0060177203,0.049180858,0.0024985527
Q2_Q3_0.5,0.055373836,0.0010216609,0.03515049,0.0005998584,0.055735637,0.0004098277,0.03548932,0.000722138
Q2_Q4_0.5,0.1329798,0.0023895248,0.06885086,0.0014280993,0.13397296,0.008640962,0.069160044,0.0047868695
Q3_Q4_0.5,0.14177534,0.003383229,0.07723534,0.00084128726,0.14151523,0.00771832,0.0769043,0.0029458117
Q1_0.5,0.08686258,0.0014138786,0.02942815,0.00057082286,0.085137375,0.0030067116,0.029350376,0.0013115659
Q2_0.5,0.05102905,0.0008674189,0.029291373,0.00038120162,0.052371215,0.0040438836,0.029956069,0.0009685957
Q3_0.5,0.05722497,0.00059950957,0.037768357,0.00029056714,0.057891816,0.0036428035,0.038665198,0.0017236015
Q4_0.5,0.1777379,0.0019648278,0.09922367,0.0010579792,0.17439322,0.008564747,0.09803484,0.002243019
Q1_Q2_0.75,0.11485745,0.002038249,0.056787062,0.0010371258,0.11435825,0.0017146444,0.056704063,0.001158107
Q1_Q3_0.75,0.11008994,0.002358232,0.052439492,0.0009938115,0.11099745,0.0025945285,0.053279925,0.0015813011
Q1_Q4_0.75,0.14855315,0.0021510345,0.07344786,0.00094011956,0.15036485,0.003556329,0.07492469,0.0016274385
Q2_Q3_0.75,0.068641454,0.0006899972,0.046570055,0.0003716006,0.06954094,0.0021846173,0.047234394,0.0010058675
Q2_Q4_0.75,0.17490944,0.0034009435,0.09582415,0.0018646326,0.17550619,0.008176853,0.09718172,0.0043195165
Q3_Q4_0.75,0.18292816,0.0033098566,0.11114546,0.0012443792,0.18263319,0.007283721,0.110792376,0.0037020356
Q1_0.75,0.12125657,0.0020251505,0.05108878,0.0007576937,0.12116245,0.0059718685,0.051556487,0.0020396323
Q2_0.75,0.057441853,0.0012940442,0.03636146,0.00049572974,0.05775438,0.0016152874,0.036664575,0.00076538563
Q3_0.75,0.06414042,0.0008177543,0.045336507,0.0005274646,0.06447518,0.0021412282,0.045325223,0.0010438481
Q4_0.75,0.21962376,0.0028024064,0.1323409,0.0014779464,0.22359845,0.0109346565,0.13592243,0.006999799
Q1_Q2_1.0,0.40187,0.002156528,0.28939947,0.0018704643,0.4017346,0.0027172673,0.28932625,0.0022462558
Q1_Q3_1.0,0.39420214,0.0014644176,0.27623862,0.0013570336,0.3950351,0.0028780557,0.2769478,0.0025596514
Q1_Q4_1.0,0.21291208,0.029062897,0.11202349,0.014155547,0.21268912,0.029517092,0.11207644,0.014853124
Q2_Q3_1.0,0.105930015,0.0009479696,0.080949396,0.00057884137,0.10657573,0.0021415416,0.08134443,0.001251479
Q2_Q4_1.0,0.22660032,0.0034558934,0.14242351,0.0027532682,0.22795315,0.007347055,0.14355962,0.004257258
Q3_Q4_1.0,0.2516623,0.0029610044,0.18103597,0.0021426075,0.25340235,0.0063443244,0.18245593,0.00430647
Q1_1.0,0.43153366,0.0015680527,0.31007975,0.0012759549,0.43214482,0.0023846212,0.31076297,0.0019372008
Q2_1.0,0.07939295,0.0018761278,0.054144673,0.00055711775,0.07974002,0.0025345169,0.054549087,0.001809011
Q3_1.0,0.07910722,0.0005182303,0.059475116,0.00065908174,0.07920921,0.0022752972,0.060158044,0.0017910847
Q4_1.0,0.29576626,0.0031963887,0.20868535,0.0025384503,0.29678884,0.008880325,0.20955288,0.0073144073
