,train_ML_rmse_mean,train_ML_rmse_std,test_ML_rmse_mean,test_ML_rmse_std
Q1_Q2_0.25,10.513002694420846,0.7493427359718086,11.033480527838636,0.7251157893208989
Q1_Q3_0.25,10.533201295169153,0.7396667506718221,11.36585697358409,0.8462039280560057
Q1_Q4_0.25,10.569267459751831,0.7898100077034755,11.522910223760634,0.7709391190423139
Q2_Q3_0.25,10.47085292846511,0.7630753170207669,10.618429281315658,0.7217353303595155
Q2_Q4_0.25,10.485876591199764,0.7746057974854279,10.854548275739246,0.6545256319996822
Q3_Q4_0.25,10.539184127860013,0.7579227584190535,11.010384749385137,0.7320149935906608
Q1_0.25,10.486376275938177,0.7603080215497446,10.983651070199096,0.6243953664004721
Q2_0.25,10.449987600711735,0.7769541928700722,10.40329682314363,0.723319680545755
Q3_0.25,10.453214529229076,0.77674449815786,10.594024496131148,0.7891091393589541
Q4_0.25,10.520543707521334,0.7974684006508015,10.859025085011314,0.894917285915244
Q1_Q2_0.5,10.74116044996413,0.7203409680464478,12.181940389651198,0.6344277933652165
Q1_Q3_0.5,10.642558781469734,0.6959207600882187,12.100143817451078,0.6282768935751682
Q1_Q4_0.5,10.700254065609844,0.666992632843925,13.232578381888748,0.6109189429999754
Q2_Q3_0.5,10.532824355279299,0.7658000871144961,10.87370551188643,0.6316130731456624
Q2_Q4_0.5,10.591883805472643,0.7947798198547978,11.643550516020154,0.7902192275726301
Q3_Q4_0.5,10.615554575056626,0.7645025448413384,11.566970343403197,0.60515807640154
Q1_0.5,10.633805186585795,0.7175690008292258,11.713945816616668,0.8162112774804303
Q2_0.5,10.465806092681905,0.768143109869129,10.456955286036733,0.6873412370218575
Q3_0.5,10.488344757051928,0.763912659512006,10.592074463159326,0.8232514782062086
Q4_0.5,10.756104181754088,0.8134910105856739,11.229252066305975,0.6225210968963648
Q1_Q2_0.75,11.400402208596933,0.6651337254027484,15.756589657059397,0.1540479964876215
Q1_Q3_0.75,11.567364091669452,0.645938612020609,15.339387602917531,0.5152197907264275
Q1_Q4_0.75,11.190750282215783,0.6757383841450518,15.342805927162862,0.6125497588200933
Q2_Q3_0.75,10.680298150155966,0.7622708020045444,11.48281458506859,0.8301050901356819
Q2_Q4_0.75,10.89985981965289,0.6110478843872604,12.607906913492787,0.6192947942235983
Q3_Q4_0.75,11.165238771490799,0.7015739811617271,15.037212987995545,1.093125430065565
Q1_0.75,10.842555261389453,0.713739017384493,12.650606359996566,0.6186486644725547
Q2_0.75,10.567034267632579,0.7339416025472157,10.638869034438459,0.6453749239587907
Q3_0.75,10.505150386330659,0.7680370404672052,10.790483701679403,0.7241686397975078
Q4_0.75,11.85228710574079,1.1829275563756394,11.991565630547827,0.47493158552458886
Q1_Q2_1.0,17.26803173480651,1.66761793591667,30.336298178957794,0.5456097937789745
Q1_Q3_1.0,13.316619699153458,0.4763570293885777,24.09259245984635,0.5923658389661322
Q1_Q4_1.0,14.574165583033736,0.2882810727661529,16.685670638359515,0.409254713726719
Q2_Q3_1.0,11.222877926072918,0.8843329576582303,12.520652207535218,1.0608478742911431
Q2_Q4_1.0,13.636135913778215,1.2982660766764316,18.227071014245297,0.8405883734399527
Q3_Q4_1.0,15.095349929971054,0.6386137206278427,25.046228701598032,1.2653040503280153
Q1_1.0,13.380055547210977,0.726830575156417,21.873146738767474,0.9477550527727511
Q2_1.0,10.920474483706787,0.6818058764075842,11.453650376604106,0.5641846032728066
Q3_1.0,10.54648746470303,0.7605729812824704,10.904405764512923,0.7231759421840983
Q4_1.0,17.20914720144888,1.6219596031603192,17.39269041570648,0.4809680999964502
