,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.4
Cali,9.672632505695818e-05,0.5194315004731005,0.7194315004731004,0.5194366971628245,0.6,0.20742427897066257,0.4,0.1443589425765402,0.5194315004731005,0.4658625726806041,0.7194315004731004,0.2,0.2,4.445721695166148e-05
Climate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0
Concre,0.014010972296591498,0.08153049741327208,0.1768842549183217,0.17787751264054577,0.15422157728214764,0.13676581580588812,0.1604603302160371,0.11437317749706129,0.16038985783015508,0.12048597313127236,0.12456687587166612,0.0,0.0,0.0
Qsar,0.0,0.0,0.3988763424204449,0.3663579503369034,0.40089845503361266,0.4200343056293945,0.505188890979958,0.29155728114579965,0.022041371566639413,0.4470372586061189,0.3648288144853925,0.0033422452807987807,0.006372164453764531,0.0
Red,0.010109882643048029,0.19081507020003569,0.26590705950516974,0.3165374413400356,0.24295275388539278,0.36624072184112244,0.3165173377220562,0.2284763683145336,0.2730054336931353,0.24800201681968553,0.2876225051740035,0.0,0.0,0.0
Sonar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.4,1.0
White,0.0018758226906454337,0.46335994204823105,0.6,0.6000367484188278,0.6000367484188278,0.3168230235171213,0.4,0.20023972480167118,0.6000367484188278,0.4,0.6,0.2,0.2,0.2
Yacht,0.1172824989722114,0.09108478105878257,0.14705878842345274,0.16951474413221418,0.10876280221965204,0.16372677829945478,0.12359918201519168,0.14355837968986748,0.13432568823328936,0.10153368701990462,0.11997559986749931,0.0,0.0,0.0
Yeast,0.02420643565266165,0.40009319328864584,0.40957048763819753,0.2089854899017915,0.40009319328864584,0.3418300835428878,0.20842476697460005,0.42260313684154827,0.27467320392195677,0.3260994225244242,0.43985054324433975,0.0,0.0,0.0
