,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.4
Cali,-0.00036122961975181814,0.5194052460541778,0.7194052460541778,0.5193567847021059,0.6,0.20715195358516034,0.4,0.14405457634988908,0.5194052460541778,0.4658102054974931,0.7194052460541778,0.2,0.2,-0.00018366347881858285
Climate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0
Concre,0.001309024219193208,0.06951731393711702,0.16771272165191653,0.16797665262081057,0.14403411279528128,0.12628290859961488,0.15182973328576782,0.10337006964263531,0.150473054869697,0.11514231971518066,0.1141360980361994,0.0,0.0,0.0
Qsar,0.0,0.0,0.3895418222162971,0.3542170753662721,0.39161419967787303,0.4124111492757236,0.4983760791747966,0.28531440442403244,0.012870787908796574,0.43870854305347357,0.3551930277948437,0.0015172408720085149,0.002717659030459024,0.0
Red,0.0006648103296224399,0.1832088815039875,0.2611022041502243,0.3111087399340422,0.23768989066311064,0.3610467921492342,0.3128828860482531,0.2213706752638549,0.26813634537710496,0.24299512036400955,0.2838265864654392,0.0,0.0,0.0
Sonar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.4,1.0
White,0.00024587386147780296,0.46250603669907797,0.6,0.5997612580136176,0.5997612580136176,0.31613002836872794,0.4,0.1994353832220646,0.5997612580136176,0.4,0.6,0.2,0.2,0.2
Yacht,0.05462020358512496,0.02661228277433834,0.09716347796362182,0.12492434695084031,0.067777258212732,0.11817534257793394,0.08321950041905175,0.10160219449720362,0.09429220932085015,0.06011899181151633,0.03396384649039062,0.0,0.0,0.0
Yeast,0.016352204889434455,0.39679980283207095,0.4062864476951179,0.2036385429273464,0.39679980283207095,0.3360087694955233,0.19954631790422137,0.41829744622041803,0.2717855494240752,0.3222182834680995,0.43668271593685803,0.0,0.0,0.0
