,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8
Cali,0.0069200662922122725,0.8388104921083557,0.9194052460541778,0.9194052460541778,0.7193567847021058,0.4861345084251,0.9194052460541778,0.41043858165722236,0.7194052460541778,0.8376149999870096,0.9194052460541778,0.2,0.2,0.2
Climate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Concre,0.03668612636469213,0.1102378649644739,0.29316814648569445,0.07631585728938203,0.2822291009356316,0.3566852189735438,0.27847566413844405,0.34589917674657505,0.23471297322982804,0.30112348306262,0.2127665427939019,0.0,0.0,0.0
Qsar,0.0,0.002418901269090914,0.525135481046043,0.6686112769238942,0.5167293036561723,0.5219709426149575,0.6423920189719354,0.4570264044681659,0.10870697089310961,0.5532370848653784,0.43480071579157764,0.010268458138678828,0.004452010968024968,0.0
Red,0.02016912519174435,0.2653869111964745,0.5023292170655208,0.47608652600627577,0.5194890323420909,0.3911743743557091,0.48123223539936416,0.4719367398413957,0.5003733569600242,0.49934992194869726,0.4557206251414586,0.0,0.0,0.0
Sonar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,1.0
White,0.0026656910469283384,0.36896541514028786,0.6,0.7166254603399455,0.5166254603399454,0.48417134359382186,0.6,0.3999013923748938,0.5997955010225168,0.6,0.7166254603399455,0.2,0.2,0.2
Yacht,0.15084382110124311,0.03519957408898233,0.19700317587295604,0.30722746060695044,0.1982280253967085,0.2609560962440584,0.2127346376704838,0.23562519884415328,0.19937366229540604,0.19449007012270764,0.05604320743603371,0.0,0.0,0.0
Yeast,0.008396406220652394,0.5580655139219092,0.517945245928305,0.4055304213882572,0.5084586010652581,0.5463033619679438,0.4350399718611725,0.5675521587849561,0.4026549922721733,0.4099645991850114,0.5463033619679438,0.0,0.0,0.0
