,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,1.0,0.8,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2
Cali,8.125067151490356e-05,0.5194315004731005,0.5194315004731005,0.3194315004731004,0.6388630009462009,0.12914759245641794,0.5194315004731005,0.10617934884715052,0.5194315004731005,0.3529681805702436,0.5194315004731005,0.2,0.2000072911155076,0.00011215210757408948
Climate,1.0,0.8,0.0,1.0,0.0,0.2,1.0,0.4,1.0,0.2,0.2,1.0,1.0,1.0
Concre,0.016933377047376363,0.024826415657415647,0.1206571003231347,0.15090893148481943,0.06862704322521358,0.06761123603156619,0.10342035253949064,0.06308053072884476,0.07388203339797172,0.026811918886252555,0.060585071485389275,0.0,0.0,0.006576251702819102
Qsar,0.0,0.0431183273538448,0.2430390949150832,0.14319923554695144,0.24183743103142952,0.24027799055253624,0.30935111741703036,0.17410002837472646,0.0,0.2555196032397898,0.17816226080286507,0.0,0.0,0.0
Red,0.0016056895287560637,0.17620027490822399,0.1435233992090949,0.22844784336359952,0.14373154541902547,0.24734780191312739,0.17887522786929433,0.19046155018804914,0.23365298509477378,0.13046350321426942,0.16784662759981656,0.0,0.03738312438554714,0.0036690403991174515
Sonar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.4,0.2,1.0
White,0.0004454759736385266,0.20008861209495646,0.4,0.4,0.40003674841882786,0.3168230235171213,0.4,0.4,0.40003674841882786,0.4,0.40002593183806423,0.2,0.0,0.20042388478627055
Yacht,0.05732903967578209,0.08410080422498968,0.07320491461460973,0.11474539648386999,0.039102460597010266,0.06494431557514388,0.05377712302066819,0.053148651329790464,0.04657786765066467,0.028680465305219633,0.101044295622076,0.0,0.0,0.007462807357312824
Yeast,0.0112716701898748,0.17078266945215864,0.2920873451404592,0.17957731768957158,0.2519933599072779,0.32888919349462953,0.18800072832257664,0.22770061856436846,0.22648780567640053,0.2920873451404592,0.29265660351160777,0.0,0.0,0.00681809778731709
