,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.75,17.37510 ± 0.718,13.34210 ± 0.698,16.43070 ± 0.580,15.97414 ± 0.635,14.41292 ± 0.574,14.84742 ± 0.595,15.35134 ± 0.542,16.78144 ± 0.570,15.23247 ± 0.300,14.29459 ± 0.588,16.71282 ± 0.530,16.48572 ± 0.601,39.50225 ± 0.859,16.36406 ± 0.614
Q1_Q3_0.75,16.95040 ± 0.790,14.50202 ± 0.640,15.34180 ± 0.540,15.52198 ± 0.672,14.17060 ± 0.618,14.20179 ± 0.646,14.61323 ± 0.768,15.91414 ± 0.628,14.14675 ± 0.561,14.33592 ± 0.859,16.05671 ± 0.518,15.67160 ± 0.663,39.46321 ± 0.849,15.51139 ± 0.680
Q1_Q4_0.75,16.45098 ± 0.506,16.12388 ± 0.549,14.91604 ± 0.627,14.70797 ± 0.563,14.64598 ± 0.636,14.53582 ± 0.644,14.70526 ± 0.600,15.13893 ± 0.592,14.71075 ± 0.562,15.42946 ± 0.713,15.59419 ± 0.567,15.50818 ± 0.553,39.47918 ± 0.870,14.93080 ± 0.618
Q2_Q3_0.75,14.67221 ± 0.499,15.87256 ± 0.612,12.74136 ± 0.660,12.94362 ± 0.651,12.87877 ± 0.751,13.25787 ± 0.672,13.27857 ± 0.612,12.92379 ± 0.652,13.00210 ± 0.578,13.54782 ± 0.503,14.03276 ± 0.708,13.94171 ± 0.752,39.48521 ± 0.847,12.81771 ± 0.595
Q2_Q4_0.75,14.09998 ± 0.590,18.64659 ± 0.647,14.68163 ± 0.706,14.33234 ± 0.695,13.12374 ± 0.472,13.20268 ± 0.641,14.03628 ± 0.760,14.63420 ± 0.689,13.25677 ± 0.612,15.96309 ± 0.992,15.46946 ± 0.646,15.96915 ± 0.766,39.48102 ± 0.853,14.65985 ± 0.715
Q3_Q4_0.75,13.47224 ± 0.632,22.53117 ± 0.930,16.72497 ± 0.811,16.33047 ± 0.797,14.33097 ± 0.893,14.30125 ± 0.870,15.14790 ± 0.658,16.36944 ± 0.862,15.18824 ± 0.747,18.33913 ± 1.357,18.46052 ± 1.036,19.28106 ± 1.069,39.50282 ± 0.827,16.59022 ± 0.894
Q1_0.75,16.74694 ± 0.685,12.61873 ± 0.663,15.54864 ± 0.665,14.99166 ± 0.684,13.39644 ± 0.615,14.24087 ± 0.632,14.58307 ± 0.523,15.71636 ± 0.558,13.73900 ± 0.590,14.32774 ± 0.625,16.01899 ± 0.491,15.56758 ± 0.631,39.48221 ± 0.860,15.36743 ± 0.625
Q2_0.75,14.00362 ± 0.666,13.07823 ± 0.639,12.70531 ± 0.619,12.81967 ± 0.613,13.03265 ± 0.635,13.07664 ± 0.633,12.90906 ± 0.614,12.82485 ± 0.672,12.70987 ± 0.670,13.43596 ± 0.606,13.69800 ± 0.573,13.61390 ± 0.812,39.47658 ± 0.864,12.79879 ± 0.665
Q3_0.75,13.26808 ± 0.529,14.51157 ± 0.710,12.67374 ± 0.611,12.96326 ± 0.648,12.73029 ± 0.617,12.84290 ± 0.659,12.68488 ± 0.628,12.74587 ± 0.702,12.77687 ± 0.584,13.67329 ± 0.616,13.74362 ± 0.595,13.81675 ± 0.758,39.47657 ± 0.854,12.67785 ± 0.537
Q4_0.75,13.21869 ± 0.692,17.00971 ± 0.644,14.85394 ± 0.614,14.13200 ± 0.660,12.84627 ± 0.649,13.18969 ± 0.628,14.03438 ± 0.669,14.86319 ± 0.635,12.93630 ± 0.629,15.33856 ± 0.433,15.40454 ± 0.533,15.79554 ± 0.628,39.52812 ± 0.843,14.94650 ± 0.659
Q1_Q2_1.0,18.36087 ± 0.731,13.42440 ± 0.786,19.01111 ± 0.684,19.19769 ± 0.643,18.87675 ± 0.650,18.34753 ± 0.845,18.85805 ± 0.698,19.24441 ± 0.679,18.91431 ± 0.632,17.73323 ± 0.408,19.05576 ± 0.697,18.78924 ± 0.692,39.45513 ± 0.859,19.01763 ± 0.669
Q1_Q3_1.0,18.03281 ± 0.822,15.82085 ± 0.642,18.19916 ± 0.621,18.51216 ± 0.652,17.88683 ± 0.666,16.89559 ± 0.748,17.68912 ± 0.602,18.80690 ± 0.661,17.88771 ± 0.764,16.56069 ± 0.506,18.35497 ± 0.727,17.99660 ± 0.694,39.41554 ± 0.855,18.17561 ± 0.613
Q1_Q4_1.0,17.27111 ± 0.829,18.84894 ± 0.514,15.78300 ± 0.566,15.86025 ± 0.565,15.75626 ± 0.567,15.79943 ± 0.566,15.74708 ± 0.567,15.93904 ± 0.564,15.84378 ± 0.553,16.23879 ± 0.655,15.86405 ± 0.543,15.84253 ± 0.569,39.50637 ± 0.876,15.79458 ± 0.558
Q2_Q3_1.0,15.36914 ± 0.463,17.92455 ± 0.691,12.78490 ± 0.643,13.49629 ± 0.663,13.26831 ± 0.582,13.83835 ± 0.725,13.85402 ± 0.626,12.96938 ± 0.600,13.49494 ± 0.620,14.13124 ± 0.967,14.22158 ± 0.711,14.03550 ± 0.563,39.48253 ± 0.849,12.93245 ± 0.693
Q2_Q4_1.0,14.59498 ± 0.529,24.82209 ± 0.714,17.00959 ± 0.721,16.23907 ± 0.559,15.63447 ± 0.693,14.76131 ± 0.695,15.84478 ± 0.845,16.36679 ± 0.693,15.72978 ± 0.692,17.34110 ± 0.685,17.55153 ± 0.504,18.02633 ± 0.648,39.46968 ± 0.843,16.99943 ± 0.679
Q3_Q4_1.0,13.74406 ± 0.586,33.02442 ± 0.999,22.12237 ± 1.070,21.76352 ± 1.479,22.22714 ± 1.278,21.83252 ± 1.284,21.57620 ± 0.863,20.09920 ± 1.018,21.79923 ± 1.061,20.52157 ± 0.914,21.84521 ± 2.584,22.18132 ± 3.707,39.50519 ± 0.838,20.32979 ± 1.615
Q1_1.0,17.45838 ± 0.594,12.53092 ± 0.682,17.31091 ± 0.608,18.02193 ± 0.640,17.33980 ± 0.574,17.34350 ± 0.647,17.21569 ± 0.594,17.81333 ± 0.647,17.19200 ± 0.679,16.37087 ± 0.587,17.65543 ± 0.762,17.26122 ± 0.612,39.49821 ± 0.843,17.31229 ± 0.602
Q2_1.0,14.44579 ± 0.489,13.36095 ± 0.685,12.76385 ± 0.580,12.98257 ± 0.608,13.20298 ± 0.546,13.22430 ± 0.609,13.12156 ± 0.578,13.00115 ± 0.646,12.91870 ± 0.637,13.37856 ± 0.532,14.00939 ± 0.601,13.75913 ± 0.561,39.47017 ± 0.863,12.89743 ± 0.558
Q3_1.0,13.48411 ± 0.575,15.53776 ± 0.639,12.75872 ± 0.681,13.10158 ± 0.741,12.76280 ± 0.700,12.89253 ± 0.743,12.87467 ± 0.624,12.74430 ± 0.701,12.80064 ± 0.795,13.79680 ± 0.698,13.98997 ± 0.821,13.79723 ± 0.577,39.46527 ± 0.844,12.83601 ± 0.656
Q4_1.0,13.30012 ± 0.692,19.72149 ± 0.763,16.39983 ± 0.710,16.43499 ± 0.735,15.00041 ± 0.621,14.83513 ± 0.670,15.60065 ± 0.558,16.44758 ± 0.688,15.46350 ± 0.681,16.87887 ± 0.575,17.38133 ± 0.514,17.67753 ± 0.847,39.52738 ± 0.843,16.37830 ± 0.667
