,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,14.53481 ± 0.460,12.84504 ± 0.570,13.36719 ± 0.619,13.05861 ± 0.692,12.98943 ± 0.625,13.28970 ± 0.595,13.04330 ± 0.557,13.49601 ± 0.635,12.68659 ± 0.607,13.44616 ± 0.652,13.66294 ± 0.552,13.55260 ± 0.793,39.51409 ± 0.834,13.48590 ± 0.579
Q1_Q3_0.25,14.36941 ± 0.621,13.08460 ± 0.661,13.44171 ± 0.613,13.01581 ± 0.653,12.92780 ± 0.627,13.07821 ± 0.588,13.26004 ± 0.653,13.34501 ± 0.563,12.90252 ± 0.597,13.56103 ± 0.673,13.89830 ± 0.629,13.78709 ± 0.628,39.46085 ± 0.853,13.46975 ± 0.613
Q1_Q4_0.25,14.07956 ± 0.810,13.58772 ± 0.607,13.25171 ± 0.655,13.04897 ± 0.676,13.00155 ± 0.643,13.12224 ± 0.645,13.20968 ± 0.643,13.38687 ± 0.583,12.89571 ± 0.603,14.09264 ± 0.712,14.13686 ± 0.709,13.97570 ± 0.784,39.50442 ± 0.849,13.35593 ± 0.679
Q2_Q3_0.25,13.27173 ± 0.615,13.28028 ± 0.727,12.59890 ± 0.665,12.63234 ± 0.651,12.57633 ± 0.561,12.67735 ± 0.754,12.62931 ± 0.658,12.55264 ± 0.637,12.66188 ± 0.626,13.45419 ± 0.691,13.51292 ± 0.664,13.59923 ± 0.459,39.46148 ± 0.852,12.76173 ± 0.720
Q2_Q4_0.25,13.30412 ± 0.802,13.71108 ± 0.765,13.08304 ± 0.621,13.05008 ± 0.592,12.71753 ± 0.681,12.85455 ± 0.594,12.98118 ± 0.615,13.16453 ± 0.570,12.79295 ± 0.576,13.89571 ± 0.682,13.83956 ± 0.365,14.01414 ± 0.712,39.50524 ± 0.854,13.01657 ± 0.521
Q3_Q4_0.25,13.07343 ± 0.703,14.24392 ± 0.658,13.25316 ± 0.717,12.81934 ± 0.750,12.66400 ± 0.654,12.54640 ± 0.657,12.92574 ± 0.677,13.20545 ± 0.719,12.60888 ± 0.632,13.68436 ± 0.578,13.98800 ± 0.698,13.96172 ± 0.769,39.49165 ± 0.857,13.22434 ± 0.709
Q1_0.25,14.01551 ± 0.725,12.45236 ± 0.586,13.28999 ± 0.559,13.02127 ± 0.670,12.82484 ± 0.669,12.89639 ± 0.601,13.05109 ± 0.612,13.33524 ± 0.565,12.84955 ± 0.597,13.43618 ± 0.635,13.61198 ± 0.927,13.42772 ± 0.496,39.49924 ± 0.854,13.26183 ± 0.630
Q2_0.25,12.98346 ± 0.603,12.64065 ± 0.747,12.65322 ± 0.640,12.65758 ± 0.653,12.70337 ± 0.667,12.72250 ± 0.646,12.73178 ± 0.642,12.70751 ± 0.627,12.56707 ± 0.674,13.42896 ± 0.641,13.40136 ± 0.562,13.33462 ± 0.459,39.46524 ± 0.861,12.70106 ± 0.617
Q3_0.25,12.90509 ± 0.661,13.26443 ± 0.716,12.63697 ± 0.660,12.58850 ± 0.638,12.57074 ± 0.630,12.58907 ± 0.634,12.56829 ± 0.693,12.67435 ± 0.601,12.69998 ± 0.633,13.61713 ± 0.702,13.38853 ± 0.420,13.35903 ± 0.634,39.45715 ± 0.851,12.65358 ± 0.625
Q4_0.25,13.02989 ± 0.681,13.36373 ± 0.714,12.73646 ± 0.754,12.79814 ± 0.710,12.61929 ± 0.679,12.51233 ± 0.702,12.66907 ± 0.728,12.89945 ± 0.716,12.61081 ± 0.613,14.06972 ± 0.845,13.74352 ± 0.497,13.99323 ± 0.651,39.49535 ± 0.845,12.79843 ± 0.749
Q1_Q2_0.5,16.08288 ± 0.587,12.85358 ± 0.719,14.42556 ± 0.558,14.15398 ± 0.602,13.34311 ± 0.645,13.66831 ± 0.618,13.75673 ± 0.547,14.56508 ± 0.630,13.19207 ± 0.618,13.49105 ± 0.680,14.95688 ± 0.706,14.52000 ± 0.616,39.43476 ± 0.887,14.61983 ± 0.629
Q1_Q3_0.5,15.74808 ± 0.614,13.28397 ± 0.628,14.10229 ± 0.649,13.78703 ± 0.641,13.16981 ± 0.655,13.43824 ± 0.610,13.60102 ± 0.553,14.42838 ± 0.599,13.16669 ± 0.698,13.84672 ± 0.599,14.74165 ± 0.391,14.24668 ± 0.735,39.46234 ± 0.850,14.11897 ± 0.729
Q1_Q4_0.5,15.51785 ± 0.579,14.74257 ± 0.721,14.25361 ± 0.616,13.80233 ± 0.552,13.68266 ± 0.604,13.87326 ± 0.542,13.73157 ± 0.595,14.53467 ± 0.622,13.70700 ± 0.635,14.67393 ± 0.659,14.95208 ± 0.511,14.83319 ± 0.689,39.46502 ± 0.863,14.39468 ± 0.594
Q2_Q3_0.5,14.02504 ± 0.570,14.21498 ± 0.638,12.62548 ± 0.646,12.85153 ± 0.677,12.94613 ± 0.631,12.90536 ± 0.638,12.80279 ± 0.582,12.80978 ± 0.649,12.69245 ± 0.568,13.39621 ± 0.587,13.92093 ± 0.629,13.85621 ± 0.722,39.47189 ± 0.854,12.79082 ± 0.598
Q2_Q4_0.5,13.79358 ± 0.503,15.41787 ± 0.711,13.57477 ± 0.702,13.28288 ± 0.671,12.81398 ± 0.603,12.88161 ± 0.636,12.91011 ± 0.626,13.72200 ± 0.602,12.77320 ± 0.672,14.28490 ± 0.736,14.38334 ± 0.833,14.56731 ± 0.696,39.50979 ± 0.849,13.70262 ± 0.624
Q3_Q4_0.5,13.35144 ± 0.706,17.25242 ± 0.718,14.39458 ± 0.747,13.95619 ± 0.713,12.81568 ± 0.574,12.91569 ± 0.667,13.52543 ± 0.644,14.35303 ± 0.715,13.02678 ± 0.554,15.39524 ± 0.721,14.74330 ± 0.699,15.30112 ± 0.679,39.50438 ± 0.842,14.47227 ± 0.710
Q1_0.5,15.43979 ± 0.607,12.74793 ± 0.612,13.94461 ± 0.639,13.47608 ± 0.673,13.11665 ± 0.618,13.39669 ± 0.636,13.51775 ± 0.665,14.07376 ± 0.625,13.00278 ± 0.597,13.57683 ± 0.656,14.46348 ± 0.560,14.14760 ± 0.686,39.45153 ± 0.855,14.08212 ± 0.635
Q2_0.5,13.52726 ± 0.611,12.90151 ± 0.670,12.59941 ± 0.616,12.60209 ± 0.625,12.62330 ± 0.601,12.67066 ± 0.605,12.72789 ± 0.615,12.70096 ± 0.646,12.56351 ± 0.615,13.39039 ± 0.628,13.62383 ± 0.744,13.43889 ± 0.570,39.47970 ± 0.869,12.70997 ± 0.662
Q3_0.5,13.06389 ± 0.599,13.54318 ± 0.660,12.69373 ± 0.647,12.70843 ± 0.618,12.57123 ± 0.698,12.71305 ± 0.630,12.63317 ± 0.651,12.70298 ± 0.656,12.66770 ± 0.655,13.59639 ± 0.632,13.67081 ± 0.581,13.72263 ± 0.654,39.47227 ± 0.862,12.74510 ± 0.656
Q4_0.5,13.05845 ± 0.648,14.68436 ± 0.676,13.51990 ± 0.735,13.12084 ± 0.710,12.70910 ± 0.681,12.64823 ± 0.612,12.98616 ± 0.627,13.67074 ± 0.748,12.72692 ± 0.687,14.66610 ± 0.664,14.46342 ± 0.626,14.45542 ± 0.691,39.51672 ± 0.847,13.65496 ± 0.765
