,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,12.33275,11.03059,11.31578,11.07863,10.98222,11.07310,11.05559,11.26856,10.91861,12.45308,11.94625,12.10810,16.82553,11.42743
Q1_Q3_0.25,12.14090,11.33471,11.28121,11.08296,11.10325,11.11252,11.14626,11.28112,10.95667,12.66965,12.15655,12.00242,16.83450,11.40506
Q1_Q4_0.25,12.12315,11.58910,11.27911,11.01607,11.04307,11.12376,11.09034,11.36753,11.00141,12.80555,12.36165,12.25267,16.79231,11.50443
Q2_Q3_0.25,11.49940,11.61799,10.63692,10.76944,10.68905,10.68150,10.73267,10.71715,10.65850,12.44001,11.98431,11.92096,16.71772,10.87064
Q2_Q4_0.25,11.57679,12.23110,10.93736,10.98182,10.68722,10.72607,10.85224,10.96605,10.83755,12.57868,12.23720,12.17993,16.71542,11.10913
Q3_Q4_0.25,11.18134,12.27374,11.12061,10.98891,10.86825,10.90344,11.03275,11.09819,10.84680,12.62407,12.23837,12.35791,16.69582,11.17912
Q1_0.25,11.80987,10.64278,11.14336,10.85974,10.88142,10.91390,10.85380,11.14614,10.82947,12.41776,12.04051,11.82167,16.80340,11.17941
Q2_0.25,11.29698,10.90345,10.64620,10.64647,10.62960,10.63812,10.65895,10.64256,10.62547,12.41810,11.76424,11.81712,16.75671,10.75316
Q3_0.25,10.88857,11.28147,10.65289,10.63898,10.70530,10.70581,10.65698,10.67929,10.64393,12.49970,11.87088,11.77262,16.69760,10.71746
Q4_0.25,10.90733,11.64416,10.98245,10.87503,10.75851,10.82646,10.91613,11.01806,10.79629,12.67322,12.25107,12.31303,16.69143,11.01796
Q1_Q2_0.5,13.62012,11.44110,12.49051,12.04668,11.60434,11.76326,11.76521,12.36471,11.41545,12.66578,13.14378,12.89007,16.87375,12.63800
Q1_Q3_0.5,13.27843,11.81112,11.79213,11.67748,11.49604,11.63283,11.54677,11.83237,11.33698,12.83928,12.78440,12.34847,16.69214,11.95254
Q1_Q4_0.5,13.80000,12.84218,12.51091,12.04685,12.09749,12.12724,12.02671,12.60527,11.90090,13.41961,13.89695,13.70385,16.74308,12.71649
Q2_Q3_0.5,12.38439,12.40642,10.75970,10.93098,10.89113,10.99623,10.99084,10.81910,11.00073,12.47624,12.13784,12.20532,16.70884,11.11223
Q2_Q4_0.5,12.43387,13.35844,11.43048,11.46164,11.17687,11.30285,11.45848,11.58537,11.17993,12.94496,13.16764,13.33562,16.68233,11.72644
Q3_Q4_0.5,11.69784,13.93313,11.77305,11.74877,11.13002,11.28752,11.46835,11.77450,11.27088,12.99121,13.08372,13.40797,16.71429,11.93255
Q1_0.5,12.99613,10.69452,11.95168,11.42663,11.22769,11.35633,11.37793,11.83635,11.14944,12.53669,12.55169,12.16946,16.86380,12.00247
Q2_0.5,11.77615,11.23619,10.76039,10.72868,10.69776,10.72141,10.72557,10.73469,10.67710,12.40536,11.88402,11.73274,16.84452,11.00469
Q3_0.5,11.09900,11.57855,10.68132,10.77697,10.75022,10.74566,10.70647,10.70291,10.72203,12.46281,12.08602,11.97466,16.75133,10.79974
Q4_0.5,11.10135,12.83273,11.39437,11.30253,10.94294,11.05682,11.19978,11.42858,10.99155,12.90953,12.92878,12.94240,16.71902,11.41986
Q1_Q2_0.75,14.98172,11.70944,14.49308,13.80125,12.82837,13.62479,13.37947,14.09237,13.33889,13.17270,15.59033,15.50293,17.10426,14.44975
Q1_Q3_0.75,14.73773,12.21651,13.72469,13.50169,12.96116,12.74130,12.73494,13.53976,12.89980,13.43061,15.74723,15.50802,16.74750,13.74924
Q1_Q4_0.75,15.38483,14.02308,14.07982,13.65791,13.69175,13.59531,13.29038,14.32648,13.43763,14.42735,15.71698,15.52678,16.73255,14.28306
Q2_Q3_0.75,13.15849,12.95226,10.89619,11.52287,11.29981,11.59276,11.62901,11.12682,11.37245,12.70376,12.25036,12.25656,16.68792,11.30125
Q2_Q4_0.75,12.87938,14.72749,12.16022,12.40969,11.64350,11.74977,12.10546,12.32139,11.62667,13.71400,14.28136,14.39227,16.70352,12.58162
