,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,13.62012 ± 0.459,11.44110 ± 0.500,12.49051 ± 0.489,12.04668 ± 0.483,11.60434 ± 0.568,11.76326 ± 0.505,11.76521 ± 0.527,12.36471 ± 0.502,11.41545 ± 0.450,12.66578 ± 0.465,13.14378 ± 0.350,12.89007 ± 0.582,16.87375 ± 0.580,12.63800 ± 0.505
Q1_Q3_0.5,13.27843 ± 0.629,11.81112 ± 0.496,11.79213 ± 0.535,11.67748 ± 0.506,11.49604 ± 0.495,11.63283 ± 0.517,11.54677 ± 0.537,11.83237 ± 0.542,11.33698 ± 0.429,12.83928 ± 0.527,12.78440 ± 0.305,12.34847 ± 0.577,16.69214 ± 0.585,11.95254 ± 0.599
Q1_Q4_0.5,13.80000 ± 0.602,12.84218 ± 0.550,12.51091 ± 0.532,12.04685 ± 0.426,12.09749 ± 0.490,12.12724 ± 0.521,12.02671 ± 0.413,12.60527 ± 0.559,11.90090 ± 0.520,13.41961 ± 0.547,13.89695 ± 0.470,13.70385 ± 0.481,16.74308 ± 0.559,12.71649 ± 0.515
Q2_Q3_0.5,12.38439 ± 0.426,12.40642 ± 0.498,10.75970 ± 0.463,10.93098 ± 0.468,10.89113 ± 0.506,10.99623 ± 0.504,10.99084 ± 0.489,10.81910 ± 0.509,11.00073 ± 0.452,12.47624 ± 0.482,12.13784 ± 0.294,12.20532 ± 0.532,16.70884 ± 0.654,11.11223 ± 0.432
Q2_Q4_0.5,12.43387 ± 0.554,13.35844 ± 0.554,11.43048 ± 0.369,11.46164 ± 0.487,11.17687 ± 0.448,11.30285 ± 0.436,11.45848 ± 0.485,11.58537 ± 0.394,11.17993 ± 0.454,12.94496 ± 0.446,13.16764 ± 0.453,13.33562 ± 0.517,16.68233 ± 0.601,11.72644 ± 0.427
Q3_Q4_0.5,11.69784 ± 0.454,13.93313 ± 0.485,11.77305 ± 0.397,11.74877 ± 0.501,11.13002 ± 0.464,11.28752 ± 0.483,11.46835 ± 0.468,11.77450 ± 0.448,11.27088 ± 0.504,12.99121 ± 0.306,13.08372 ± 0.448,13.40797 ± 0.318,16.71429 ± 0.606,11.93255 ± 0.449
Q1_0.5,12.99613 ± 0.612,10.69452 ± 0.477,11.95168 ± 0.562,11.42663 ± 0.477,11.22769 ± 0.508,11.35633 ± 0.537,11.37793 ± 0.482,11.83635 ± 0.519,11.14944 ± 0.477,12.53669 ± 0.476,12.55169 ± 0.613,12.16946 ± 0.361,16.86380 ± 0.552,12.00247 ± 0.518
Q2_0.5,11.77615 ± 0.527,11.23619 ± 0.486,10.76039 ± 0.462,10.72868 ± 0.465,10.69776 ± 0.478,10.72141 ± 0.474,10.72557 ± 0.470,10.73469 ± 0.472,10.67710 ± 0.447,12.40536 ± 0.428,11.88402 ± 0.443,11.73274 ± 0.438,16.84452 ± 0.661,11.00469 ± 0.466
Q3_0.5,11.09900 ± 0.493,11.57855 ± 0.467,10.68132 ± 0.450,10.77697 ± 0.437,10.75022 ± 0.442,10.74566 ± 0.465,10.70647 ± 0.466,10.70291 ± 0.459,10.72203 ± 0.471,12.46281 ± 0.376,12.08602 ± 0.289,11.97466 ± 0.448,16.75133 ± 0.657,10.79974 ± 0.451
Q4_0.5,11.10135 ± 0.497,12.83273 ± 0.471,11.39437 ± 0.436,11.30253 ± 0.494,10.94294 ± 0.457,11.05682 ± 0.448,11.19978 ± 0.447,11.42858 ± 0.457,10.99155 ± 0.481,12.90953 ± 0.344,12.92878 ± 0.271,12.94240 ± 0.327,16.71902 ± 0.610,11.41986 ± 0.470
Q1_Q2_0.75,14.98172 ± 0.643,11.70944 ± 0.569,14.49308 ± 0.641,13.80125 ± 0.565,12.82837 ± 0.615,13.62479 ± 0.760,13.37947 ± 0.571,14.09237 ± 0.600,13.33889 ± 0.558,13.17270 ± 0.711,15.59033 ± 0.895,15.50293 ± 0.856,17.10426 ± 0.678,14.44975 ± 0.693
Q1_Q3_0.75,14.73773 ± 0.420,12.21651 ± 0.496,13.72469 ± 0.607,13.50169 ± 0.622,12.96116 ± 0.472,12.74130 ± 0.609,12.73494 ± 0.501,13.53976 ± 0.568,12.89980 ± 0.514,13.43061 ± 0.748,15.74723 ± 0.786,15.50802 ± 1.062,16.74750 ± 0.642,13.74924 ± 0.638
Q1_Q4_0.75,15.38483 ± 0.542,14.02308 ± 0.480,14.07982 ± 0.587,13.65791 ± 0.667,13.69175 ± 0.548,13.59531 ± 0.614,13.29038 ± 0.419,14.32648 ± 0.615,13.43763 ± 0.563,14.42735 ± 0.548,15.71698 ± 0.694,15.52678 ± 0.354,16.73255 ± 0.555,14.28306 ± 0.727
Q2_Q3_0.75,13.15849 ± 0.570,12.95226 ± 0.518,10.89619 ± 0.471,11.52287 ± 0.488,11.29981 ± 0.496,11.59276 ± 0.549,11.62901 ± 0.501,11.12682 ± 0.525,11.37245 ± 0.502,12.70376 ± 0.416,12.25036 ± 0.453,12.25656 ± 0.633,16.68792 ± 0.632,11.30125 ± 0.491
Q2_Q4_0.75,12.87938 ± 0.541,14.72749 ± 0.593,12.16022 ± 0.420,12.40969 ± 0.457,11.64350 ± 0.459,11.74977 ± 0.489,12.10546 ± 0.395,12.32139 ± 0.453,11.62667 ± 0.404,13.71400 ± 0.578,14.28136 ± 0.668,14.39227 ± 0.513,16.70352 ± 0.597,12.58162 ± 0.521
Q3_Q4_0.75,12.34113 ± 0.585,15.72117 ± 0.508,13.43904 ± 0.485,13.51441 ± 0.510,12.24587 ± 0.396,12.32202 ± 0.381,12.88136 ± 0.335,13.35185 ± 0.478,12.80020 ± 0.400,14.37654 ± 0.405,15.43066 ± 0.740,15.88270 ± 0.596,16.71315 ± 0.583,13.39101 ± 0.465
Q1_0.75,14.51135 ± 0.447,10.70201 ± 0.481,13.63512 ± 0.669,12.77015 ± 0.600,11.76758 ± 0.555,12.56691 ± 0.645,12.65738 ± 0.652,13.44428 ± 0.634,11.85096 ± 0.486,13.08600 ± 0.594,15.92629 ± 1.006,14.99964 ± 0.902,17.07096 ± 0.543,13.57820 ± 0.708
Q2_0.75,12.29296 ± 0.642,11.60739 ± 0.490,10.75711 ± 0.415,10.89510 ± 0.462,10.73043 ± 0.474,10.81193 ± 0.461,10.80655 ± 0.440,10.88619 ± 0.435,10.77857 ± 0.455,12.40071 ± 0.437,12.16816 ± 0.332,12.10279 ± 0.653,16.79869 ± 0.662,11.11975 ± 0.474
Q3_0.75,11.42237 ± 0.553,12.20314 ± 0.511,10.78620 ± 0.436,11.01551 ± 0.486,10.82411 ± 0.478,10.85711 ± 0.491,10.84204 ± 0.490,10.75375 ± 0.459,10.87751 ± 0.471,12.47322 ± 0.418,12.05298 ± 0.520,12.17767 ± 0.549,16.67966 ± 0.621,10.96399 ± 0.457
Q4_0.75,11.37348 ± 0.518,14.14008 ± 0.382,12.05700 ± 0.361,11.87564 ± 0.463,11.35588 ± 0.411,11.60716 ± 0.386,11.74455 ± 0.366,12.07194 ± 0.352,11.35514 ± 0.508,13.45493 ± 0.292,13.90098 ± 0.513,14.41046 ± 0.387,16.69840 ± 0.574,12.18122 ± 0.390
Q1_Q2_1.0,16.02579 ± 0.651,12.17815 ± 0.575,18.88705 ± 0.911,16.89748 ± 0.659,18.35518 ± 0.855,17.75746 ± 0.697,17.15763 ± 0.732,18.52801 ± 0.835,17.48089 ± 0.715,16.58957 ± 0.412,17.48640 ± 0.944,17.22712 ± 0.824,17.17617 ± 0.686,17.71321 ± 0.841
Q1_Q3_1.0,15.81015 ± 0.704,12.87858 ± 0.553,16.56577 ± 0.757,15.64050 ± 0.650,16.26070 ± 0.789,15.69184 ± 0.896,15.87348 ± 0.725,16.30731 ± 0.739,16.03962 ± 0.771,15.71569 ± 0.772,16.61162 ± 0.730,16.57221 ± 0.598,16.86816 ± 0.592,16.15749 ± 0.716
Q1_Q4_1.0,16.58551 ± 0.758,15.40614 ± 0.464,16.04317 ± 0.650,16.10171 ± 0.546,16.00948 ± 0.604,16.30664 ± 0.629,16.16219 ± 0.527,16.13146 ± 0.652,16.16295 ± 0.562,16.42087 ± 0.677,16.46887 ± 0.542,16.44389 ± 0.772,16.76240 ± 0.548,16.04507 ± 0.694
Q2_Q3_1.0,13.86474 ± 0.414,14.04516 ± 0.655,11.18902 ± 0.411,12.23448 ± 0.491,11.75811 ± 0.513,12.23320 ± 0.548,13.29851 ± 0.545,11.43479 ± 0.502,11.92963 ± 0.536,12.94268 ± 0.576,12.70322 ± 0.529,12.66842 ± 0.443,16.70472 ± 0.657,11.72773 ± 0.540
Q2_Q4_1.0,14.03689 ± 0.604,16.21362 ± 0.515,14.00720 ± 0.472,14.28544 ± 0.472,13.67168 ± 0.509,14.13783 ± 0.931,14.26719 ± 0.596,13.90991 ± 0.513,14.06194 ± 0.497,14.77729 ± 0.598,15.89629 ± 0.613,15.77574 ± 0.376,16.69483 ± 0.587,14.02683 ± 0.517
Q3_Q4_1.0,12.83910 ± 0.467,17.08081 ± 0.600,16.37271 ± 0.637,16.44706 ± 0.691,16.44678 ± 0.402,16.21641 ± 0.766,16.16419 ± 0.455,16.02784 ± 0.572,16.15521 ± 0.592,16.84438 ± 0.982,16.58575 ± 0.548,16.61333 ± 0.598,16.79082 ± 0.585,16.06101 ± 0.582
Q1_1.0,15.47139 ± 0.422,10.87037 ± 0.511,16.50367 ± 0.822,16.06759 ± 0.606,16.02027 ± 0.888,16.40424 ± 0.851,15.95662 ± 0.607,16.21257 ± 0.703,16.22818 ± 0.920,16.03758 ± 0.818,16.81023 ± 0.640,16.53051 ± 0.728,17.07617 ± 0.596,16.08220 ± 0.798
Q2_1.0,12.76442 ± 0.503,11.80258 ± 0.511,11.06606 ± 0.446,11.24005 ± 0.485,11.22616 ± 0.486,11.19463 ± 0.519,11.10348 ± 0.522,11.08667 ± 0.526,11.15437 ± 0.504,12.50366 ± 0.367,12.44287 ± 0.421,12.40634 ± 0.342,16.84888 ± 0.668,11.38973 ± 0.417
Q3_1.0,11.69728 ± 0.527,12.91530 ± 0.536,10.88044 ± 0.450,11.30711 ± 0.500,10.89815 ± 0.443,11.06750 ± 0.509,11.10080 ± 0.482,10.97715 ± 0.477,11.13964 ± 0.461,12.68563 ± 0.471,12.21749 ± 0.557,12.15951 ± 0.451,16.68461 ± 0.613,11.01891 ± 0.488
Q4_1.0,11.77961 ± 0.406,15.64540 ± 0.454,13.86404 ± 0.468,14.03232 ± 0.489,13.05535 ± 0.497,13.11209 ± 0.397,13.58094 ± 0.398,13.75826 ± 0.477,13.33481 ± 0.471,14.62041 ± 0.579,15.86788 ± 0.464,15.82203 ± 0.551,16.68814 ± 0.581,13.67691 ± 0.400
