,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.10337512,0.0012192412,0.07629675,0.00052892126,0.10777525,0.005500064,0.08262056,0.0041670296
Q1_Q3_0.25,0.09778495,0.0010020991,0.07039584,0.0007509634,0.100761555,0.004133638,0.07402973,0.002486175
Q1_Q4_0.25,0.1388637,0.0008802425,0.10427071,0.00072632154,0.14445892,0.0043416084,0.114112854,0.0029054217
Q2_Q3_0.25,0.06561045,0.0011657575,0.04797296,0.00060213346,0.055730212,0.0013055733,0.04155302,0.00054000196
Q2_Q4_0.25,0.12119975,0.0009588754,0.081260085,0.00048567145,0.12456129,0.0026980208,0.08499573,0.0012193489
Q3_Q4_0.25,0.1231844,0.0006180436,0.08479734,0.00077704596,0.12660009,0.0028665029,0.08851497,0.0014107367
Q1_0.25,0.12266068,0.0021068747,0.095449746,0.001600981,0.12956142,0.005126438,0.10644803,0.003133581
Q2_0.25,0.0676027,0.0018551161,0.048157565,0.0011055071,0.058864426,0.0035586574,0.044932812,0.002814946
Q3_0.25,0.0633027,0.00097413943,0.046304718,0.0006756108,0.0546058,0.0016751094,0.039895304,0.0013344391
Q4_0.25,0.16187313,0.0020401494,0.12108984,0.0014590912,0.17095645,0.0045582596,0.13348189,0.0039803153
Q1_Q2_0.5,0.11978184,0.00042879838,0.0903706,0.00033664276,0.122847036,0.002604204,0.096456125,0.001652896
Q1_Q3_0.5,0.10626371,0.00095380924,0.076358974,0.00078078284,0.109458104,0.0018274062,0.079782516,0.0009780332
Q1_Q4_0.5,0.1440105,0.00061353703,0.11217213,0.00064028415,0.14665607,0.0023400523,0.11734785,0.0018626722
Q2_Q3_0.5,0.068230115,0.0008871197,0.050162535,0.00045890262,0.05920557,0.0014419701,0.044730663,0.0009795105
Q2_Q4_0.5,0.12872455,0.00075764523,0.0863301,0.0003292342,0.13075458,0.004332119,0.0895286,0.0028711658
Q3_Q4_0.5,0.13820973,0.0007586957,0.097535655,0.0005994917,0.14239413,0.0034612694,0.10288012,0.0023255588
Q1_0.5,0.13443111,0.0024724666,0.10719888,0.002463374,0.14371362,0.003077355,0.11950426,0.0028692898
Q2_0.5,0.069972076,0.0010798654,0.05072695,0.000609965,0.06397934,0.0024193043,0.0482696,0.0010287502
Q3_0.5,0.06480197,0.001119566,0.04759394,0.00068145065,0.054009862,0.0014900106,0.0401301,0.00078005716
Q4_0.5,0.17368364,0.0012093522,0.13454911,0.0012155541,0.1814954,0.0038575255,0.14609425,0.0023450896
Q1_Q2_0.75,0.14662586,0.0013235944,0.11658163,0.0013878758,0.15026279,0.0033937013,0.12122083,0.0016116693
Q1_Q3_0.75,0.11719825,0.002049291,0.084905826,0.0015376942,0.1216148,0.003125928,0.089057736,0.0016024938
Q1_Q4_0.75,0.14750957,0.00055610394,0.118054464,0.00045405063,0.14797679,0.0019223901,0.119357064,0.0008198543
Q2_Q3_0.75,0.07148176,0.0006205937,0.053424716,0.00022648418,0.063454725,0.0006979391,0.04815795,0.0006804983
Q2_Q4_0.75,0.1378429,0.00067890313,0.09258036,0.0005413472,0.14000851,0.0033298072,0.095594786,0.0018734386
Q3_Q4_0.75,0.16236351,0.0017431376,0.121084236,0.0017452629,0.16345382,0.0028521162,0.123780586,0.0022096662
Q1_0.75,0.15104493,0.002066186,0.12384032,0.0016952739,0.15871747,0.0062184627,0.13392523,0.0047835973
Q2_0.75,0.07361784,0.0015639862,0.0538467,0.0010843747,0.06554759,0.0013140836,0.050682396,0.0012097011
Q3_0.75,0.06677537,0.0008252776,0.04951162,0.0004237053,0.057889573,0.0013038396,0.0430851,0.0007018241
Q4_0.75,0.19220461,0.0015216762,0.1539785,0.001096689,0.19872448,0.0032808073,0.1634367,0.002619433
Q1_Q2_1.0,0.18185505,0.0013974211,0.15295565,0.0012571263,0.18091711,0.0014580698,0.15268497,0.0022020026
Q1_Q3_1.0,0.13787192,0.0019014252,0.101052836,0.0013930452,0.13930155,0.002748519,0.102377154,0.0015323373
Q1_Q4_1.0,0.14617752,0.00047526584,0.11911239,0.00026260025,0.1458154,0.0017980345,0.11891611,0.0010311293
Q2_Q3_1.0,0.07678745,0.0004976026,0.05844195,0.0005778533,0.06996518,0.0006499352,0.054025054,0.00039708402
Q2_Q4_1.0,0.15302089,0.0012513656,0.103933536,0.0007383168,0.15396935,0.0028960805,0.10524949,0.0013723782
Q3_Q4_1.0,0.18801041,0.00088422274,0.14986184,0.0007222094,0.1873682,0.0023509827,0.14959806,0.0015317547
Q1_1.0,0.17255239,0.0017748831,0.1465847,0.0012077269,0.1740003,0.0027393056,0.14909445,0.0020402384
Q2_1.0,0.07689244,0.0009453501,0.056496363,0.0004453743,0.07059511,0.002073848,0.054802995,0.0018403323
Q3_1.0,0.069315925,0.0014122337,0.05174122,0.00071931636,0.06108131,0.0021393986,0.04575167,0.0011684182
Q4_1.0,0.21034797,0.0008688455,0.17556307,0.0005384909,0.21153398,0.0031835132,0.17771785,0.0022265378
