,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,1.0,1.0,1.0,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Cali,8.654366810463194e-05,0.5194315004731005,0.5194315004731005,0.5194315004731005,0.4759147385783139,0.10344009262052482,0.5194315004731005,0.05803206066722273,0.5194315004731005,0.4,0.5194315004731005,0.2,0.2,0.00015657510586282374
Climate,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8,0.0,0.4,1.0,1.0,1.0
Concre,0.02028467817110408,0.06697208295306398,0.12392740334691572,0.10934324665024808,0.11373216954141822,0.1320470751056872,0.04225443190908804,0.08673860516252783,0.1636919164441733,0.014586700262699448,0.052753699085040705,0.0,0.0,0.004026082135811083
Qsar,0.0,0.031142360039628815,0.29614067034814584,0.12209511383280572,0.3011457744144786,0.29997605353132417,0.29896452929253625,0.1880412924739134,0.0,0.1826801193418863,0.20519593081330254,0.006201387046470231,0.006539580660637634,0.0
Red,0.0021900261255761574,0.20425003507136025,0.3420415454052924,0.3975567184090173,0.3821669292513903,0.30712518000827854,0.40446476954013805,0.3420415454052924,0.3916313187818124,0.2781584628613253,0.35047743643803,0.0,0.0,0.003835523647648803
Sonar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,1.0
White,0.003486435417708932,0.11676609967910219,0.2,0.4,0.4,0.11682040158804863,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.00034857062497653665
Yacht,0.08891404556518469,0.07090721259158685,0.1536769095456946,0.11484024782916205,0.06741540739876098,0.11104754110455657,0.049391984923892726,0.1050484076392583,0.033761592973476307,0.028787755052226922,0.13320762408262046,0.0,0.0,0.0
Yeast,0.011014854473651702,0.28246215075435227,0.3653085037842029,0.1915343246186409,0.3653085037842029,0.32782674558481684,0.0642183273322504,0.34815161868043265,0.32989038287638783,0.3653085037842029,0.3523386736745614,0.0,0.0,0.009210944727032941
