,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,1.0,1.0,1.0,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Cali,-0.00036663567662383273,0.5194052460541778,0.5194052460541778,0.5194052460541778,0.47586211256525324,0.10311070453257935,0.5194052460541778,0.05764478290146487,0.5194052460541778,0.4,0.5194052460541778,0.2,0.2,-0.0002848168325232538
Climate,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8,0.0,0.4,1.0,1.0,1.0
Concre,0.0022480071852414153,0.054158144356327084,0.11866846239924586,0.10166741224468308,0.1054416490505421,0.12189836256771877,0.034190353695235196,0.07549637396219219,0.15714952720727599,0.009288009843815313,0.0434057850269574,0.0,0.0,-0.0031891408729024656
Qsar,0.0,0.006103431883763397,0.2839072104849817,0.1047045528088689,0.2891827221059026,0.2896867703268728,0.2848913286080006,0.18012814758403567,0.0,0.1613662296923285,0.19221261436623438,0.0025368764205340824,0.004452010968024968,0.0
Red,-0.00319758259744055,0.19695716032973815,0.33825903141947544,0.3928319440773111,0.3778687247018646,0.3014967149233345,0.4001132431857447,0.33825903141947544,0.38761030344092645,0.2748923556552224,0.34622318404173347,0.0,0.0,-0.003575670028031957
Sonar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,1.0
White,0.0016637843869708752,0.11642096136246219,0.2,0.4,0.4,0.11612710070012992,0.4,0.2,0.4,0.2,0.2,0.2,0.2,-0.001279397659248249
Yacht,0.029410117003807412,0.00506151521640551,0.11610683968243914,0.07610463680659754,0.031464272324926656,0.07534506697631331,0.012016085362813327,0.06815130860137766,-0.002131497498960083,-0.0072860871756180836,0.05782642864373362,0.0,0.0,0.0
Yeast,0.002113812247075264,0.2768144431441573,0.36069380312193383,0.18288325222211668,0.36069380312193383,0.32275788154046237,0.05924211529816374,0.34305466221423564,0.3255020806262858,0.36069380312193383,0.3473070047048564,0.0,0.0,-0.0012860700414101464
