,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cali,0.004474754949354098,1.0,1.0,0.605353216270512,0.8,0.6033253483829548,1.0,0.5530021291872453,0.8,1.0,1.0,0.2,0.2,0.2
Climate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Concre,0.025656603652761047,0.1187910535829412,0.24998100911018026,0.19615042425422677,0.1813527473280296,0.32199092158843545,0.2041778341238302,0.2797777404118433,0.21196708537815495,0.27374892748339075,0.2243025104346834,0.0,0.0,0.0
Qsar,0.0,0.0,0.45723006058666166,0.5557096258090114,0.4622679887466898,0.49745207479524556,0.642297164550017,0.4553604388353378,0.1505764683278318,0.5892107825076074,0.3988849129607988,0.0010196355485255677,0.0015172408720085149,0.0
Red,0.021962477620817846,0.2395536090801776,0.3646056257523845,0.37004449950982543,0.4385747486628178,0.38104642495349295,0.3932625497913337,0.22353904792734544,0.45356154019314265,0.3628278933985947,0.501943101422623,0.0,0.0,0.0
Sonar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0
White,0.004645547592011077,0.43325092067989085,0.7166254603399455,0.4330464217024076,0.5498763810198363,0.5829626905506683,0.8,0.1994707584368514,0.5498763810198363,0.7166254603399455,0.6332509206798909,0.2,0.2,0.2
Yacht,0.12231592143216455,0.01213882867227207,0.20207925123049608,0.1475079453780405,0.11768992260819063,0.2807719043384648,0.1382969346009092,0.24156611312180648,0.14873000743014064,0.23222238064271794,0.10687647181005695,0.0,0.0,0.0
Yeast,0.021135835032482397,0.5890588821494662,0.6802597215999915,0.34705028940132987,0.7138707263135984,0.7138707263135984,0.42329772706597646,0.6802597215999915,0.5876623994750643,0.5124917600321923,0.6575437894287604,0.0,0.0,0.0
