,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,0.78830 ± 0.014,0.77669 ± 0.012,0.75623 ± 0.012,0.75507 ± 0.011,0.75544 ± 0.011,0.81919 ± 0.058,0.75512 ± 0.011,0.75548 ± 0.011,0.75525 ± 0.011,0.78701 ± 0.034,0.86051 ± 0.016,0.84143 ± 0.037,0.88557 ± 0.014,0.75845 ± 0.012
0.2,0.79946 ± 0.014,0.79177 ± 0.014,0.75887 ± 0.012,0.75544 ± 0.012,0.75681 ± 0.011,0.85439 ± 0.018,0.75679 ± 0.011,0.75631 ± 0.012,0.75552 ± 0.011,0.77344 ± 0.021,0.87692 ± 0.064,0.89376 ± 0.032,0.88564 ± 0.014,0.76428 ± 0.014
0.3,0.81045 ± 0.012,0.79935 ± 0.013,0.76118 ± 0.013,0.75877 ± 0.013,0.75869 ± 0.012,0.86046 ± 0.059,0.75592 ± 0.012,0.75872 ± 0.013,0.75692 ± 0.011,0.78533 ± 0.021,0.81846 ± 0.018,0.87886 ± 0.035,0.88560 ± 0.014,0.76844 ± 0.013
0.4,0.82644 ± 0.016,0.80718 ± 0.014,0.77224 ± 0.016,0.76834 ± 0.015,0.76004 ± 0.013,0.78706 ± 0.024,0.76078 ± 0.013,0.76934 ± 0.016,0.75918 ± 0.011,0.78077 ± 0.020,0.82360 ± 0.044,0.86009 ± 0.053,0.88566 ± 0.014,0.77905 ± 0.015
0.5,0.83957 ± 0.015,0.80830 ± 0.012,0.77041 ± 0.012,0.77260 ± 0.013,0.77960 ± 0.005,0.77041 ± 0.012,0.76371 ± 0.012,0.77058 ± 0.012,0.76212 ± 0.011,0.80244 ± 0.040,0.90642 ± 0.064,0.84872 ± 0.076,0.88557 ± 0.014,0.77443 ± 0.014
0.6,0.84384 ± 0.014,0.84249 ± 0.013,0.80216 ± 0.017,0.78596 ± 0.017,0.76257 ± 0.011,0.80216 ± 0.017,0.77009 ± 0.013,0.78275 ± 0.015,0.76888 ± 0.014,0.81308 ± 0.032,0.85081 ± 0.037,0.82117 ± 0.021,0.88571 ± 0.014,0.78775 ± 0.016
0.7,0.85819 ± 0.013,0.87190 ± 0.016,0.80522 ± 0.019,0.79375 ± 0.015,0.76757 ± 0.013,0.80522 ± 0.019,0.78338 ± 0.014,0.78959 ± 0.018,0.78302 ± 0.012,0.79842 ± 0.017,0.80538 ± 0.021,0.82447 ± 0.012,0.88572 ± 0.014,0.79758 ± 0.015
0.8,0.86966 ± 0.011,0.85246 ± 0.018,0.81459 ± 0.019,0.81516 ± 0.015,0.79276 ± 0.016,0.81459 ± 0.019,0.80590 ± 0.015,0.80690 ± 0.017,0.80789 ± 0.008,0.83613 ± 0.035,0.89759 ± 0.054,0.87686 ± 0.042,0.88564 ± 0.014,0.81163 ± 0.016
0.9,0.87593 ± 0.013,0.88610 ± 0.011,0.83577 ± 0.011,0.81143 ± 0.017,0.82273 ± 0.022,0.83577 ± 0.011,0.82576 ± 0.020,0.84750 ± 0.014,0.81249 ± 0.018,0.83705 ± 0.019,0.85974 ± 0.032,0.84253 ± 0.015,0.88564 ± 0.014,0.84804 ± 0.020
