,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,0.80318 ± 0.027,0.81053 ± 0.039,0.80318 ± 0.027,0.79204 ± 0.032,0.79608 ± 0.026,0.78590 ± 0.028,0.79476 ± 0.024,0.78125 ± 0.032,0.47737 ± 0.002,0.47737 ± 0.002,0.69307 ± 0.155,0.79194 ± 0.026
0.2,0.77766 ± 0.025,0.72982 ± 0.057,0.77488 ± 0.022,0.75824 ± 0.026,0.76715 ± 0.021,0.75366 ± 0.032,0.76453 ± 0.021,0.76143 ± 0.039,0.47737 ± 0.002,0.47737 ± 0.002,0.73115 ± 0.220,0.75694 ± 0.032
0.3,0.67818 ± 0.059,0.64644 ± 0.065,0.67818 ± 0.059,0.65786 ± 0.076,0.67539 ± 0.073,0.64991 ± 0.063,0.67113 ± 0.081,0.66213 ± 0.076,0.47737 ± 0.002,0.47737 ± 0.002,0.74673 ± 0.206,0.67178 ± 0.061
0.4,0.71026 ± 0.076,0.68763 ± 0.050,0.71026 ± 0.076,0.68882 ± 0.081,0.71626 ± 0.063,0.68174 ± 0.079,0.71171 ± 0.067,0.69681 ± 0.074,0.47737 ± 0.002,0.47737 ± 0.002,0.93995 ± 0.103,0.72392 ± 0.051
0.5,0.52890 ± 0.038,0.52773 ± 0.021,0.53509 ± 0.038,0.53459 ± 0.031,0.54083 ± 0.038,0.54487 ± 0.041,0.52523 ± 0.033,0.54501 ± 0.041,0.47737 ± 0.002,0.47737 ± 0.002,0.99841 ± 0.003,0.54119 ± 0.036
0.6,0.63239 ± 0.041,0.65112 ± 0.042,0.63239 ± 0.041,0.63950 ± 0.045,0.65222 ± 0.037,0.61977 ± 0.036,0.64314 ± 0.049,0.63811 ± 0.028,0.47737 ± 0.002,0.47737 ± 0.002,0.90824 ± 0.148,0.63592 ± 0.048
0.7,0.48374 ± 0.014,0.48341 ± 0.013,0.48374 ± 0.014,0.48374 ± 0.014,0.48374 ± 0.014,0.48341 ± 0.013,0.48374 ± 0.014,0.48374 ± 0.014,0.47737 ± 0.002,0.47737 ± 0.002,0.91825 ± 0.152,0.48341 ± 0.013
0.8,0.53403 ± 0.041,0.53107 ± 0.023,0.53415 ± 0.041,0.52529 ± 0.031,0.54063 ± 0.034,0.51927 ± 0.036,0.53046 ± 0.037,0.54025 ± 0.034,0.47737 ± 0.002,0.47737 ± 0.002,0.93480 ± 0.126,0.55688 ± 0.045
