,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,0.65075 ± 0.023,0.72629 ± 0.047,0.63155 ± 0.031,0.64584 ± 0.054,0.63155 ± 0.031,0.62220 ± 0.027,0.62220 ± 0.027,0.62640 ± 0.029,0.62220 ± 0.027,0.62308 ± 0.027,0.47737 ± 0.002,0.47737 ± 0.002,0.47796 ± 0.007,0.62568 ± 0.035
0.2,0.61750 ± 0.037,0.73338 ± 0.045,0.62041 ± 0.057,0.57630 ± 0.078,0.62041 ± 0.057,0.59757 ± 0.052,0.61175 ± 0.050,0.59314 ± 0.053,0.61175 ± 0.050,0.58732 ± 0.044,0.47737 ± 0.002,0.47737 ± 0.002,0.50134 ± 0.012,0.58766 ± 0.059
0.3,0.54281 ± 0.026,0.76528 ± 0.050,0.52270 ± 0.022,0.49967 ± 0.020,0.52270 ± 0.022,0.52283 ± 0.030,0.52204 ± 0.026,0.51117 ± 0.019,0.51717 ± 0.022,0.50966 ± 0.029,0.47737 ± 0.002,0.47737 ± 0.002,0.51242 ± 0.025,0.52355 ± 0.013
0.4,0.60175 ± 0.032,0.74984 ± 0.035,0.51117 ± 0.019,0.53319 ± 0.032,0.51670 ± 0.020,0.51670 ± 0.020,0.53832 ± 0.049,0.52228 ± 0.027,0.51628 ± 0.026,0.51670 ± 0.020,0.47737 ± 0.002,0.47737 ± 0.002,0.51659 ± 0.016,0.53346 ± 0.031
0.5,0.54450 ± 0.028,0.79804 ± 0.027,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.48305 ± 0.011,0.47737 ± 0.002,0.47737 ± 0.002,0.50009 ± 0.015,0.47737 ± 0.002
0.6,0.57639 ± 0.052,0.75400 ± 0.038,0.48859 ± 0.013,0.47694 ± 0.002,0.48291 ± 0.011,0.48829 ± 0.022,0.48773 ± 0.021,0.48291 ± 0.011,0.48829 ± 0.022,0.48802 ± 0.013,0.47737 ± 0.002,0.47737 ± 0.002,0.53239 ± 0.017,0.49368 ± 0.021
0.7,0.48959 ± 0.016,0.70051 ± 0.037,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.50412 ± 0.024,0.47737 ± 0.002
0.8,0.56305 ± 0.031,0.67589 ± 0.031,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.47737 ± 0.002,0.49474 ± 0.024,0.47737 ± 0.002
