,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.11634703,0.013958207,0.088690154,0.0076322146,0.11563011,0.021626633,0.08993342,0.012453379
Q1_Q3_0.25,0.15144554,0.009019926,0.12542649,0.008563825,0.15190156,0.0092384,0.1259323,0.0074662096
Q1_Q4_0.25,0.27798,0.007267267,0.21895924,0.0068932544,0.27705652,0.014775608,0.21750534,0.013798079
Q2_Q3_0.25,0.108423516,0.009718029,0.086274,0.010651827,0.11073589,0.017342908,0.089623906,0.015839813
Q2_Q4_0.25,0.21581347,0.028669275,0.16325542,0.022417204,0.21908872,0.017522305,0.16379163,0.016325206
Q3_Q4_0.25,0.21941118,0.026169453,0.17004022,0.026143761,0.22483122,0.034720466,0.17407882,0.0332956
Q1_0.25,0.11773851,0.03282743,0.08951999,0.022160798,0.117048,0.034491096,0.08824366,0.0240265
Q2_0.25,0.10163399,0.028899902,0.081384726,0.02073951,0.10136889,0.028496582,0.08177994,0.021173181
Q3_0.25,0.13489884,0.029455941,0.107844785,0.025077198,0.13544135,0.021687353,0.1127245,0.01979744
Q4_0.25,0.2940339,0.024546834,0.23882577,0.022633508,0.3050396,0.01710678,0.24831417,0.014460639
Q1_Q2_0.5,0.112429425,0.012484391,0.086739145,0.00608524,0.1082805,0.0069555803,0.08418564,0.0060942993
Q1_Q3_0.5,0.16785337,0.011896094,0.13074966,0.008841352,0.16596225,0.014489866,0.12914908,0.008735789
Q1_Q4_0.5,0.26571837,0.0028065108,0.22168434,0.002560552,0.2643056,0.009675185,0.22003147,0.008935972
Q2_Q3_0.5,0.10577134,0.012269895,0.08412802,0.008965542,0.10496719,0.012406952,0.083064936,0.009421425
Q2_Q4_0.5,0.24863848,0.026848732,0.1946679,0.019306872,0.2540447,0.019685477,0.19853282,0.013175044
Q3_Q4_0.5,0.27680746,0.025326299,0.22158894,0.023204727,0.27895406,0.029398693,0.22260623,0.026720777
Q1_0.5,0.13790682,0.022665964,0.109285876,0.012539117,0.14052494,0.026983581,0.10828142,0.015539292
Q2_0.5,0.08336709,0.015740689,0.06732769,0.00956797,0.080256954,0.014393468,0.06771986,0.009961543
Q3_0.5,0.12109844,0.027707476,0.09196189,0.017699901,0.12314852,0.02568224,0.092871144,0.016213125
Q4_0.5,0.28397027,0.014111155,0.23885186,0.01362774,0.29311392,0.021997808,0.24865583,0.017394466
Q1_Q2_0.75,0.18294862,0.03597508,0.1457301,0.02738133,0.18418294,0.036792155,0.14729854,0.026926
Q1_Q3_0.75,0.18645397,0.00776871,0.15075865,0.0045095654,0.1868606,0.011059004,0.15037665,0.006894747
Q1_Q4_0.75,0.30188555,0.01718542,0.24845104,0.010923763,0.3036746,0.01286746,0.24877226,0.008041264
Q2_Q3_0.75,0.12593058,0.018415356,0.10194663,0.015452138,0.13001963,0.021351459,0.10428941,0.017443383
Q2_Q4_0.75,0.29759705,0.008573487,0.23003331,0.009519135,0.30369103,0.014153865,0.23420572,0.012753727
Q3_Q4_0.75,0.36761314,0.02693312,0.31102377,0.029595036,0.3696672,0.027797548,0.31253827,0.03179782
Q1_0.75,0.22677839,0.029295959,0.18021207,0.02018487,0.2261149,0.02781234,0.17892525,0.018448561
Q2_0.75,0.085688874,0.008906192,0.067926385,0.0037926019,0.08504597,0.013089496,0.06862283,0.0075254757
Q3_0.75,0.12638496,0.018875012,0.09891286,0.011682784,0.1279889,0.018603813,0.09931791,0.013596289
Q4_0.75,0.41208655,0.041001882,0.3638672,0.040899266,0.41059726,0.041223355,0.36008435,0.041319903
Q1_Q2_1.0,0.35972458,0.010534643,0.30743077,0.010566309,0.35996848,0.007904305,0.30717695,0.007948649
Q1_Q3_1.0,0.313726,0.01703476,0.23077321,0.015287942,0.3122236,0.024230529,0.22967486,0.019912107
Q1_Q4_1.0,0.30858406,0.004136471,0.26874876,0.006526581,0.30785498,0.006825307,0.26789767,0.0078449445
Q2_Q3_1.0,0.1803565,0.033302445,0.13511474,0.02394743,0.17651398,0.023997182,0.13447985,0.020699987
Q2_Q4_1.0,0.3173716,0.018082224,0.23913701,0.011910151,0.31781396,0.011131214,0.23888817,0.0062198876
Q3_Q4_1.0,0.4256999,0.016022472,0.38269633,0.019676298,0.4272481,0.01783016,0.3854665,0.019884482
Q1_1.0,0.3380735,0.011673693,0.27538437,0.008816373,0.33100945,0.014492837,0.269549,0.00588291
Q2_1.0,0.11865948,0.046859294,0.08011771,0.021794328,0.11416171,0.0406017,0.07967012,0.020211514
Q3_1.0,0.13352044,0.030798744,0.10812952,0.026232665,0.13504371,0.03628331,0.110668525,0.030141165
Q4_1.0,0.43505484,0.036075868,0.39426535,0.03675433,0.4362486,0.04348157,0.39610377,0.042776346
