,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,0.8603811555881989,0.7130375947448228,0.6506168610572798,0.6506168610572798,0.8347812230862542,0.6506168610572798,0.6506168610572798,0.6506168610572798,0.6887863468705293,0.6506168610572798,0.8040537477445817,0.4661887941951548,0.3302531755173429,0.3568926100957694
Climate,0.4776858435681965,0.4776858435681965,0.4776858435681965,0.4776858435681965,0.4776858435681965,0.4776858435681965,0.4776858435681965,0.4776858435681965,0.4776858435681965,0.4776858435681965,0.4776858435681965,0.4776858435681965,0.4776858435681965,0.4776858435681965
Qsar,0.7472008695959608,0.4139120657304537,0.7396643945662706,0.7396643945662706,0.421867455801467,0.7396643945662706,0.7396643945662706,0.7396643945662706,0.796018117699379,0.7396643945662706,0.4465987712884657,0.4636096659263041,0.3759388983605691,0.39842406976903394
Sonar,0.7353579289461125,0.5265696349667595,0.755196236090646,0.755196236090646,0.7446046009046384,0.755196236090646,0.755196236090646,0.755196236090646,0.7575530131333055,0.755196236090646,0.6333631218920344,0.5495043111667153,0.3461562577345104,0.335899857448325
Yeast,0.16308253194322292,0.0518216827837958,0.21740013306932654,0.21740013306932654,0.15814525982290192,0.21740013306932654,0.21740013306932654,0.21740013306932654,0.2317376718655264,0.21740013306932654,0.15391511929050652,0.1259384915447173,0.04008757291077246,0.047885875568687314
