,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,0.8,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cali,0.5194052460541778,1.0,0.8,0.8,0.6,0.5999365876919482,0.8,0.5999421205787426,0.8,0.8,0.8,0.2,0.2,0.2
Climate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Concre,0.14042910813092555,0.0916912888216023,0.3512662237952025,0.6434311598093388,0.3579092964705218,0.2878910919275173,0.25568356017309657,0.47992526740652447,0.44557667506397347,0.4362216886862259,0.2521743095203363,0.0,0.0,0.0
Qsar,0.0,0.6140695447693096,0.38892774889236154,0.39700004347347384,0.41169818103669265,0.4090703740002114,0.42042504399902353,0.34377567697522365,0.11419534143030027,0.3477236410933621,0.22341353238966466,0.04903813817662249,0.1653000842636385,0.0
Red,0.16064150434242952,0.5895655024481757,0.6523446850942489,0.6101713462227429,0.7928479878428266,0.783219069409359,0.6210301281925992,0.7405374507368302,0.7552467793938327,0.6974186177951893,0.703967918498277,0.0,0.0,0.0
Sonar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,1.0
White,0.12517113755873344,0.9148546948313833,0.8,0.6,0.8,0.7767639888661348,0.8,1.0,0.6,0.8,0.8,0.2,0.2,0.2
Yacht,0.2737773127699438,0.30715902821524477,0.2991543750451685,0.28399518525531786,0.28399518525531786,0.32088618528350554,0.28399518525531786,0.2991543750451685,0.2988864873252174,0.28399518525531786,0.314945746637373,0.0,0.0,0.0
Yeast,0.4428802096625651,0.25156883735768404,0.49979047489567224,0.5736259731727709,0.5643198318364429,0.5552539754101135,0.49979047489567224,0.5334684896824518,0.5643198318364429,0.5297128638995521,0.2145661768817778,0.0,0.5039659970710862,0.0
