,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cali,0.11828557767580225,1.0,1.0,0.9194315004731004,0.6,0.7464310722075036,1.0,0.8,0.8,1.0,1.0,0.2,0.2,0.2
Climate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Concre,0.26663380461377334,0.38450206349703747,0.33607754563850023,0.3567979920348373,0.3412722510640546,0.5533152021953764,0.3159682361282171,0.5902131786369338,0.27094504679994885,0.2997597801263036,0.26570350862877734,0.0,0.0,0.0
Qsar,0.0,0.938185622587441,0.4897333434626259,0.49208200450627687,0.4998804235632545,0.4015586845862984,0.4862255509909857,0.3613580389575395,0.20217816070235523,0.4884643844926188,0.2768818920019348,0.05872870099290961,0.16720746346729515,0.0
Red,0.5205294913488359,0.7208566442399453,0.7972916520439977,0.7916141209694085,0.8186160844946478,0.7945419524983539,0.8159525477811662,0.841301449278389,0.8061766090063612,0.8379115426418338,0.8379115426418338,0.0,0.0,0.0
Sonar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,1.0
White,0.20231808651006986,0.8603646749529567,0.8,0.8,0.8,0.8000259318380643,0.8,0.8,0.8000259318380643,0.8,0.8,0.2,0.2,0.2
Yacht,0.3372458181128565,0.7245204373006143,0.18006413132258614,0.36225065119327954,0.18006413132258614,0.43539350117565456,0.3410136650990324,0.3438127514263048,0.14528243715192693,0.2770961060651923,0.251679803362681,0.08583672933191545,0.07150123427860201,0.0
Yeast,0.5183807837992226,0.9884730742121117,0.5370336016777938,0.5771275869109751,0.5675787856433356,0.5771275869109751,0.54376958264584,0.607672770876517,0.607672770876517,0.607672770876517,0.5733903071036662,0.0,0.5435297751917598,0.0
