,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cali,0.7061026499196945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2
Climate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Concre,0.17122495819252256,1.0,0.4091535489786433,0.18480725931909214,0.4378517350081189,0.6978310769422081,0.46127111882649474,0.5619028311479715,0.5081686843453104,0.38499148029390395,0.3311121644566759,0.0,0.0,0.0
Qsar,0.0,1.0,0.8062160586416445,0.7562086398776914,0.8083590534724463,0.566548957176928,0.668549110572056,0.5279883270884552,0.4564103413257855,0.7525180569714146,0.5524084783780732,0.07112222535797681,0.13424918428774402,0.0
Red,0.5060891623271184,0.9578180399500542,0.8575758059149396,0.8113349720745283,0.8575758059149396,0.8643109915060624,0.8671679613439937,0.8388491211958561,0.7651360497631994,0.8926298316541998,0.8926298316541998,0.0,0.0,0.0
Sonar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,1.0
White,0.06443204015014713,0.9435130681862439,1.0,1.0,0.7767639888661348,0.9435130681862439,1.0,0.4039771469077051,0.8601385285261893,1.0,0.9435130681862439,0.2,0.2,0.2
Yacht,0.2943634952671629,0.8041081199642098,0.11013344006250021,0.19506791944596905,0.1762193369107327,0.28749279913445724,0.17769467409974898,0.12315021907843585,0.10299475041766018,0.08995208382802627,0.1841464792566154,0.0,0.0,0.0
Yeast,0.5486761828882913,1.0,0.5978556250448602,0.5978556250448602,0.5978556250448602,0.5978556250448602,0.5978556250448602,0.5978556250448602,0.5978556250448602,0.5978556250448602,0.5978556250448602,0.0,0.32507088143921037,0.0
