,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cali,0.11799854870444385,1.0,1.0,0.9194052460541778,0.6,0.7464049594433153,1.0,0.8,0.8,1.0,1.0,0.2,0.2,0.2
Climate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Concre,0.2572622724373019,0.3759163237388138,0.33152867851608914,0.3510467346451881,0.3317568697164759,0.5489839575076961,0.310463889856819,0.5857367993484904,0.2654010873216281,0.29479319107000246,0.2554502779347137,0.0,0.0,0.0
Qsar,0.0,0.9372974978305855,0.4854260309647228,0.48791261987615153,0.49569098371973236,0.3961971168465709,0.482128267915863,0.3524552509154754,0.19246643359069207,0.48384939356767054,0.2636949874744885,0.04668140078442838,0.14313167097505464,0.0
Red,0.5160307049203372,0.7180888388810299,0.7956436822532792,0.7898248925188806,0.8172221100814848,0.7928479878428266,0.8144137235297194,0.8399368692674042,0.8045618034447756,0.8365771438879733,0.8365771438879733,0.0,0.0,0.0
Sonar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,1.0
White,0.201249222674066,0.8601385285261894,0.8,0.8,0.8,0.7997955010225167,0.8,0.8,0.7997955010225167,0.8,0.8,0.2,0.2,0.2
Yacht,0.3045945849724885,0.7009698059476814,0.14708784183083806,0.32050264462848943,0.14708784183083806,0.40245062680537613,0.3024280748223118,0.30629354810621684,0.1137192375661555,0.2425912158266515,0.1549818778372879,0.0753201757683122,0.06652285357299478,0.0
Yeast,0.5139266194652706,0.9883199483540072,0.5334684896824518,0.5736259731727709,0.5643198318364429,0.5736259731727709,0.5399479583859913,0.6044773153267619,0.6044773153267619,0.6044773153267619,0.5698703473898712,0.0,0.5400020200430168,0.0
