,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cali,0.7062256162576754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2
Climate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Concre,0.1808003867299675,1.0,0.41682791340631775,0.19683783490868906,0.44493371746896226,0.7014801593090092,0.46792882714390727,0.5670984013380387,0.5140198094199675,0.3899566673270442,0.3406568783037033,0.0,0.0,0.0
Qsar,0.0,1.0,0.8088586369385287,0.7594192621992326,0.8109300290374849,0.5730795695672095,0.673576776370311,0.5350383856719271,0.4627891483279167,0.7561185805982935,0.5614649970138056,0.08155702676530185,0.15845506322594768,0.0
Red,0.5106065973990275,0.9582398263334593,0.8588800595961997,0.8127271210188318,0.8588800595961997,0.8653755812746831,0.8682658659461797,0.8401672649033131,0.7671698129372282,0.8934741823175498,0.8934741823175498,0.0,0.0,0.0
Sonar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,1.0
White,0.06592910338944888,0.9436245071119188,1.0,1.0,0.7771048427939946,0.9436245071119188,1.0,0.4051801682351046,0.8603646749529567,1.0,0.9436245071119188,0.2,0.2,0.2
Yacht,0.3266401947130389,0.8173534060790681,0.14573782644691072,0.23473575706080627,0.207508130161357,0.3159631497263923,0.220838701079246,0.1538587145152264,0.13546243855930576,0.1305156154909049,0.2704251989464577,0.0,0.0,0.0
Yeast,0.55277707895689,1.0,0.6012948062877465,0.6012948062877465,0.6012948062877465,0.6012948062877465,0.6012948062877465,0.6012948062877465,0.6012948062877465,0.6012948062877465,0.6012948062877465,0.0,0.32762049359545686,0.0
