,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,0.76032 ± 0.004,0.75437 ± 0.004,0.76419 ± 0.003,0.76228 ± 0.003,0.75934 ± 0.003,1949510358475122432.00000 ± 3899020716950244864.000,0.76097 ± 0.003,0.76182 ± 0.004,0.75980 ± 0.003,0.76354 ± 0.004,0.77036 ± 0.007,0.77250 ± 0.008,0.79244 ± 0.002,0.76504 ± 0.003
0.2,0.77731 ± 0.005,0.75664 ± 0.004,0.76700 ± 0.003,0.76646 ± 0.003,0.76181 ± 0.003,0.76412 ± 0.003,0.76019 ± 0.003,0.76607 ± 0.003,0.75902 ± 0.003,0.76119 ± 0.004,0.78629 ± 0.008,0.78535 ± 0.007,0.78406 ± 0.006,0.76825 ± 0.003
0.3,0.77762 ± 0.003,0.76124 ± 0.004,0.76359 ± 0.003,0.76575 ± 0.003,0.76286 ± 0.003,69845079133828899915771104198656.00000 ± 139690158267657799831542208397312.000,0.75737 ± 0.003,0.76872 ± 0.003,0.75888 ± 0.003,0.75954 ± 0.002,0.79066 ± 0.013,0.78902 ± 0.008,0.78697 ± 0.006,0.77123 ± 0.004
0.4,0.77684 ± 0.001,0.76254 ± 0.004,0.76439 ± 0.002,0.76509 ± 0.003,0.76276 ± 0.003,0.77184 ± 0.022,0.76087 ± 0.002,0.76691 ± 0.002,0.76009 ± 0.003,0.76333 ± 0.003,0.78268 ± 0.006,0.78205 ± 0.004,0.79648 ± 0.004,0.76874 ± 0.002
0.5,0.78510 ± 0.005,0.76272 ± 0.003,0.77587 ± 0.004,0.77815 ± 0.003,0.77719 ± 0.004,0.77851 ± 0.004,0.77315 ± 0.004,0.77557 ± 0.004,0.77313 ± 0.004,0.77676 ± 0.005,0.77959 ± 0.006,0.78567 ± 0.006,0.78622 ± 0.005,0.78246 ± 0.005
0.6,0.81934 ± 0.003,0.77157 ± 0.004,0.78787 ± 0.004,0.78772 ± 0.004,0.79736 ± 0.003,0.80423 ± 0.006,0.78000 ± 0.007,0.79145 ± 0.005,0.77714 ± 0.006,0.76384 ± 0.008,0.82327 ± 0.005,0.81184 ± 0.005,0.78056 ± 0.004,0.79665 ± 0.003
0.7,0.75866 ± 0.004,0.75779 ± 0.004,0.75295 ± 0.004,0.75576 ± 0.004,0.75717 ± 0.004,0.75555 ± 0.004,0.75280 ± 0.004,0.75209 ± 0.004,0.75475 ± 0.004,0.75519 ± 0.003,0.78649 ± 0.019,0.79266 ± 0.014,0.78420 ± 0.007,0.75699 ± 0.004
0.8,0.83775 ± 0.005,0.76806 ± 0.002,0.82099 ± 0.005,0.82747 ± 0.004,0.82587 ± 0.005,0.83458 ± 0.004,0.82951 ± 0.006,0.82691 ± 0.005,0.83432 ± 0.004,0.77142 ± 0.006,0.83281 ± 0.005,0.83534 ± 0.010,0.79614 ± 0.004,0.83144 ± 0.005
