,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,0.74990,0.80593,0.77113,0.78725,0.80000,0.78168,0.79102,0.77596,0.77705,0.75326,0.79687,0.77684,0.34616,0.77638
Q1_Q3_0.25,0.74031,0.79294,0.77946,0.78687,0.80974,0.79989,0.79087,0.78423,0.79502,0.78320,0.74894,0.75148,0.34616,0.77479
Q1_Q4_0.25,0.75670,0.80497,0.75941,0.79084,0.81046,0.78830,0.79505,0.77811,0.81581,0.73816,0.74513,0.76392,0.34616,0.75834
Q2_Q3_0.25,0.73464,0.79926,0.78523,0.81776,0.81415,0.77770,0.80645,0.81121,0.81049,0.75837,0.74701,0.81227,0.34616,0.78675
Q2_Q4_0.25,0.74893,0.77388,0.81256,0.80254,0.80713,0.79109,0.80217,0.80267,0.80652,0.75855,0.77971,0.79166,0.34616,0.82339
Q3_Q4_0.25,0.77299,0.78803,0.82257,0.83227,0.82038,0.80090,0.83512,0.80987,0.83607,0.75030,0.79928,0.82321,0.34616,0.81768
Q1_0.25,0.80231,0.79632,0.80611,0.81663,0.81072,0.82076,0.82684,0.80701,0.82060,0.79453,0.78499,0.79760,0.34616,0.81180
Q2_0.25,0.77101,0.82536,0.79598,0.79898,0.79911,0.80003,0.80653,0.78724,0.79497,0.77887,0.76221,0.76184,0.34616,0.79076
Q3_0.25,0.76663,0.75873,0.81415,0.79661,0.80152,0.81127,0.80281,0.80125,0.81588,0.76627,0.76834,0.74138,0.34616,0.79014
Q4_0.25,0.81043,0.75904,0.80975,0.80641,0.80258,0.78619,0.81739,0.79937,0.79246,0.78956,0.78330,0.78622,0.34616,0.80495
Q1_Q2_0.5,0.71801,0.76088,0.70471,0.74793,0.76679,0.73430,0.75297,0.71530,0.75666,0.71437,0.73915,0.72651,0.34616,0.71850
Q1_Q3_0.5,0.77847,0.76220,0.80680,0.79300,0.80206,0.83552,0.81648,0.79209,0.80194,0.71941,0.74449,0.79535,0.34616,0.78015
Q1_Q4_0.5,0.74300,0.77145,0.75531,0.79476,0.80215,0.77732,0.77678,0.76890,0.80055,0.75085,0.78515,0.75309,0.34616,0.75356
Q2_Q3_0.5,0.76044,0.72204,0.76741,0.77661,0.78929,0.82557,0.82091,0.79039,0.79616,0.76061,0.80115,0.77254,0.35673,0.79227
Q2_Q4_0.5,0.68969,0.69761,0.75369,0.79516,0.76941,0.78846,0.77745,0.76539,0.75756,0.70817,0.79274,0.75686,0.38503,0.75816
Q3_Q4_0.5,0.75350,0.71060,0.78481,0.79477,0.81955,0.79775,0.81696,0.80987,0.81665,0.70126,0.77341,0.74051,0.35673,0.76335
