,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,0.71793,0.76538,0.73996,0.74530,0.74899,0.74550,0.75770,0.73200,0.75663,0.74910,0.73266,0.75960,0.34385,0.74195
Q1_Q3_0.25,0.72013,0.74125,0.75023,0.77068,0.75500,0.76462,0.75503,0.74341,0.76486,0.77961,0.74529,0.75221,0.33352,0.77536
Q1_Q4_0.25,0.73656,0.77887,0.76348,0.77328,0.75778,0.76468,0.76467,0.76989,0.76377,0.72427,0.78003,0.77904,0.37311,0.76989
Q2_Q3_0.25,0.72862,0.73262,0.77436,0.76086,0.76506,0.76521,0.77454,0.76012,0.76506,0.72613,0.76897,0.78580,0.33725,0.74984
Q2_Q4_0.25,0.74909,0.69125,0.78286,0.77544,0.79367,0.76326,0.79395,0.78295,0.77710,0.75917,0.78568,0.78897,0.34634,0.77802
Q3_Q4_0.25,0.75017,0.77942,0.76848,0.77741,0.78261,0.78203,0.78320,0.78018,0.78937,0.73176,0.77401,0.77595,0.29973,0.77813
Q1_0.25,0.75841,0.76773,0.75677,0.77674,0.77540,0.77122,0.76912,0.76088,0.77590,0.75603,0.76319,0.77657,0.37366,0.75783
Q2_0.25,0.77264,0.76660,0.77580,0.77622,0.77420,0.77866,0.76956,0.77494,0.76979,0.74895,0.75778,0.76650,0.32608,0.76438
Q3_0.25,0.75546,0.71330,0.77465,0.76428,0.76989,0.77533,0.77060,0.74934,0.77485,0.73024,0.77744,0.76451,0.30970,0.76037
Q4_0.25,0.77060,0.77369,0.77830,0.78362,0.76549,0.76261,0.76525,0.78362,0.77514,0.74206,0.76409,0.75587,0.36757,0.78798
Q1_Q2_0.5,0.63947,0.72586,0.71639,0.73487,0.72819,0.72641,0.73281,0.72414,0.73291,0.71831,0.71891,0.73251,0.46258,0.71177
Q1_Q3_0.5,0.69621,0.71040,0.73248,0.72572,0.76743,0.76291,0.74759,0.73987,0.75750,0.72708,0.74805,0.74252,0.39129,0.72414
Q1_Q4_0.5,0.72458,0.70102,0.76134,0.77125,0.77520,0.77523,0.78567,0.76759,0.77626,0.72422,0.74186,0.76446,0.37191,0.75568
Q2_Q3_0.5,0.71932,0.58099,0.74486,0.78540,0.75811,0.76989,0.76651,0.76702,0.77879,0.70511,0.77388,0.75633,0.35746,0.75114
Q2_Q4_0.5,0.68472,0.67393,0.75984,0.77697,0.77692,0.77323,0.76809,0.76579,0.77307,0.70203,0.77686,0.77718,0.34495,0.77108
Q3_Q4_0.5,0.73997,0.66279,0.75741,0.75737,0.74760,0.73502,0.76009,0.75682,0.77459,0.66446,0.75036,0.74283,0.32461,0.75788
Q1_0.5,0.71282,0.78636,0.73201,0.72208,0.75601,0.73750,0.75975,0.74573,0.76076,0.74237,0.75593,0.73540,0.43987,0.73663
Q2_0.5,0.72561,0.73066,0.74366,0.76343,0.76032,0.75798,0.75917,0.75113,0.76455,0.73733,0.78286,0.78277,0.40235,0.75998
Q3_0.5,0.77566,0.70978,0.78785,0.75717,0.77870,0.77422,0.75696,0.77299,0.76423,0.74292,0.75081,0.77000,0.32312,0.77855
