,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,34328.8,52749.688,4158.412,5097.8994,17685.422,22148.23,3065.9927,4445.74
Q1_Q3_0.25,0.07406344,0.0015971073,0.04960216,0.00074803294,0.076140106,0.005703242,0.051176775,0.00288088
Q1_Q4_0.25,542.39545,862.0063,278.12823,460.19943,535.6449,869.30066,265.66547,449.592
Q2_Q3_0.25,inf,,1.9652312e+16,3.929929e+16,7738561500000000.0,1.5452233e+16,432436160000000.0,863620500000000.0
Q2_Q4_0.25,64347884000000.0,128695770000000.0,6666621000000.0,13333240000000.0,inf,,2.6377853e+34,inf
Q3_Q4_0.25,inf,,2.8126267e+26,inf,inf,,9.054887e+25,inf
Q1_0.25,inf,,6.7637524e+24,inf,inf,,7.541384e+23,inf
Q2_0.25,inf,,1.1357404e+28,inf,inf,,7.72656e+27,inf
Q3_0.25,inf,,7.443494e+17,1.4886987e+18,8602486.0,17049614.0,627591.25,1236702.6
Q4_0.25,inf,,5.4104443e+19,inf,inf,,4.07998e+19,inf
Q1_Q2_0.5,inf,,3.2003343e+23,inf,inf,,1.201693e+24,inf
Q1_Q3_0.5,inf,,2.8168252e+32,inf,inf,,1.724876e+34,inf
Q1_Q4_0.5,inf,,8.8520365e+32,inf,inf,,8.111041e+28,inf
Q2_Q3_0.5,1039404.6,1625631.9,66488.945,84513.82,83115200.0,116944600.0,4355451.0,6603488.5
Q2_Q4_0.5,inf,,6.034564e+16,1.2069128e+17,inf,,2.283041e+30,inf
Q3_Q4_0.5,inf,,1.9652848e+26,inf,inf,,1.8410426e+27,inf
Q1_0.5,inf,,1.5383532e+18,3.0766554e+18,inf,,inf,
Q2_0.5,inf,,3.8449177e+24,inf,inf,,7.835563e+28,inf
Q3_0.5,315517630000.0,631034900000.0,17494454000.0,34988904000.0,1469713000000000.0,2939426000000000.0,74509000000000.0,149018000000000.0
Q4_0.5,inf,,1.050974e+34,inf,inf,,8.406474e+31,inf
Q1_Q2_0.75,inf,,1.0873653e+32,inf,inf,,4.5700135e+27,inf
Q1_Q3_0.75,inf,,1.217947e+30,inf,inf,,9.049841e+22,inf
Q1_Q4_0.75,inf,,1.1097107e+34,inf,18960.9,37921.438,5800.075,11599.847
Q2_Q3_0.75,244322580000.0,488645170000.0,11160680000.0,22321355000.0,9012947000.0,18025760000.0,644777100.0,1289527000.0
Q2_Q4_0.75,inf,,6.309366e+30,inf,inf,,1.1138118e+23,inf
Q3_Q4_0.75,inf,,2.2364928e+32,inf,inf,,5.1925376e+32,inf
Q1_0.75,inf,,1.1566056e+23,inf,inf,,4.2337493e+21,inf
Q2_0.75,inf,,7.508185e+30,inf,inf,,5.8748494e+29,inf
Q3_0.75,inf,,1.4089775e+34,inf,inf,,1.1735149e+34,inf
Q4_0.75,inf,,1.4453643e+32,inf,,,,
Q1_Q2_1.0,inf,,1.19966084e+33,inf,1204.1599,2406.82,181.65257,362.47195
Q1_Q3_1.0,682819100000000.0,1365638000000000.0,58950964000000.0,117901930000000.0,inf,,3.3553696e+20,inf
Q1_Q4_1.0,56444015000.0,112888030000.0,9628809000.0,19257618000.0,149437480000.0,298874930000.0,23995853000.0,47991706000.0
Q2_Q3_1.0,inf,,5.4669444e+21,inf,inf,,2.7376608e+22,inf
Q2_Q4_1.0,inf,,1.3064725e+27,inf,0.18598671,0.0037329306,0.12420553,0.003517134
Q3_Q4_1.0,inf,,8.59457e+26,inf,inf,,4.685119e+23,inf
Q1_1.0,inf,,9.178124e+31,inf,inf,,3.8488523e+26,inf
Q2_1.0,inf,,8.805318e+32,inf,inf,,2.0087138e+33,inf
Q3_1.0,inf,,inf,,inf,,5.232251e+26,inf
Q4_1.0,inf,,2.8884853e+27,inf,inf,,2.719343e+28,inf
