,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,0.601978005,-0.006259229,0,0.702319592,0.570328454,0.731064737,0.752709454,0.732281645,0.589349608,0.713515327,0.642559687,0.743624794,0.74460731,0.624568055
Cali,0.633636866,-0.000158283,0,0.655145028,0.459901109,0.68931426,0.77190537,0.659903233,0.348503979,0.723616171,0.666084523,0.564658828,0.58466126,0.671764089
Climate,0.651722962,0.001469637,0,0.651473329,0.658802851,0.635292204,0.653987347,0.643410727,0.657041543,0.651417696,0.652092007,0.646143213,0.646013244,0.622689725
Concre,0.548805468,0.000289182,0,0.645457663,0.475944986,0.651030775,0.663410813,0.588035237,0.527346743,0.643113668,0.511981161,0.660042025,0.652064366,0.53105143
Qsar,0.475713868,-0.000156626,0,0.617969141,0.483979205,0.570286903,0.651177576,0.49102693,0.341629238,0.623811952,0.329976918,0.543838472,0.57641222,0.438549567
Red,0.645496947,0.001714764,0,0.683556057,0.65855957,0.756634516,0.782308153,0.701416514,0.596865549,0.743399763,0.716801853,0.75870421,0.755067313,0.651863253
Sonar,0.668057658,0.000110499,0,0.774891933,0.722975932,0.660143481,0.824353996,0.610691992,0.650120213,0.786464897,0.539486572,0.798027062,0.799821594,0.660415394
White,0.644599074,-0.000670004,0,0.676259114,0.645636616,0.740718749,0.760657957,0.497767567,0.570146956,0.73955366,0.703831894,0.728630582,0.72837269,0.67714803
Yacht,0.63558188,-0.004811252,0,0.701852322,0.658203893,0.678967716,0.694747829,0.624691459,0.635795156,0.698312513,0.37690993,0.68971446,0.6946896,0.553470928
Yeast,0.677360407,-0.001429507,0,0.733276349,0.48628408,0.577530149,0.753313768,0.514477642,0.480027063,0.74073747,0.474769999,0.482874275,0.424110651,0.478540058
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
6.02,-0.06,0,7.02,5.7,7.31,7.53,7.32,5.89,7.14,6.43,7.44,7.45,6.25,
6.34,0,0,6.55,4.6,6.89,7.72,6.6,3.49,7.24,6.66,5.65,5.85,6.72,
6.52,0.01,0,6.51,6.59,6.35,6.54,6.43,6.57,6.51,6.52,6.46,6.46,6.23,
5.49,0,0,6.45,4.76,6.51,6.63,5.88,5.27,6.43,5.12,6.6,6.52,5.31,
4.76,0,0,6.18,4.84,5.7,6.51,4.91,3.42,6.24,3.3,5.44,5.76,4.39,
6.45,0.02,0,6.84,6.59,7.57,7.82,7.01,5.97,7.43,7.17,7.59,7.55,6.52,
6.68,0,0,7.75,7.23,6.6,8.24,6.11,6.5,7.86,5.39,7.98,8,6.6,
6.45,-0.01,0,6.76,6.46,7.41,7.61,4.98,5.7,7.4,7.04,7.29,7.28,6.77,
6.36,-0.05,0,7.02,6.58,6.79,6.95,6.25,6.36,6.98,3.77,6.9,6.95,5.53,
6.77,-0.01,0,7.33,4.86,5.78,7.53,5.14,4.8,7.41,4.75,4.83,4.24,4.79,
