,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,0.40040072883017047,-0.004866576092173968,0.0,0.5437142294343629,0.3681677518693408,0.5601531062902608,0.5601210108118723,0.5548104149910407,0.40376712530218545,0.5299791469101583,0.4615532653232729,0.5338838340349347,0.5362462733847373,0.4306102915674453
Cali,0.43158941607061163,-0.00022042288511911855,0.0,0.4716859879867127,0.29373592792120373,0.5199444039910357,0.6086929246352965,0.5014240212878932,0.24290401796210936,0.5139644744218489,0.45620898030637935,0.39502280948711954,0.4094486672780957,0.4739265754611601
Climate,0.44573920654781707,0.002727307720994308,0.0,0.44807113614919897,0.44891277196826973,0.42947232694126924,0.452787527443526,0.42152654197931144,0.4555687549478399,0.4436109497683489,0.4449908569510388,0.4405050370822333,0.44689906175138744,0.4292325311572454
Concre,0.3779103346247431,0.0008312219130116051,0.0,0.4662364263111109,0.2853543584275483,0.4570299974565494,0.47179305215976663,0.41454452236511513,0.3633656035008225,0.44518037898178087,0.31768496561642545,0.46526624252022214,0.4637597586238981,0.37324886590597495
Qsar,0.3329667937074126,-6.140929582825639e-05,0.0,0.3589991891429683,0.3729647078066281,0.41227944346145423,0.5545000374425159,0.3552463571133405,0.24410258063944337,0.49066808756919,0.23426583070046875,0.45690343594053734,0.4714556879004032,0.3028285167019113
Red,0.4443567783942374,0.00033353538326772597,0.0,0.4804890310246912,0.46216501571896523,0.5466461049388556,0.6074734412494076,0.5184807418175861,0.4105723646253887,0.5401725101568506,0.502186200522172,0.5591127609427635,0.5457114007128562,0.4505307657197101
Sonar,0.4645537860983855,-3.6833098604567265e-05,0.0,0.5472016391440748,0.5367990398582994,0.5520265457962006,0.6337170986784543,0.4390194139088132,0.4451846345554557,0.5955894899054119,0.0499955749433824,0.6372569293901326,0.6392810195181735,0.45234952131413975
White,0.4427701128555352,-0.0008549959137330278,0.0,0.4831207275350563,0.4442719363681079,0.5443828702754472,0.5821900467908723,0.6494339333578353,0.3896532422517554,0.5456201980030521,0.49295107702989,0.533505658409785,0.5392939523432371,0.47901506486692824
Yacht,0.42854225059470236,-0.003586721645962473,0.0,0.5402222718400166,0.4534756695235244,0.4868421320675835,0.5089943655782001,0.4575536727806755,0.4468444501451795,0.45564492837098564,0.15082863883958142,0.495336488797309,0.5065429841543045,0.36830519415169916
Yeast,0.49156725773484194,-0.0011125375562247727,0.0,0.5672657452270159,0.3566289968147046,0.4601555291823541,0.5944988341147693,0.39750099573121894,0.33383980617136894,0.5963200337474038,0.31162980401758344,0.34661412958417714,0.3538292587372933,0.318645063220577
