,train_ML_f1_mean,train_ML_f1_std,test_ML_f1_mean,test_ML_f1_std
Q1_Q2_0.25,0.8905435752721855,0.03316089678779135,0.8180307176246167,0.0542863644084924
Q1_Q3_0.25,0.8876137499448117,0.014308626266667587,0.7991757086864244,0.03886090527212606
Q1_Q4_0.25,0.8825771647509646,0.023400685304851995,0.7464824807618892,0.054763462552977815
Q2_Q3_0.25,0.8635845100797642,0.010691810662376448,0.7602222138027849,0.011121206923254703
Q2_Q4_0.25,0.900774069700156,0.028177467558227635,0.721183098315692,0.04904608402216786
Q3_Q4_0.25,0.8914025177894477,0.019699899262776353,0.7706708262461243,0.019975160443502987
Q1_0.25,0.9262550365479187,0.035317377162360636,0.8828454032472026,0.049549660275670086
Q2_0.25,0.9376423242646323,0.022772910525138548,0.8655697093094868,0.04598162018924089
Q3_0.25,0.8884167344480753,0.028965781513282017,0.8214768690983437,0.0476081587205972
Q4_0.25,0.907635786596412,0.04620080737577227,0.8108768081270974,0.04551373794590813
Q1_Q2_0.5,0.8512083696815186,0.0318518982120681,0.5974310905962558,0.041836557107447145
Q1_Q3_0.5,0.8795211547060158,0.029156325535172084,0.589143673480686,0.08282298711323083
Q1_Q4_0.5,0.8259455209568747,0.06505764621799447,0.5915567059988499,0.03821786903210184
Q2_Q3_0.5,0.8276079507352154,0.03377196088875811,0.7350310486493727,0.028923691422427764
Q2_Q4_0.5,0.8469494488281377,0.019095484997938412,0.6653694863874352,0.03398573267844355
Q3_Q4_0.5,0.8041843771207553,0.031410427476407966,0.6745355299752414,0.05035480624659837
Q1_0.5,0.8833809287697036,0.01793377407873331,0.7475122751955541,0.07918743730498609
Q2_0.5,0.9109163201696602,0.031461339895187915,0.7945546495459259,0.028363012091867694
Q3_0.5,0.8731016048036284,0.022668555214781727,0.7858026751621139,0.0235765687717934
Q4_0.5,0.8730753206329173,0.03336520891450727,0.7332386432686644,0.05691057645752011
Q1_Q2_0.75,0.7728208985001135,0.016825827836050182,0.3829422765844058,0.01718510120473438
Q1_Q3_0.75,0.8459359774303069,0.02851582677561391,0.46169595845472244,0.06652460997635916
Q1_Q4_0.75,0.8209332943796251,0.05068164947740324,0.4598224563376448,0.07045253576764961
Q2_Q3_0.75,0.846178867489068,0.01344766923828412,0.7346631333250575,0.016532853055983954
Q2_Q4_0.75,0.7656998467424574,0.034927452031467555,0.6618891210543687,0.0182643294234642
Q3_Q4_0.75,0.7528750567388601,0.04533183201471009,0.519068120928719,0.10802050606636909
Q1_0.75,0.8902648860763328,0.03980779122891422,0.4815497240473121,0.07553466042298906
Q2_0.75,0.893758045810743,0.028978577833736856,0.7383442101332001,0.038888574071575165
Q3_0.75,0.8953154878741134,0.00973170492729822,0.8377701026964669,0.03874350510573711
Q4_0.75,0.7876629305514344,0.03540066559731296,0.5862113928405466,0.15032067297407484
Q1_Q2_1.0,0.7208676811255685,0.03412426640357627,0.3568926100957694,0.005555551599308148
Q1_Q3_1.0,0.7586781770582814,0.016592709401030446,0.36548887644519545,0.016517366364048023
Q1_Q4_1.0,0.791729838634619,0.09745647081309018,0.5188488554217006,0.0807495589243061
Q2_Q3_1.0,0.8024827914302719,0.022012449881292702,0.7375801262673117,0.014590743173145893
Q2_Q4_1.0,0.7473256617762335,0.06440993986569603,0.6030106477098744,0.048810751276343295
Q3_Q4_1.0,0.6202899558095643,0.04329982632467969,0.30786813901016896,0.006366115899088423
Q1_1.0,0.7715507251172559,0.019535331764464134,0.36212120992687663,0.010373085808164722
Q2_1.0,0.8833551096581619,0.041803432126237584,0.7142276988434763,0.02064982271231959
Q3_1.0,0.8692405166682965,0.021394683557944133,0.7647121277234809,0.020500926453386758
Q4_1.0,0.7654519926617447,0.025289002818246833,0.4014981083217804,0.11518889592787158
