,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.1177647,0.0020772575,0.09123243,0.0021979369,0.13255194,0.006651285,0.104615115,0.00553503
Q1_Q3_0.25,0.113111794,0.0013003326,0.08558814,0.00063299545,0.12830752,0.0053654434,0.09720889,0.0033088725
Q1_Q4_0.25,0.16606554,0.0021542623,0.13488877,0.0017241025,0.18143013,0.010545869,0.15004884,0.008891786
Q2_Q3_0.25,0.07001813,0.0013620425,0.0543784,0.0011487214,0.06997448,0.0018451889,0.054908227,0.0014829395
Q2_Q4_0.25,0.14604042,0.0027298762,0.10264729,0.0018968213,0.15992275,0.0111333635,0.11347065,0.005902754
Q3_Q4_0.25,0.14894691,0.0015254463,0.10732752,0.0015999272,0.1635811,0.0025318621,0.119974926,0.0031702658
Q1_0.25,0.13935164,0.001968409,0.11398536,0.0016543351,0.16569093,0.0066058217,0.13935883,0.0047432147
Q2_0.25,0.07424943,0.0025776413,0.05783816,0.00208038,0.075057544,0.003998434,0.05919624,0.0045116358
Q3_0.25,0.0651245,0.0009862967,0.049879443,0.00073936436,0.06455848,0.0031744924,0.05086968,0.0019391192
Q4_0.25,0.19823925,0.0034147096,0.15520485,0.0012257362,0.22149816,0.013124661,0.18203822,0.0076655
Q1_Q2_0.5,0.14564462,0.003999531,0.11713548,0.00375802,0.15321846,0.0051779766,0.12340274,0.0048449333
Q1_Q3_0.5,0.12588403,0.0018463394,0.09589666,0.0014184436,0.1382676,0.0030819932,0.104689285,0.0023052478
Q1_Q4_0.5,0.18333235,0.0010577292,0.14980952,0.0009642238,0.18639459,0.0028880294,0.15337336,0.002378454
Q2_Q3_0.5,0.075124145,0.0006313008,0.05857435,0.0005595953,0.074783966,0.0018908917,0.058956034,0.0011842202
Q2_Q4_0.5,0.16071352,0.0029938922,0.11262914,0.001798887,0.16695186,0.008374446,0.11754403,0.006035399
Q3_Q4_0.5,0.1717296,0.0028493041,0.1294113,0.002600605,0.1802409,0.0032232848,0.13619696,0.002617187
Q1_0.5,0.16018876,0.0015006505,0.1357002,0.0016170179,0.17720917,0.0072635235,0.15183727,0.00732241
Q2_0.5,0.07752688,0.0016588576,0.060970865,0.001480137,0.0783558,0.0040419414,0.06206687,0.0029054077
Q3_0.5,0.069102034,0.00076616637,0.05363193,0.0008062044,0.06718862,0.002079644,0.05347576,0.0017419648
Q4_0.5,0.2161868,0.0025263978,0.17778952,0.0027196202,0.22929788,0.0051767537,0.19156042,0.0044661965
Q1_Q2_0.75,0.17695756,0.0012810898,0.14711307,0.0016234914,0.1797065,0.0036375248,0.1490817,0.004247519
Q1_Q3_0.75,0.14568594,0.0015926337,0.110149726,0.0012127867,0.15110883,0.0029067441,0.11409314,0.002752329
Q1_Q4_0.75,0.18543658,0.0008928626,0.15266827,0.0008444406,0.18551514,0.003049274,0.15287633,0.0029522772
Q2_Q3_0.75,0.08205269,0.00094476674,0.0644945,0.00039369985,0.08131491,0.0012156625,0.06446805,0.00068345916
Q2_Q4_0.75,0.17616543,0.0026703794,0.121626854,0.001885569,0.17811647,0.0065003,0.123464085,0.004183807
Q3_Q4_0.75,0.20551617,0.0015831883,0.15923664,0.0013076288,0.20532723,0.006276833,0.15927175,0.005402513
Q1_0.75,0.19075252,0.0023600266,0.16409674,0.0021468606,0.19851126,0.006825368,0.17136589,0.006586667
Q2_0.75,0.083395,0.0022585967,0.065794095,0.0017923324,0.08635018,0.0012811855,0.06901856,0.0017604028
Q3_0.75,0.07281508,0.0014624703,0.05655992,0.001170188,0.0726928,0.0024244764,0.05815441,0.0016615716
Q4_0.75,0.24688873,0.0033368405,0.20898947,0.0028687732,0.2530468,0.006558548,0.2154096,0.0058469176
Q1_Q2_1.0,0.2182507,0.0007357202,0.18931575,0.0006755052,0.21881843,0.004685397,0.18973109,0.0038138141
Q1_Q3_1.0,0.17086104,0.0012187312,0.12983997,0.0007618058,0.17304663,0.0039832173,0.1312814,0.0031488896
Q1_Q4_1.0,0.18547894,0.0008134939,0.15315162,0.0007428764,0.18521386,0.0027992972,0.15313025,0.0026542882
Q2_Q3_1.0,0.090948194,0.0017258594,0.07205893,0.0012605077,0.0922582,0.0024465132,0.073790565,0.0017325474
Q2_Q4_1.0,0.19487348,0.0015741184,0.13424063,0.0013148171,0.19524822,0.0058420957,0.1349341,0.004952986
Q3_Q4_1.0,0.23876388,0.001404913,0.194554,0.001058041,0.23819216,0.004963694,0.19400208,0.00401857
Q1_1.0,0.21336949,0.0025435025,0.1863203,0.0027974849,0.21527922,0.0038375913,0.18805821,0.0036806706
Q2_1.0,0.086394094,0.0011122945,0.06933858,0.000837786,0.0900323,0.0020519001,0.07262059,0.0018900494
Q3_1.0,0.07852163,0.0031075343,0.061451294,0.0022235895,0.07678344,0.0035259565,0.06180643,0.003166229
Q4_1.0,0.2728764,0.0017054579,0.2350421,0.0018443333,0.2726475,0.006449684,0.23512428,0.0063831187
