,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.08648964,0.011936817,0.0644693,0.009342464,0.09392854,0.009162018,0.07087768,0.0077073453
Q1_Q3_0.25,0.0964997,0.0048532397,0.07547058,0.0031730963,0.1028766,0.0033374513,0.08022131,0.0026016934
Q1_Q4_0.25,0.15003826,0.00386044,0.115038,0.0038849222,0.15224949,0.009266355,0.11519836,0.007732603
Q2_Q3_0.25,0.08357932,0.0064594443,0.06591916,0.0031769283,0.08997695,0.008514472,0.07002666,0.005901873
Q2_Q4_0.25,0.14659807,0.025844108,0.11037179,0.016369032,0.14837864,0.019726254,0.11098,0.015219166
Q3_Q4_0.25,0.15013261,0.015797166,0.11649825,0.0115539795,0.15432821,0.020329298,0.11942186,0.019167455
Q1_0.25,0.09677034,0.020213917,0.0711758,0.014991348,0.104317985,0.017582158,0.07737969,0.012275622
Q2_0.25,0.07596396,0.0073536346,0.057659887,0.0034946788,0.08310135,0.009264633,0.06285756,0.0060788277
Q3_0.25,0.08930832,0.008486059,0.07447426,0.0036024563,0.10043222,0.0040712054,0.07991874,0.0039485763
Q4_0.25,0.20260854,0.008072057,0.17179206,0.0077128825,0.20447297,0.0032805288,0.16438954,0.0070761857
Q1_Q2_0.5,0.10164478,0.011529163,0.07513486,0.00955054,0.110055305,0.010571124,0.08161546,0.009474458
Q1_Q3_0.5,0.100293234,0.0062786164,0.07675202,0.005665679,0.10540167,0.011423823,0.08182648,0.009462834
Q1_Q4_0.5,0.14238371,0.0035079566,0.10940851,0.0026140509,0.14309776,0.004357184,0.108749606,0.0031085117
Q2_Q3_0.5,0.08120141,0.006613877,0.06521759,0.0049550706,0.0893888,0.008259545,0.06929286,0.006595955
Q2_Q4_0.5,0.1367651,0.008997639,0.101055905,0.006142642,0.13624151,0.012098701,0.10026722,0.00944181
Q3_Q4_0.5,0.15525739,0.012715605,0.122765936,0.011498425,0.15995248,0.015655337,0.12495382,0.014080129
Q1_0.5,0.1020421,0.0051100664,0.07549931,0.0048662885,0.11219015,0.0055506774,0.08324443,0.003941462
Q2_0.5,0.06957815,0.007714076,0.054819744,0.0061043245,0.07667385,0.010770476,0.05921905,0.007880082
Q3_0.5,0.088139646,0.0075925216,0.07427896,0.0061033736,0.097295664,0.01229878,0.0773498,0.010372732
Q4_0.5,0.18844739,0.00771208,0.16106084,0.0050004227,0.18999977,0.005158791,0.1583271,0.0049702134
Q1_Q2_0.75,0.11192417,0.003568655,0.081803426,0.004721179,0.11697072,0.006486738,0.086830184,0.0044438844
Q1_Q3_0.75,0.11245008,0.010378691,0.084515825,0.0077815726,0.12159227,0.012078405,0.09101296,0.0093882885
Q1_Q4_0.75,0.15162049,0.00822663,0.114490986,0.004694509,0.15123911,0.007724856,0.11399607,0.005845725
Q2_Q3_0.75,0.084239595,0.012435626,0.06875637,0.009737095,0.08888258,0.014390343,0.069653854,0.010679803
Q2_Q4_0.75,0.14281759,0.009357001,0.10345931,0.007995328,0.1429203,0.0074116155,0.10316013,0.0050936225
Q3_Q4_0.75,0.16172707,0.008883118,0.12833734,0.007982324,0.16180027,0.007599801,0.12776268,0.004892316
Q1_0.75,0.12061914,0.01824489,0.09098868,0.013344303,0.1267273,0.022030322,0.09704218,0.01623858
Q2_0.75,0.07122346,0.0059302095,0.056215666,0.004250789,0.08047901,0.005006409,0.06254711,0.0042598336
Q3_0.75,0.094803326,0.011847328,0.07861624,0.008021359,0.10837792,0.013762539,0.08613523,0.009982657
Q4_0.75,0.19129492,0.014159346,0.15990944,0.017535072,0.18759802,0.007705608,0.15512222,0.011396884
Q1_Q2_1.0,0.15592954,0.010880363,0.12863271,0.011471514,0.16626585,0.0063071903,0.13539964,0.0063347146
Q1_Q3_1.0,0.10490497,0.005552196,0.07933169,0.0034219357,0.11909781,0.012623286,0.089280345,0.00816785
Q1_Q4_1.0,0.24559477,0.0011332524,0.18986714,0.00073779444,0.2512589,0.003629353,0.19615784,0.0033618056
Q2_Q3_1.0,0.10154923,0.009347658,0.08039759,0.0063949698,0.11355045,0.013274654,0.08772953,0.008977112
Q2_Q4_1.0,0.14487627,0.008522801,0.10124906,0.0068432167,0.14502235,0.0096638715,0.101481356,0.0077618444
Q3_Q4_1.0,0.2007211,0.00826432,0.16426243,0.007863797,0.20013909,0.009838981,0.16420025,0.0086958725
Q1_1.0,0.13994369,0.00955458,0.11717025,0.007283219,0.14599633,0.013041962,0.12308413,0.010846552
Q2_1.0,0.07832834,0.014102346,0.06062796,0.009336365,0.095265485,0.012978288,0.07135888,0.009557797
Q3_1.0,0.09424239,0.012664647,0.07991521,0.009023329,0.10565581,0.017365547,0.08613529,0.013801436
Q4_1.0,0.2209202,0.018744139,0.1825902,0.01493274,0.2204456,0.015066521,0.18249962,0.012009648
