,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.32170415,0.0019141557,0.28640303,0.001926115,0.3214311,0.005807208,0.2859934,0.005455887
Q1_Q3_0.25,0.30147475,0.0032770755,0.2550307,0.0027618667,0.30107856,0.009773547,0.25441492,0.00909065
Q1_Q4_0.25,0.38573557,0.0009475251,0.37880188,0.000952062,0.38573572,0.0032187852,0.37885058,0.0031452968
Q2_Q3_0.25,0.14571576,0.002183372,0.12664905,0.0023905442,0.14636858,0.007005703,0.12752025,0.0076954607
Q2_Q4_0.25,0.29672804,0.002781268,0.25087935,0.002361177,0.29837474,0.009365655,0.25336462,0.010651965
Q3_Q4_0.25,0.3214616,0.0027935596,0.2870312,0.003121977,0.3209629,0.006543629,0.28622594,0.006326223
Q1_0.25,0.41097587,0.0036104082,0.40412584,0.0035199246,0.40931064,0.00435873,0.4024271,0.0041341647
Q2_0.25,0.15313068,0.002685524,0.13452283,0.0028298944,0.15276332,0.007557,0.13406163,0.007860803
Q3_0.25,0.15072015,0.002159433,0.13138817,0.0024067548,0.15161908,0.00493535,0.13252442,0.005421838
Q4_0.25,0.4096745,0.0012026317,0.40344453,0.001317818,0.40896812,0.0069146054,0.4028933,0.0067793955
Q1_Q2_0.5,0.36340705,0.0020162198,0.33353373,0.0023795497,0.3636784,0.0025531163,0.3340505,0.003362419
Q1_Q3_0.5,0.31089574,0.00028226222,0.25439242,0.00067985547,0.31157896,0.0026346003,0.25521198,0.0035992223
Q1_Q4_0.5,0.3843419,0.0008471357,0.37716475,0.0009576815,0.38443375,0.005455787,0.37723047,0.0053571975
Q2_Q3_0.5,0.14432664,0.00051364285,0.124747574,0.00051411026,0.14476386,0.0023970392,0.124980435,0.002110705
Q2_Q4_0.5,0.31061673,0.0017916538,0.25455338,0.0013024758,0.31042963,0.0045596464,0.25466475,0.0047967182
Q3_Q4_0.5,0.36585197,0.002227061,0.33577627,0.0022843878,0.36462602,0.0021015564,0.33447382,0.0024008602
Q1_0.5,0.4367501,0.0028225107,0.43058148,0.002794113,0.43626022,0.0030119854,0.43009314,0.0032718678
Q2_0.5,0.15960036,0.0025496911,0.14226513,0.0028062402,0.1609696,0.002798844,0.14391075,0.0026023674
Q3_0.5,0.16199456,0.0012523412,0.1449892,0.0013858996,0.16166899,0.0061609186,0.14470954,0.0067047565
Q4_0.5,0.4357384,0.0016462859,0.42962113,0.0017152843,0.4360889,0.0059092105,0.4300395,0.006129141
Q1_Q2_0.75,0.42740148,0.001069008,0.40175858,0.0012292778,0.42867088,0.0026975556,0.40331912,0.0032382822
Q1_Q3_0.75,0.33004433,0.0013628365,0.26285324,0.0005503228,0.33010542,0.0015851497,0.26322907,0.00294178
Q1_Q4_0.75,0.38667172,0.0020107727,0.37736148,0.00045073451,0.38618547,0.0036593063,0.37686032,0.0022665695
Q2_Q3_0.75,0.14449562,0.0007494322,0.124975145,0.0008596604,0.14479102,0.0027591519,0.12531659,0.0032040502
Q2_Q4_0.75,0.3413243,0.018050792,0.2715702,0.015209258,0.3516197,0.033205993,0.2777567,0.021762092
Q3_Q4_0.75,0.46490884,0.0056640967,0.4166333,0.0025670368,0.48434988,0.016739205,0.4222507,0.0058124945
Q1_0.75,0.46943492,0.002391822,0.4637367,0.0024240704,0.46933842,0.0030398679,0.46356148,0.0032779737
Q2_0.75,0.17132345,0.0035731902,0.15539417,0.0038565039,0.17206141,0.0036547442,0.1562242,0.003495562
Q3_0.75,0.17227313,0.0017421008,0.1562251,0.0019752106,0.17259973,0.0047619413,0.15637939,0.005348781
Q4_0.75,0.4662351,0.0015251822,0.46051472,0.0015946717,0.46680316,0.005360551,0.46114987,0.005761143
Q1_Q2_1.0,0.5243791,0.0018094224,0.49854764,0.0021184622,0.5312351,0.0033311688,0.501661,0.0039317585
Q1_Q3_1.0,0.3832777,0.012721143,0.3040946,0.013261445,0.41148543,0.046318755,0.31338003,0.018549161
Q1_Q4_1.0,0.39330932,0.0028298155,0.37801462,0.0012494337,0.39708215,0.004804793,0.3786121,0.005304272
Q2_Q3_1.0,0.1451021,0.00088025734,0.12544158,0.000922905,0.14580862,0.0027490049,0.12613377,0.0030536638
Q2_Q4_1.0,0.3955911,0.004779154,0.3172943,0.004943942,0.4231084,0.01395925,0.3328406,0.007214069
Q3_Q4_1.0,0.52969515,0.002800832,0.5020002,0.0022314112,0.52985245,0.0038106989,0.50011885,0.004612421
Q1_1.0,0.5061586,0.0018204701,0.5008024,0.0017833629,0.50629556,0.0021712251,0.50087214,0.0023811203
Q2_1.0,0.18184422,0.0032018123,0.16651957,0.0034782519,0.18262391,0.0029591033,0.16747822,0.0029201023
Q3_1.0,0.1822369,0.0017627666,0.16708428,0.0020030632,0.1825091,0.005270084,0.16719052,0.0055411593
Q4_1.0,0.5076097,0.00071662274,0.5020982,0.0007500394,0.507991,0.004576229,0.502531,0.004718754
